"","station_id","V1","organization","region","local","lat","long","date","chla","tss","secchi_m","acdom440","local_year_month","OWT","Rrs479","Rrs561","Rrs661","Rrs850"
"36","AGID_1938",1047,"NAN","South Africa","South_Africa",-25.7552,27.8358,NA,1842.7,10,0.36,1.416345,"South_Africa_NA_NA",6,0.00713293565859175,0.0180238163780701,0.00854708119412436,0.021391980070876
"37","AGID_1939",1048,"NAN","South Africa","South_Africa",-25.7552,27.8358,NA,13296.7,1033.3,0.21,3.145898,"South_Africa_NA_NA",6,0.0107587784953277,0.028215201466729,0.0135009386673999,0.168082954041575
"38","AGID_1940",1050,"NAN","South Africa","South_Africa",-25.7552,27.8358,NA,597.7,300,0.26,1.361073,"South_Africa_NA_NA",6,0.0087218644872329,0.0222364114421254,0.0104724978128827,0.0507225235027477
"39","AGID_1941",1051,"NAN","South Africa","South_Africa",-25.7479,27.8635,NA,74.7,8.3,1.06,0.57575,"South_Africa_NA_NA",6,0.00998365250580323,0.0259182953141374,0.0125681593604453,0.0243338475866856
"40","AGID_1942",1052,"NAN","South Africa","South_Africa",-25.7479,27.8635,NA,5197.7,1466.7,0.16,1.47392,"South_Africa_NA_NA",6,0.0163317413844414,0.03919223950547,0.0189883620999658,0.176165343936023
"41","AGID_1943",1053,"NAN","South Africa","South_Africa",-25.7479,27.8635,NA,9616.3,1566.7,0.01,2.263849,"South_Africa_NA_NA",6,0.012583896657937,0.0316837170580057,0.0150545301455579,0.124918403913922
"42","AGID_1944",1054,"NAN","South Africa","South_Africa",-25.7479,27.8635,NA,146.4,16.7,1.19,1.476223,"South_Africa_NA_NA",5,0.00717815136003809,0.0153052919993835,0.00754743152281684,0.00950648633507238
"43","AGID_1945",1055,"NAN","South Africa","South_Africa",-25.7479,27.8635,NA,1599.3,5,0.21,1.280468,"South_Africa_NA_NA",6,0.00835219842568895,0.0197619079066199,0.0097104172786429,0.028379557251706
"44","AGID_1946",1056,"NAN","South Africa","South_Africa",-25.7479,27.8635,NA,3443,500,0.74,1.308104,"South_Africa_NA_NA",5,0.00850482695970478,0.0194020055629927,0.00964044805159097,0.0123125335054151
"45","AGID_1947",1057,"NAN","South Africa","South_Africa",-25.7479,27.8635,NA,11050.3,1833.3,0.02,2.383605,"South_Africa_NA_NA",6,0.0132613986221058,0.033425667866217,0.0163348374651103,0.137627846927297
"46","AGID_1948",1058,"NAN","South Africa","South_Africa",-25.7479,27.8635,NA,147.4,25,0.81,1.133076,"South_Africa_NA_NA",6,0.00922253127790013,0.0239186585278946,0.0113940112330342,0.0305168317025327
"47","AGID_1949",1059,"NAN","South Africa","South_Africa",-25.453,29.288,NA,16.77,4.13,2.145,0.538902,"South_Africa_NA_NA",2,0.00505881178203678,0.00804874773217324,0.00493492634288999,0.000684551998131179
"48","AGID_1950",1061,"NAN","South Africa","South_Africa",-25.453,29.288,NA,16.17,2.76,2.23,0.637931,"South_Africa_NA_NA",2,0.00514727669483959,0.00844347873013558,0.00485910559985336,0.000550408774845135
"49","AGID_1951",1062,"NAN","South Africa","South_Africa",-25.453,29.288,NA,8.7,2.84,3.75,0.601083,"South_Africa_NA_NA",2,0.00373119144693768,0.00579984439986742,0.00302223479557744,0.000386955772056814
"50","AGID_1952",1063,"NAN","South Africa","South_Africa",-25.453,29.288,NA,12.5,2.29,3.25,0.548114,"South_Africa_NA_NA",2,0.00396220152074281,0.00592118167279479,0.00318176392964565,0.000487883298072032
"51","AGID_1953",1064,"NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,4,2.41,0.495145,"South_Africa_NA_NA",2,0.00316122669781561,0.0061294440031846,0.00334269989918431,0.00054990221823128
"52","AGID_1954",1065,"NAN","South Africa","South_Africa",-25.453,29.288,NA,20.5,3.27,3.4,0.663264,"South_Africa_NA_NA",2,0.00306718070352955,0.00555301791297051,0.00290446579681889,0.000456359152502779
"53","AGID_1955",1066,"NAN","South Africa","South_Africa",-25.453,29.288,NA,23.2,3.55,3.75,0.455994,"South_Africa_NA_NA",2,0.00341567057020415,0.00573629169306322,0.00291711325351397,0.000359899804337057
"54","AGID_1956",1067,"NAN","South Africa","South_Africa",-25.453,29.288,NA,10.3,3.91,2.05,0.665567,"South_Africa_NA_NA",2,0.00445643525682995,0.00801943374796323,0.00515860779030336,0.000654430097301309
"55","AGID_1957",1068,"NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,6.58,1.18,0.741566,"South_Africa_NA_NA",4,0.00664513362299863,0.0108984458943289,0.0083391135784571,0.000604169715650882
"56","AGID_1958",1069,"NAN","South Africa","South_Africa",-25.453,29.288,NA,141.87,18.4,0.675,0.683991,"South_Africa_NA_NA",5,0.00415714570561276,0.00730425958317246,0.00559913080710876,0.00233168658474558
"57","AGID_1959",1070,"NAN","South Africa","South_Africa",-25.453,29.288,NA,354.59,19.89,0.61,0.879746,"South_Africa_NA_NA",5,0.00189933420629724,0.00509186322509759,0.00324355973371327,0.00158951281749667
"58","AGID_1960",1072,"NAN","South Africa","South_Africa",-25.453,29.288,NA,250.9,21.2,0.515,0.688597,"South_Africa_NA_NA",5,0.00220183533718231,0.00541228921131486,0.00380528412694445,0.00282789504281887
"59","AGID_1961",1073,"NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,22.3,0.54,1.034047,"South_Africa_NA_NA",5,0.00274816479673829,0.00586648822039389,0.00429894785745828,0.00265399450619544
"60","AGID_1962",1074,"NAN","South Africa","South_Africa",-25.453,29.288,NA,350.4,20.1,0.55,0.709324,"South_Africa_NA_NA",5,0.00149102279626213,0.00432322962332271,0.00299320948667317,0.00228944392293431
"61","AGID_1963",1075,"NAN","South Africa","South_Africa",-25.453,29.288,NA,265.6,26.9,0.65,0.960351,"South_Africa_NA_NA",5,0.00165370214570561,0.00425977545795977,0.00292049816948701,0.00253782308574212
"62","AGID_1964",1076,"NAN","South Africa","South_Africa",-25.453,29.288,NA,277.84,20.9,0.375,0.610295,"South_Africa_NA_NA",5,0.00173701333253973,0.00454514595110835,0.00316877637746728,0.00295508764241893
"63","AGID_1965",1077,"NAN","South Africa","South_Africa",-25.453,29.288,NA,109.1,15.6,0.75,0.686294,"South_Africa_NA_NA",5,0.00240183268853044,0.00507575637576593,0.00382715547279226,0.001395709497688
"64","AGID_1966",1078,"NAN","South Africa","South_Africa",-25.453,29.288,NA,160,22.7,0.73,0.891261,"South_Africa_NA_NA",5,0.00236367079340515,0.00541764629699123,0.00393623464727006,0.00242983921840855
"65","AGID_1967",1079,"NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,16.9,0.68,0.62181,"South_Africa_NA_NA",5,0.00271018736979942,0.0059041290251412,0.00462936530440506,0.00182090991055172
"66","AGID_1968",1080,"NAN","South Africa","South_Africa",-25.453,29.288,NA,4.9,2.37,4.475,0.4606,"South_Africa_NA_NA",2,0.00330782021903458,0.00528987879987917,0.00259917091342348,0.000293278156162554
"67","AGID_1969",1081,"NAN","South Africa","South_Africa",-25.453,29.288,NA,4.4,1.49,0.44,0.670173,"South_Africa_NA_NA",3,0.00432181449020892,0.00585674307306377,0.00295564018130161,0.00037800951392421
"68","AGID_1970",1083,"NAN","South Africa","South_Africa",-25.453,29.288,NA,6.4,1.49,4.75,0.488236,"South_Africa_NA_NA",3,0.00293239825010416,0.00430390404585036,0.0019929012822756,0.000205764344611979
"69","AGID_1971",1084,"NAN","South Africa","South_Africa",-25.453,29.288,NA,7.09,1.622,4.6,0.398419,"South_Africa_NA_NA",3,0.00326491399321469,0.00522414011646098,0.00232283639863024,0.000226846269564223
"70","AGID_1972",1085,"NAN","South Africa","South_Africa",-25.453,29.288,NA,2.7,2.7,2.25,0.442176,"South_Africa_NA_NA",2,0.00596406914766978,0.00982018069416788,0.00587906444205597,0.00065151370966005
"71","AGID_1973",1086,"NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,4.27,1.55,0.73696,"South_Africa_NA_NA",2,0.00667763222427237,0.0106553046567125,0.00747620134976379,0.000868531825464016
"72","AGID_1974",1087,"NAN","South Africa","South_Africa",-25.453,29.288,NA,1.72,1.03,5.67,0.679385,"South_Africa_NA_NA",3,0.00311081224331885,0.00387620108282993,0.00200544931303689,0.000294198018850575
"73","AGID_1975",1088,"NAN","South Africa","South_Africa",-25.453,29.288,NA,0.54,0.98,6.85,0.405328,"South_Africa_NA_NA",1,0.00273180264567585,0.00316542474508534,0.00167457655077028,0.000236472940196061
"74","AGID_1976",1089,"NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,1.13,6.38,0.485933,"South_Africa_NA_NA",3,0.00220597443604547,0.00268627668362747,0.00125004512210363,0.000145066378777612
"75","AGID_1977",1090,"NAN","South Africa","South_Africa",-25.453,29.288,NA,0.96,0.91,6.95,0.635628,"South_Africa_NA_NA",3,0.00238354937206119,0.00307168843387735,0.00136397354129694,0.000156844029629433
"76","AGID_1978",1091,"NAN","South Africa","South_Africa",-25.453,29.288,NA,0.76,0.93,7.05,0.536599,"South_Africa_NA_NA",3,0.00195022108803047,0.00252150720438998,0.00108358015347314,0.000113127392977672
"77","AGID_1979",1092,"NAN","South Africa","South_Africa",-25.453,29.288,NA,1.05,1.75,8.7,0.571144,"South_Africa_NA_NA",3,0.00197431697518005,0.00250327287337439,0.00106357526599512,0.000159857471723308
"78","AGID_1980",1094,"NAN","South Africa","South_Africa",-25.453,29.288,NA,0.7,2.37,3.05,0.479024,"South_Africa_NA_NA",2,0.00194392475150289,0.00295512768954872,0.00193428697311304,0.000261235098717836
"79","AGID_1981",1095,"NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,1.533,3.45,0.810656,"South_Africa_NA_NA",2,0.00190294699720255,0.00289089666426628,0.00192023329750627,0.00022390478951737
"80","AGID_1982",1096,"NAN","South Africa","South_Africa",-25.453,29.288,NA,5.22,5.1,1.34,0.527387,"South_Africa_NA_NA",2,0.005466016293673,0.00836696609303889,0.0051812628106748,0.000328304061207212
"81","AGID_1983",1097,"NAN","South Africa","South_Africa",-25.453,29.288,NA,8.3,8.13,1.3,0.469812,"South_Africa_NA_NA",4,0.00594233544134278,0.00992890867506236,0.00722162559885353,0.00119129389866283
"82","AGID_1984",1098,"NAN","South Africa","South_Africa",-25.453,29.288,NA,1.62,2.8,2.39,0.435267,"South_Africa_NA_NA",2,0.00474841568954229,0.00686574204611119,0.00413550092233859,0.000500777095010015
"83","AGID_1985",1099,"NAN","South Africa","South_Africa",-25.453,29.288,NA,1.9,3.07,3.45,0.430661,"South_Africa_NA_NA",2,0.00419179568180466,0.0062407663280176,0.00367596529607319,0.000458356738608557
"84","AGID_1986",1100,"NAN","South Africa","South_Africa",-25.453,29.288,NA,2.8,2.63,2.35,0.375389,"South_Africa_NA_NA",2,0.00469074309564907,0.00689607639978185,0.00402866395880721,0.000517245368123011
"85","AGID_1987",1101,"NAN","South Africa","South_Africa",-34.029,19.209,NA,11.464,17.3,0.625,1.215984,"South_Africa_NA_NA",4,0.0148629110023213,0.0246998178315772,0.022410208375201,0.00524619335342427
"86","AGID_1988",1102,"NAN","South Africa","South_Africa",-34.029,19.209,NA,5.095111111,12.20444444,0.45,1.460102,"South_Africa_NA_NA",4,0.0130927363400988,0.023314975114345,0.0201998828271719,0.00313202103003865
"87","AGID_1989",1103,"NAN","South Africa","South_Africa",-34.029,19.209,NA,10.22206667,15.725,0.695,NA,"South_Africa_NA_NA",4,0.0126720905898458,0.0208264325233265,0.0181194246940119,0.00402913573640341
"88","AGID_1990",1105,"NAN","South Africa","South_Africa",-34.029,19.209,NA,26.74933333,NA,0.795,NA,"South_Africa_NA_NA",4,0.00985460643711684,0.015324542988191,0.0154264371318353,0.00496108948473216
"89","AGID_1991",1106,"NAN","South Africa","South_Africa",-34.029,19.209,NA,17.93160667,14.11666667,0.52,1.858521,"South_Africa_NA_NA",4,0.00939889040830903,0.0149125079108468,0.0132028523141784,0.00325902619580542
"90","AGID_1992",1107,"NAN","South Africa","South_Africa",-34.029,19.209,NA,22.68916667,29.12,0.6,1.741068,"South_Africa_NA_NA",7,0.0107217262365335,0.0189681618961289,0.0200354879629398,0.00629050415763044
"91","AGID_1993",1108,"NAN","South Africa","South_Africa",-34.029,19.209,NA,8.279555556,9.788888889,0.49,1.324225,"South_Africa_NA_NA",4,0.0108037636599012,0.0181750578611551,0.01388659986669,0.00247775090831675
"92","AGID_1994",1109,"NAN","South Africa","South_Africa",-34.029,19.209,NA,10.3176,12.175,0.725,NA,"South_Africa_NA_NA",4,0.0119431979048866,0.0209335186837326,0.0176163063913815,0.00329757116597552
"93","AGID_1995",1110,"NAN","South Africa","South_Africa",-34.029,19.209,NA,21.25616667,26.32,0.7,NA,"South_Africa_NA_NA",4,0.0105138078239391,0.0157357975274528,0.0159959672840586,0.00504295900190361
"94","AGID_1996",1111,"NAN","South Africa","South_Africa",-34.029,19.209,NA,35.34733333,17.13333333,0.65,1.91149,"South_Africa_NA_NA",4,0.0077552400005952,0.012852561721538,0.0117950403845994,0.0036868077218107
"95","AGID_2158",1292,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,91.2,NA,0.260276721,NA,"Vietnam2_2017_04",NA,0.00459878183319445,0.0123562020765533,0.00817651783766341,0.00342012590986665
"96","AGID_2159",1293,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,101.3,NA,0.258246023,NA,"Vietnam2_2017_04",NA,0.00807491685544015,0.0224492334505244,0.0164201897784488,0.00975973094679658
"97","AGID_2160",1295,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,30.3,NA,0.216914748,NA,"Vietnam2_2017_04",NA,0.004780652812407,0.0113504097326865,0.0076615068853384,0.00656733973590473
"98","AGID_2161",1296,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,30.4,NA,0.252416974,NA,"Vietnam2_2017_04",NA,0.0049217900900244,0.0125530666778038,0.00776835730649136,0.00703140725182368
"99","AGID_2162",1297,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,30.9,NA,0.246,NA,"Vietnam2_2017_04",NA,0.0036433084900006,0.00956501101878902,0.00641866840327776,0.00623935195322231
"100","AGID_2163",1298,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,50.4,NA,0.53421632,NA,"Vietnam2_2017_04",NA,0.00547274778850961,0.0116998132526918,0.00948790161663042,0.00310401900622692
"101","AGID_2164",1299,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,51,NA,0.530094201,NA,"Vietnam2_2017_04",NA,0.0046118081777424,0.0103353966021071,0.00803234575854392,0.00267229143789483
"102","AGID_2165",1300,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,89.4,NA,0.28764,NA,"Vietnam2_2017_04",NA,0.00871664323470329,0.0231883409485516,0.0166180379149499,0.0102556788928484
"103","AGID_2166",1301,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,59.7,NA,0.43655004,NA,"Vietnam2_2017_04",NA,0.00826611298660794,0.0195125491409296,0.017467796679991,0.00740689639569807
"104","AGID_2167",1302,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,64.9,NA,0.335985592,NA,"Vietnam2_2017_04",NA,0.0073994398754836,0.016628579811869,0.0134875825512319,0.00532438718852067
"105","AGID_2168",1303,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,82.1,NA,0.283266003,NA,"Vietnam2_2017_04",NA,0.00936622484515803,0.0159988529612375,0.0121827349544296,0.00486515933543355
"106","AGID_2169",1304,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,51.7,NA,0.38264927,NA,"Vietnam2_2017_04",NA,0.00472034496884114,0.0101625987242383,0.00784544704075453,0.00268828434564331
"107","AGID_2170",1306,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,106.3,NA,0.286054745,NA,"Vietnam2_2017_04",NA,0.00672949703071246,0.013366702392911,0.00952868912220361,0.00383431502211356
"108","AGID_2171",1307,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2019-03-21,93.8,NA,0.295479295,NA,"Vietnam2_2019_03",NA,0.0115434567516963,0.0222723413850394,0.0161201337423834,0.00251548361390615
"109","AGID_2172",1308,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2019-03-21,94.6,NA,0.277055523,NA,"Vietnam2_2019_03",NA,0.00910995142677519,0.019706218001611,0.0140522813185942,0.00450753611851856
"110","AGID_2173",1309,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2019-03-21,97.58235223,NA,0.360110426,NA,"Vietnam2_2019_03",NA,0.00748829159994941,0.0177973647341221,0.0136485786458736,0.00412563668529993
"111","AGID_2174",1310,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2019-03-21,92.43221869,NA,0.273625326,NA,"Vietnam2_2019_03",NA,0.00727382723107256,0.0176441460622268,0.0135985339424451,0.00446099204836652
"112","AGID_2175",1311,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2019-03-21,106,NA,0.302991564,NA,"Vietnam2_2019_03",NA,0.00792708372683174,0.0175387609140549,0.013449897682129,0.00443812353348056
"113","AGID_2176",1312,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2019-03-21,108.3,NA,0.29558921,NA,"Vietnam2_2019_03",NA,0.00723151953879233,0.0164914579140495,0.0128481282100532,0.0029397477574931
"114","AGID_2177",1313,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2019-03-21,115,NA,0.270142045,NA,"Vietnam2_2019_03",NA,0.00555214508800071,0.0145268204433988,0.0110755432371585,0.00425245517547868
"115","AGID_2178",1314,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2019-03-21,97,NA,0.320909546,NA,"Vietnam2_2019_03",NA,0.00489648016170168,0.0138872063814034,0.0105239981363061,0.00493441948895938
"116","AGID_2179",1315,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2019-03-21,91.2,NA,0.397,NA,"Vietnam2_2019_03",NA,0.00586710492190941,0.0189982282719535,0.0188909562181652,0.00556664276378546
"117","AGID_2180",1317,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2019-03-21,94,NA,0.405,NA,"Vietnam2_2019_03",NA,0.00430388739025951,0.0140475824291697,0.0149550071900934,0.00588088756059918
"118","AGID_2181",1318,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2019-03-21,80.3,NA,0.41,NA,"Vietnam2_2019_03",NA,0.00455213823979227,0.0132582758374829,0.0121973389810783,0.00470871076362972
"119","AGID_2182",1319,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2019-03-21,108.3,NA,0.294,NA,"Vietnam2_2019_03",NA,0.00375201997843878,0.0110843084228796,0.00911462314007382,0.00154322148252619
