"","station_id","V1","organization","region","local","lat","long","date","chla","tss","secchi_m","acdom440","local_year_month","OWT","Rrs443","Rrs483","Rrs561","Rrs655","Rrs850"
"11","AGID_1010",18,"NAN","Indonesia","Nechad_Matchups_North_Sea",-0.468,117.493,2009-08-26,9.2,26,0.15,NA,"Nechad_Matchups_North_Sea_2009_08",7,0.0187996610284347,0.0246748609579521,0.0451771640480272,0.0515718597382172,0.0135686789463043
"12","AGID_1011",19,"NAN","Indonesia","Nechad_Matchups_North_Sea",-0.51242,117.436,2009-08-26,5.2,26,0.15,NA,"Nechad_Matchups_North_Sea_2009_08",7,0.0119382828879351,0.0181387427304794,0.0386640360729498,0.046026017673488,0.00783143452857956
"13","AGID_1012",20,"NAN","Indonesia","Nechad_Matchups_North_Sea",-0.44678,117.52,2009-08-26,11.9,82,0.1,NA,"Nechad_Matchups_North_Sea_2009_08",7,0.0109966500885941,0.0165888088023361,0.0354151736852688,0.0437578362330827,0.00920781702922085
"14","AGID_1013",21,"NAN","Indonesia","Nechad_Matchups_North_Sea",-0.43431,117.538,2009-08-26,16.3,20,0.1,NA,"Nechad_Matchups_North_Sea_2009_08",7,0.0118141750660206,0.0176576483727605,0.0374985579159561,0.0473353164282545,0.013659634902406
"15","AGID_1014",22,"NAN","Indonesia","Nechad_Matchups_North_Sea",-0.42094,117.554,2009-08-26,13,48,0.1,NA,"Nechad_Matchups_North_Sea_2009_08",7,0.0106738316809852,0.0162711583910659,0.0355695738426963,0.0445867676353502,0.0101983685871475
"16","AGID_1015",23,"NAN","Indonesia","Nechad_Matchups_North_Sea",-0.40728,117.568,2009-08-26,9.1,52,0.1,NA,"Nechad_Matchups_North_Sea_2009_08",7,0.0112703931598231,0.016807988934479,0.0354983818898054,0.044272180064538,0.0109673533332128
"17","AGID_1016",24,"NAN","Indonesia","Nechad_Matchups_North_Sea",-0.396,117.583,2009-08-26,11.5,41,0.1,NA,"Nechad_Matchups_North_Sea_2009_08",7,0.0110726742461531,0.0166017303605783,0.0351004978664885,0.0422144953584217,0.00837090767589792
"18","AGID_1017",25,"NAN","Indonesia","Nechad_Matchups_North_Sea",-0.38714,117.596,2009-08-26,8.4,38,0.1,NA,"Nechad_Matchups_North_Sea_2009_08",7,0.00959068169673764,0.0144529578329099,0.0300433547280752,0.0356091297484524,0.00646477004349946
"19","AGID_1018",26,"NAN","Indonesia","Nechad_Matchups_North_Sea",-0.37983,117.611,2009-08-26,10.7,42,0.15,NA,"Nechad_Matchups_North_Sea_2009_08",7,0.00920565627010319,0.0139974324776659,0.0289553963922782,0.0314627470616786,0.00430715147191035
"20","AGID_1019",27,"NAN","Indonesia","Nechad_Matchups_North_Sea",-0.37758,117.634,2009-08-26,6.7,54,0.2,NA,"Nechad_Matchups_North_Sea_2009_08",7,0.0076122664939592,0.0113483000959665,0.0210031793611078,0.020333187436851,0.00256719187292587
"21","AGID_1020",29,"NAN","Indonesia","Nechad_Matchups_North_Sea",-0.89322,117.403,2009-08-27,4.1,40,0.1,NA,"Nechad_Matchups_North_Sea_2009_08",7,0.00846782073398813,0.0129401143937656,0.0252897914160845,0.027257712402613,0.00375985319410824
"22","AGID_1021",30,"NAN","Indonesia","Nechad_Matchups_North_Sea",-0.87383,117.397,2009-08-27,3.4,76,0.2,NA,"Nechad_Matchups_North_Sea_2009_08",7,0.00832378995607525,0.012949372412897,0.0255125864006584,0.0271785570652956,0.0036985959348249
"23","AGID_1022",31,"NAN","Indonesia","Nechad_Matchups_North_Sea",-0.85617,117.389,2009-08-27,5.5,52,0.45,NA,"Nechad_Matchups_North_Sea_2009_08",7,0.00789063596395897,0.0123272371484023,0.0240610350404761,0.0234318301588868,0.00246542894132584
"24","AGID_1023",32,"NAN","Indonesia","Nechad_Matchups_North_Sea",-0.82894,117.376,2009-08-27,6,8,0.25,NA,"Nechad_Matchups_North_Sea_2009_08",7,0.0103078105576792,0.0156769515779551,0.0310354512531475,0.0324397664291684,0.00451929405176963
"25","AGID_1024",33,"NAN","Indonesia","Nechad_Matchups_North_Sea",-0.77864,117.346,2009-08-27,4.8,8,0.1,NA,"Nechad_Matchups_North_Sea_2009_08",7,0.0102862749664465,0.0154884947143092,0.0327653920139225,0.040328771507744,0.00784413345559143
"26","AGID_1025",34,"NAN","Indonesia","Nechad_Matchups_North_Sea",-0.72175,117.323,2009-08-27,7.6,28,0.15,NA,"Nechad_Matchups_North_Sea_2009_08",7,0.0114311670213441,0.0166744656823241,0.03406801154933,0.0424266414934395,0.0101851041452583
"27","AGID_1026",35,"NAN","Indonesia","Nechad_Matchups_North_Sea",-0.66717,117.305,2009-08-27,5,87,0.1,NA,"Nechad_Matchups_North_Sea_2009_08",7,0.0141185034544176,0.0201324026091308,0.0409314649749555,0.0509596405386293,0.0130852306942777
"28","AGID_1027",36,"NAN","Indonesia","Nechad_Matchups_North_Sea",-0.609,117.294,2009-08-27,11.5,92,0.1,NA,"Nechad_Matchups_North_Sea_2009_08",7,0.00967225683089001,0.0141973134630219,0.0291398126917806,0.036494347101957,0.00863437465564882
"29","AGID_1028",37,"NAN","Indonesia","Nechad_Matchups_North_Sea",-0.58217,117.273,2009-08-27,8.5,58,0.15,NA,"Nechad_Matchups_North_Sea_2009_08",7,0.00887173443111283,0.0130941941889448,0.0264916094629943,0.033032377706348,0.00686767001828877
"30","AGID_1029",38,"NAN","Indonesia","Nechad_Matchups_North_Sea",-0.57342,117.226,2009-08-27,6.9,20,0.15,NA,"Nechad_Matchups_North_Sea_2009_08",7,0.0087066857005223,0.0127809249031251,0.0255281732365597,0.0313275758261764,0.00619250903410569
"31","AGID_1030",40,"NAN","Indonesia","Nechad_Matchups_North_Sea",-0.55775,117.184,2009-08-27,7.9,58,0.15,NA,"Nechad_Matchups_North_Sea_2009_08",7,0.00845644416869294,0.0123226059300274,0.024387903340017,0.0297354324017668,0.00595381444100544
"32","AGID_1934",1043,"NAN","South Africa","South_Africa",-25.7552,27.8358,NA,327.1,29.3,0.38,0.177331,"South_Africa_NA_NA",5,0.00551459380291469,0.00969606844090811,0.0252942482000027,0.0113164614260811,0.00425512994875145
"33","AGID_1935",1044,"NAN","South Africa","South_Africa",-25.7552,27.8358,NA,69.6,14.8,1.2,1.12847,"South_Africa_NA_NA",5,0.00805291649749159,0.0124185773567315,0.0254117598386834,0.0114100583960013,0.0036439225527394
"34","AGID_1936",1045,"NAN","South Africa","South_Africa",-25.7552,27.8358,NA,1503.3,2533.3,0.61,2.047367,"South_Africa_NA_NA",6,0.00515392259313787,0.00871752970531899,0.021388855428916,0.00931781620390015,0.0155219297304634
"35","AGID_1937",1046,"NAN","South Africa","South_Africa",-25.7552,27.8358,NA,362.5,37.7,0.73,1.28968,"South_Africa_NA_NA",5,0.00782127849177452,0.0110565566339869,0.0224487239310893,0.0113294456071182,0.0112212123969754
"36","AGID_1938",1047,"NAN","South Africa","South_Africa",-25.7552,27.8358,NA,1842.7,10,0.36,1.416345,"South_Africa_NA_NA",6,0.00394442597625172,0.00742495747189036,0.0198696343796509,0.00884482590686969,0.0142132746989173
"37","AGID_1939",1048,"NAN","South Africa","South_Africa",-25.7552,27.8358,NA,13296.7,1033.3,0.21,3.145898,"South_Africa_NA_NA",6,0.00568696172310827,0.0112225666769106,0.0311018312786402,0.0138358310767072,0.159707531335806
"38","AGID_1940",1050,"NAN","South Africa","South_Africa",-25.7552,27.8358,NA,597.7,300,0.26,1.361073,"South_Africa_NA_NA",6,0.00500211842454412,0.00905579003316922,0.0245362263101513,0.0107708769464396,0.0399653536182746
"39","AGID_1941",1051,"NAN","South Africa","South_Africa",-25.7479,27.8635,NA,74.7,8.3,1.06,0.57575,"South_Africa_NA_NA",6,0.00598934599437446,0.0103351204920762,0.0285981995491519,0.0126926131778162,0.0159292395653121
"40","AGID_1942",1052,"NAN","South Africa","South_Africa",-25.7479,27.8635,NA,5197.7,1466.7,0.16,1.47392,"South_Africa_NA_NA",6,0.00947451317377892,0.0169602136957717,0.0429720287364047,0.0191238969540726,0.164874785879888
"41","AGID_1943",1053,"NAN","South Africa","South_Africa",-25.7479,27.8635,NA,9616.3,1566.7,0.01,2.263849,"South_Africa_NA_NA",6,0.00674873377401311,0.0131231788156342,0.0348106537251281,0.0152138096373228,0.11846234807186
"42","AGID_1944",1054,"NAN","South Africa","South_Africa",-25.7479,27.8635,NA,146.4,16.7,1.19,1.476223,"South_Africa_NA_NA",5,0.00430965406761048,0.00745341716126569,0.0166455916310994,0.00760115052187124,0.00736372023845992
"43","AGID_1945",1055,"NAN","South Africa","South_Africa",-25.7479,27.8635,NA,1599.3,5,0.21,1.280468,"South_Africa_NA_NA",6,0.00485740475445825,0.00867650375943817,0.02166976664177,0.00992880680744518,0.0223689177579397
"44","AGID_1946",1056,"NAN","South Africa","South_Africa",-25.7479,27.8635,NA,3443,500,0.74,1.308104,"South_Africa_NA_NA",5,0.00492987009950468,0.00884373654428754,0.0211845491963844,0.00966995878966429,0.00930902560144255
"45","AGID_1947",1057,"NAN","South Africa","South_Africa",-25.7479,27.8635,NA,11050.3,1833.3,0.02,2.383605,"South_Africa_NA_NA",6,0.00730785641919066,0.013813461007854,0.036772493000574,0.0165164280294478,0.13196338051707
"46","AGID_1948",1058,"NAN","South Africa","South_Africa",-25.7479,27.8635,NA,147.4,25,0.81,1.133076,"South_Africa_NA_NA",6,0.0052504973061385,0.00958041876632763,0.0263799781474668,0.0114645784048847,0.0218330243146462
"47","AGID_1949",1059,"NAN","South Africa","South_Africa",-25.453,29.288,NA,16.77,4.13,2.145,0.538902,"South_Africa_NA_NA",2,0.0041529791037846,0.00514756314928864,0.0084751030012459,0.00417480487949677,0.000440040125765214
"48","AGID_1950",1061,"NAN","South Africa","South_Africa",-25.453,29.288,NA,16.17,2.76,2.23,0.637931,"South_Africa_NA_NA",2,0.00391528932574787,0.00527371643246462,0.0089325391806356,0.00411133088188723,0.000349661718571293
"49","AGID_1951",1062,"NAN","South Africa","South_Africa",-25.453,29.288,NA,8.7,2.84,3.75,0.601083,"South_Africa_NA_NA",2,0.00301428859469025,0.00380307651051122,0.00616855388234929,0.00253157114217998,0.000241983390707983
"50","AGID_1952",1063,"NAN","South Africa","South_Africa",-25.453,29.288,NA,12.5,2.29,3.25,0.548114,"South_Africa_NA_NA",2,0.00326654372688256,0.00403300530083172,0.00627930975197297,0.00268411769485599,0.000334615341082979
"51","AGID_1953",1064,"NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,4,2.41,0.495145,"South_Africa_NA_NA",2,0.00253985840251998,0.00321869125527734,0.00658564023914301,0.00269102823459728,0.000346502421394415
"52","AGID_1954",1065,"NAN","South Africa","South_Africa",-25.453,29.288,NA,20.5,3.27,3.4,0.663264,"South_Africa_NA_NA",2,0.00233106182764655,0.00314115390003189,0.00596030582516797,0.00238470212450809,0.000301908608509303
"53","AGID_1955",1066,"NAN","South Africa","South_Africa",-25.453,29.288,NA,23.2,3.55,3.75,0.455994,"South_Africa_NA_NA",2,0.00261155462875016,0.00349779497187193,0.00613620829921855,0.00240948460579741,0.000221897898769445
"54","AGID_1956",1067,"NAN","South Africa","South_Africa",-25.453,29.288,NA,10.3,3.91,2.05,0.665567,"South_Africa_NA_NA",2,0.00332618977693659,0.0045703021815208,0.00847032107672811,0.00438479148617436,0.000387924618563191
"55","AGID_1957",1068,"NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,6.58,1.18,0.741566,"South_Africa_NA_NA",4,0.00501307557051129,0.00681220512991578,0.0113249328997365,0.00753160947925413,9.14908033319429e-05
"56","AGID_1958",1069,"NAN","South Africa","South_Africa",-25.453,29.288,NA,141.87,18.4,0.675,0.683991,"South_Africa_NA_NA",5,0.00389773684157587,0.00417162010797812,0.00761492357920396,0.00461424135845542,0.00141433758420826
"57","AGID_1959",1070,"NAN","South Africa","South_Africa",-25.453,29.288,NA,354.59,19.89,0.61,0.879746,"South_Africa_NA_NA",5,0.0017399979653728,0.00190238701176034,0.00543566121473417,0.00232731749011425,0.000135567386823618
"58","AGID_1960",1072,"NAN","South Africa","South_Africa",-25.453,29.288,NA,250.9,21.2,0.515,0.688597,"South_Africa_NA_NA",5,0.00195053188348517,0.00221845731823161,0.00573641020080721,0.00293415732551081,0.00148964062009283
"59","AGID_1961",1073,"NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,22.3,0.54,1.034047,"South_Africa_NA_NA",5,0.0024684722888679,0.0027671404490055,0.00616834954044614,0.00340085632118357,0.00151531252682168
"60","AGID_1962",1074,"NAN","South Africa","South_Africa",-25.453,29.288,NA,350.4,20.1,0.55,0.709324,"South_Africa_NA_NA",5,0.00121046172282537,0.0015124049380169,0.00460061172440206,0.00227650499233306,0.00123146250111295
"61","AGID_1963",1075,"NAN","South Africa","South_Africa",-25.453,29.288,NA,265.6,26.9,0.65,0.960351,"South_Africa_NA_NA",5,0.00150886135786864,0.00166029755582107,0.00452635457232611,0.00221026876690947,0.00135595735661157
"62","AGID_1964",1076,"NAN","South Africa","South_Africa",-25.453,29.288,NA,277.84,20.9,0.375,0.610295,"South_Africa_NA_NA",5,0.00153753622456802,0.00174885946827088,0.00482240714807502,0.00240727651189348,0.00155035870372894
"63","AGID_1965",1077,"NAN","South Africa","South_Africa",-25.453,29.288,NA,109.1,15.6,0.75,0.686294,"South_Africa_NA_NA",5,0.00198166720257022,0.00243765590367205,0.00532808116282729,0.0031369630074473,0.000859864245634884
"64","AGID_1966",1078,"NAN","South Africa","South_Africa",-25.453,29.288,NA,160,22.7,0.73,0.891261,"South_Africa_NA_NA",5,0.00210776328198537,0.00237902273104864,0.00571207324144217,0.00307747827769579,0.00143357948474181
"65","AGID_1967",1079,"NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,16.9,0.68,0.62181,"South_Africa_NA_NA",5,0.0021815360213882,0.00275636451449119,0.00617927467300684,0.00381410250308458,0.0010570080048838
"66","AGID_1968",1080,"NAN","South Africa","South_Africa",-25.453,29.288,NA,4.9,2.37,4.475,0.4606,"South_Africa_NA_NA",2,0.00245366130476025,0.00339673653536846,0.0056385763928163,0.00217255576279208,0.000179905299369277
"67","AGID_1969",1081,"NAN","South Africa","South_Africa",-25.453,29.288,NA,4.4,1.49,0.44,0.670173,"South_Africa_NA_NA",3,0.00346692466322095,0.00441286011549076,0.00618234768914972,0.00252810278807029,0.000249681075591108
"68","AGID_1970",1083,"NAN","South Africa","South_Africa",-25.453,29.288,NA,6.4,1.49,4.75,0.488236,"South_Africa_NA_NA",3,0.00218716901330356,0.00301248328994578,0.00458290638283805,0.0016688047607346,0.000119994902557331
"69","AGID_1971",1084,"NAN","South Africa","South_Africa",-25.453,29.288,NA,7.09,1.622,4.6,0.398419,"South_Africa_NA_NA",3,0.00231702985115255,0.00336578775556928,0.00560439115392902,0.00192705038283062,0.000130865938710733
"70","AGID_1972",1085,"NAN","South Africa","South_Africa",-25.453,29.288,NA,2.7,2.7,2.25,0.442176,"South_Africa_NA_NA",2,0.00410361662720104,0.00616268415247092,0.0103634792363064,0.00514620637945015,0.000408083481261113
"71","AGID_1973",1086,"NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,4.27,1.55,0.73696,"South_Africa_NA_NA",2,0.00498095087272714,0.00685557298620284,0.0111220529288283,0.00668578195214665,0.000516367486172969
"72","AGID_1974",1087,"NAN","South Africa","South_Africa",-25.453,29.288,NA,1.72,1.03,5.67,0.679385,"South_Africa_NA_NA",3,0.00263839174076517,0.00316180733572953,0.00406554646119558,0.00173364295132002,0.000208608450900192
"73","AGID_1975",1088,"NAN","South Africa","South_Africa",-25.453,29.288,NA,0.54,0.98,6.85,0.405328,"South_Africa_NA_NA",1,0.00244664325482264,0.00276296962451493,0.0033104304000586,0.00144932202525782,0.000161538131119959
"74","AGID_1976",1089,"NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,1.13,6.38,0.485933,"South_Africa_NA_NA",3,0.0017915378711293,0.00225220154156589,0.00282711327873898,0.00106802118587652,9.13573340877996e-05
"75","AGID_1977",1090,"NAN","South Africa","South_Africa",-25.453,29.288,NA,0.96,0.91,6.95,0.635628,"South_Africa_NA_NA",3,0.00181209567280403,0.00244736668115337,0.00324500405777513,0.00115760584783383,0.000107319217031775
"76","AGID_1978",1091,"NAN","South Africa","South_Africa",-25.453,29.288,NA,0.76,0.93,7.05,0.536599,"South_Africa_NA_NA",3,0.00144273384869679,0.00200702603986877,0.00266902756686935,0.000912345518311636,6.68292005644469e-05
"77","AGID_1979",1092,"NAN","South Africa","South_Africa",-25.453,29.288,NA,1.05,1.75,8.7,0.571144,"South_Africa_NA_NA",3,0.00149222265378377,0.0020283833279656,0.00265170197602903,0.000895682075665825,0.000117291296972468
"78","AGID_1980",1094,"NAN","South Africa","South_Africa",-25.453,29.288,NA,0.7,2.37,3.05,0.479024,"South_Africa_NA_NA",2,0.00151211455941253,0.00199038967231233,0.00310093773565134,0.00173124760087649,0.000172058583194221
"79","AGID_1981",1095,"NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,1.533,3.45,0.810656,"South_Africa_NA_NA",2,0.00142297690067907,0.00195529752453321,0.0030237736357961,0.0017297941239503,0.000135371462580487
"80","AGID_1982",1096,"NAN","South Africa","South_Africa",-25.453,29.288,NA,5.22,5.1,1.34,0.527387,"South_Africa_NA_NA",2,0.0041890362617527,0.00559422270543204,0.00877334922398994,0.00453961485106072,0.000742567741249084
"81","AGID_1983",1097,"NAN","South Africa","South_Africa",-25.453,29.288,NA,8.3,8.13,1.3,0.469812,"South_Africa_NA_NA",4,0.00458831519031355,0.00607635351933982,0.0103597417468411,0.00639346283122045,0.000741559198750808
"82","AGID_1984",1098,"NAN","South Africa","South_Africa",-25.453,29.288,NA,1.62,2.8,2.39,0.435267,"South_Africa_NA_NA",2,0.00363811398884938,0.00486436830922371,0.00718915934012724,0.00365720006420605,0.000305977755543481
"83","AGID_1985",1099,"NAN","South Africa","South_Africa",-25.453,29.288,NA,1.9,3.07,3.45,0.430661,"South_Africa_NA_NA",2,0.00308138450965044,0.00430868052405622,0.00655079564209315,0.00324307064728778,0.000292337077763467
"84","AGID_1986",1100,"NAN","South Africa","South_Africa",-25.453,29.288,NA,2.8,2.63,2.35,0.375389,"South_Africa_NA_NA",2,0.00351187873376722,0.00481357854439098,0.00723804921513266,0.00354799744964433,0.000327527658355609
"85","AGID_1987",1101,"NAN","South Africa","South_Africa",-34.029,19.209,NA,11.464,17.3,0.625,1.215984,"South_Africa_NA_NA",4,0.0120373659606901,0.0151325973836632,0.0255149033137636,0.021506180154051,0.00320867382973034
"86","AGID_1988",1102,"NAN","South Africa","South_Africa",-34.029,19.209,NA,5.095111111,12.20444444,0.45,1.460102,"South_Africa_NA_NA",4,0.00990581339209036,0.0134009988473062,0.0241782671620328,0.0190622105851096,0.00183934335120873
"87","AGID_1989",1103,"NAN","South Africa","South_Africa",-34.029,19.209,NA,10.22206667,15.725,0.695,NA,"South_Africa_NA_NA",4,0.0100172381239914,0.012928658669885,0.0215415815901332,0.0172655839143999,0.00244765488017098
"88","AGID_1990",1105,"NAN","South Africa","South_Africa",-34.029,19.209,NA,26.74933333,NA,0.795,NA,"South_Africa_NA_NA",4,0.00853828810893205,0.00997344658045443,0.0156475817616294,0.0148633724958349,0.00313564873201284
"89","AGID_1991",1106,"NAN","South Africa","South_Africa",-34.029,19.209,NA,17.93160667,14.11666667,0.52,1.858521,"South_Africa_NA_NA",4,0.00789900789339798,0.00954171384694309,0.0154031000790918,0.01248614717772,0.00200533409588726
"90","AGID_1992",1107,"NAN","South Africa","South_Africa",-34.029,19.209,NA,22.68916667,29.12,0.6,1.741068,"South_Africa_NA_NA",7,0.00841278940568077,0.0109424558252978,0.0193812020883579,0.0194325856845515,0.00387865936198549
"91","AGID_1993",1108,"NAN","South Africa","South_Africa",-34.029,19.209,NA,8.279555556,9.788888889,0.49,1.324225,"South_Africa_NA_NA",4,0.00847827786211822,0.011031171608446,0.0190181289878302,0.012958292519533,0.00152933794521836
"92","AGID_1994",1109,"NAN","South Africa","South_Africa",-34.029,19.209,NA,10.3176,12.175,0.725,NA,"South_Africa_NA_NA",4,0.0091247427968445,0.0122167966956714,0.0217704341243045,0.0166405742338019,0.00210800377407295
"93","AGID_1995",1110,"NAN","South Africa","South_Africa",-34.029,19.209,NA,21.25616667,26.32,0.7,NA,"South_Africa_NA_NA",4,0.00926584858394285,0.0106250896336991,0.016032636816009,0.0155609765239355,0.00322126280111492
"94","AGID_1996",1111,"NAN","South Africa","South_Africa",-34.029,19.209,NA,35.34733333,17.13333333,0.65,1.91149,"South_Africa_NA_NA",4,0.00656545900246626,0.00786499874546515,0.0132428297501801,0.0109218452546102,0.0024983094558381
"95","AGID_2158",1292,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,91.2,NA,0.260276721,NA,"Vietnam2_2017_04",NA,0.00201653910286419,0.0048460447588227,0.0129269998951297,0.00708667193147757,0
"96","AGID_2159",1293,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,101.3,NA,0.258246023,NA,"Vietnam2_2017_04",NA,0.00350199268280278,0.0085059175142994,0.0234228727205589,0.0147140843943419,0
"97","AGID_2160",1295,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,30.3,NA,0.216914748,NA,"Vietnam2_2017_04",NA,0.00255003726660104,0.00498603837757802,0.0118116748337763,0.00664114516620693,0
"98","AGID_2161",1296,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,30.4,NA,0.252416974,NA,"Vietnam2_2017_04",NA,0.00235694119667179,0.00515577203984471,0.0131501118859104,0.00671547192720078,0
"99","AGID_2162",1297,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,30.9,NA,0.246,NA,"Vietnam2_2017_04",NA,0.00156349718451343,0.00383812266989663,0.00994256835619991,0.00542158902275099,0
"100","AGID_2163",1298,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,50.4,NA,0.53421632,NA,"Vietnam2_2017_04",NA,0.00246470125527848,0.00577852420639856,0.01203060817256,0.00860517265678868,0
"101","AGID_2164",1299,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,51,NA,0.530094201,NA,"Vietnam2_2017_04",NA,0.00182494665788151,0.004892598056986,0.0106520147846859,0.00718844829851201,0
"102","AGID_2165",1300,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,89.4,NA,0.28764,NA,"Vietnam2_2017_04",NA,0.00417683010820193,0.0091408998820017,0.0242016149342496,0.0149133906410783,0
"103","AGID_2166",1301,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,59.7,NA,0.43655004,NA,"Vietnam2_2017_04",NA,0.00373048515626515,0.00871972178235252,0.0200448899011527,0.0166008758575042,0
"104","AGID_2167",1302,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,64.9,NA,0.335985592,NA,"Vietnam2_2017_04",NA,0.00345166675190593,0.0077943883799358,0.0171312899063221,0.0124414765991895,0
"105","AGID_2168",1303,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,82.1,NA,0.283266003,NA,"Vietnam2_2017_04",NA,0.00665931757629764,0.00962193931620841,0.0164335517146754,0.0112010580880459,0
"106","AGID_2169",1304,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,51.7,NA,0.38264927,NA,"Vietnam2_2017_04",NA,0.0020736208854844,0.00498822339529702,0.0104687000521859,0.00702317255668337,0
"107","AGID_2170",1306,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2017-04-01,106.3,NA,0.286054745,NA,"Vietnam2_2017_04",NA,0.00450668142077901,0.00693645047537705,0.0138603238777698,0.00858172020709414,0
"108","AGID_2171",1307,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2019-03-21,93.8,NA,0.295479295,NA,"Vietnam2_2019_03",NA,0.00811720374895825,0.0118611406315706,0.0231539889946951,0.0146640043426763,0
"109","AGID_2172",1308,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2019-03-21,94.6,NA,0.277055523,NA,"Vietnam2_2019_03",NA,0.00552025224971103,0.00945170019581758,0.0205013004316145,0.0126377760450409,0
"110","AGID_2173",1309,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2019-03-21,97.58235223,NA,0.360110426,NA,"Vietnam2_2019_03",NA,0.00453309296506451,0.00775746431928927,0.0185160383703304,0.0125270710036783,0
"111","AGID_2174",1310,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2019-03-21,92.43221869,NA,0.273625326,NA,"Vietnam2_2019_03",NA,0.00430850824830744,0.00754637541963288,0.0183613053107972,0.0124919008580116,0
"112","AGID_2175",1311,"NAN","Vietnam","Vietnam2",20.968258,105.832333,2019-03-21,106,NA,0.302991564,NA,"Vietnam2_2019_03",NA,0.00522480594541774,0.00817401779644219,0.0182335509590914,0.0123240787592469,0
