"","station_id","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","B13","B14","B15","B16","B17","B18","B19","id","organization","region","local","lat","long","date","chla","tss","secchi","acdom440","local_year_month"
"14","AGID_1007",0.00416291984635164,0.00496746718251257,0.00898322034905687,0.0147087966431182,0.0184724169130939,0.0299375569029758,0.0339619909905991,0.03417352870246,0.0341862637742896,0.0341726638871383,0.0273403802999363,0.00865174446942199,0.00929176065700749,0.00921244514070532,0.00898623556163184,0.00944858680921503,0.00487815911095286,0.00391131500086031,0.00338828857344249,"AGID_1007","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.74111,117.399,2009-08-25,5,38,0.15,NA,"Nechad_Matchups_North_Sea_2009_08"
"15","AGID_1008",0.00427300630504755,0.00507435399995661,0.00910014289467857,0.0143817266264238,0.0179917093759383,0.0286972209860481,0.0342847199049578,0.0362861509383466,0.0366815998888231,0.0370370919420553,0.0332566201615181,0.0152963869621849,0.0165276069461834,0.0164001982530366,0.0159837224983555,0.0167051743380007,0.0101039169186934,0.00862760976858637,0.00781988524968413,"AGID_1008","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.67964,117.38,2009-08-25,11.5,58,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"16","AGID_1009",0.00398884443724326,0.00473054276748331,0.00844976296929128,0.0133548577283813,0.0166781350067407,0.0264959879386159,0.0313216226305317,0.0329274107655868,0.0332490527245998,0.0335365524728538,0.0297012555399188,0.0129049067979976,0.0139460144432784,0.0138292217394298,0.013480350465784,0.0140960510007764,0.00792330726231979,0.00663304560711028,0.00588411651473939,"AGID_1009","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.63969,117.347,2009-08-25,9.6,66,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"18","AGID_1010",0.00783459618324715,0.0091500662290139,0.0185202315165819,0.0251772196201473,0.0299721851594293,0.0456153466463172,0.0499142550241539,0.0509560097207791,0.0510656196519027,0.0511872426057551,0.0438592552635558,0.0212755214645519,0.0227070648473927,0.0224607680883075,0.0218750295612001,0.0224383928752353,0.0135376279367636,0.0115977470289552,0.0103831060897757,"AGID_1010","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.468,117.493,2009-08-26,9.2,26,0.15,NA,"Nechad_Matchups_North_Sea_2009_08"
"19","AGID_1011",0.00557802616612225,0.00661936952949506,0.0117486934496674,0.019047117521895,0.0239155679990474,0.0387741293703374,0.0446626605118876,0.0452583864770026,0.0452771843148608,0.0452680930948368,0.0369282815266533,0.0133669280594192,0.0141302512993173,0.0140098332634,0.0137409319670888,0.0144155577129983,0.0078255247616196,0.00651762795198609,0.00572653598716226,"AGID_1011","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.51242,117.436,2009-08-26,5.2,26,0.15,NA,"Nechad_Matchups_North_Sea_2009_08"
"20","AGID_1012",0.00490827103310366,0.00587252330799082,0.010820855079868,0.0173774159542531,0.0218928048246391,0.0354811921587667,0.0420550476888571,0.0432538874848261,0.0433973567692704,0.0436627404185678,0.0382961655582725,0.0153966334793812,0.0161247412923415,0.0159826405089361,0.0157607414253876,0.0166348818574811,0.00919913860038468,0.00768166949038463,0.00648868680202754,"AGID_1012","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.44678,117.52,2009-08-26,11.9,82,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"21","AGID_1013",0.00552739793240663,0.0065479373757696,0.0116330309687305,0.0184849355024885,0.0232327498863828,0.0375138408636151,0.0451726200042453,0.0469094227116492,0.0470883172079107,0.0475974762775424,0.0432650271706285,0.0199372032196758,0.0210951695780683,0.0209331894297764,0.0205602467934821,0.0214832387106712,0.0136305078859467,0.0116531040297161,0.0106047512301496,"AGID_1013","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.43431,117.538,2009-08-26,16.3,20,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"22","AGID_1014",0.0046878881477979,0.00563131136771306,0.0104987266095592,0.0170608906061691,0.0216386027517784,0.0356232876248494,0.0426482017803203,0.0441676189683142,0.0443432761304217,0.0446420411164045,0.0393487702169472,0.0163320086490547,0.0171431897956018,0.0170281291991918,0.0167843396270094,0.017728566896448,0.0101853859770371,0.0086501639311946,0.0078153162962736,"AGID_1014","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.42094,117.554,2009-08-26,13,48,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"23","AGID_1015",0.00538621501285877,0.00633863935258552,0.0110999808000826,0.0176025165949813,0.0220320331713241,0.0355205580664328,0.0423876236291806,0.0438182331419217,0.0439545552895671,0.0442480388346492,0.0389776429089716,0.0168731480713289,0.0177528028478435,0.0176397742353256,0.0173956203732232,0.018248007117818,0.0109775229991595,0.0094541528019537,0.00855350028104914,"AGID_1015","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.40728,117.568,2009-08-26,9.1,52,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"24","AGID_1016",0.00528313638252733,0.00622269253229427,0.0109038407007401,0.017398046959653,0.021801156382427,0.03517770527299,0.0408892403311783,0.0414973110313268,0.0414625779321782,0.0416581007100851,0.0357694445314595,0.0139816489804842,0.0148287922851067,0.0147065296877968,0.0144306529126064,0.0150588603407911,0.00835997735242922,0.00703965901363314,0.0061719909459525,"AGID_1016","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.396,117.583,2009-08-26,11.5,41,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"25","AGID_1017",0.00444840838998634,0.00527290045667054,0.00944042060074008,0.0151733063589933,0.0189398455265491,0.0301444922736238,0.0345983042380395,0.0350091304080829,0.0349890472769605,0.0351206629297246,0.0299287913890022,0.0111419071939152,0.0117872051234896,0.0117059008953327,0.0115094642198473,0.0121413157829227,0.0064512059093305,0.0054002913120168,0.00474753841503476,"AGID_1017","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.38714,117.596,2009-08-26,8.4,38,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"26","AGID_1018",0.00436221163390001,0.00514546840053332,0.00905871008904767,0.0147290117434048,0.0183509793613459,0.029144815988655,0.0314669538773013,0.0304892203691994,0.0302087280160953,0.0301257156360809,0.0240682406495819,0.00785626534350718,0.00826852432422215,0.00821464694068602,0.00808824347905849,0.00853624131282579,0.00430134924917107,0.00353886949498729,0.00307441132669507,"AGID_1018","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.37983,117.611,2009-08-26,10.7,42,0.15,NA,"Nechad_Matchups_North_Sea_2009_08"
"27","AGID_1019",0.00387974420313501,0.00449922100471007,0.0074983837019864,0.0119645265444621,0.0144859064634966,0.0212358977878611,0.0208630046024534,0.0194075437796939,0.0190732804966433,0.019095502610552,0.0151702184223487,0.00459885839493827,0.00482951333084231,0.00480230186272396,0.00473886570160805,0.00502855516219569,0.0025652768093667,0.00210167374648487,0.00181556082916406,"AGID_1019","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.37758,117.634,2009-08-26,6.7,54,0.2,NA,"Nechad_Matchups_North_Sea_2009_08"
"29","AGID_1020",0.00376963097808888,0.0044924255061075,0.00825528526109395,0.0136559616339297,0.0168576278881057,0.0254938115867181,0.0269187702463417,0.0265547191376831,0.0264122855153966,0.0265329651750366,0.0216741606693677,0.00642024085156145,0.00687401285076959,0.00682879672608857,0.00668693916553968,0.00715348215895784,0.00375735210245653,0.00310664149417457,0.00275227189673382,"AGID_1020","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.89322,117.403,2009-08-27,4.1,40,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"30","AGID_1021",0.00387872479301256,0.00460541360805181,0.00818641198924794,0.0137193854654395,0.0169084772770068,0.025691540155111,0.0270936229543105,0.0262158964178443,0.0259137164863391,0.026049738905855,0.0214764479663127,0.00678539525518757,0.00722497525167762,0.0071859524577887,0.00705245237956968,0.00747798545478665,0.00369032607323564,0.00303722714470106,0.00263987474056479,"AGID_1021","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.87383,117.397,2009-08-27,3.4,76,0.2,NA,"Nechad_Matchups_North_Sea_2009_08"
"31","AGID_1022",0.00389850663305338,0.00457037448716009,0.00776172799525203,0.0130961233829253,0.0160541228297966,0.0243307621730907,0.0240118047387294,0.022308680027611,0.0219131888545305,0.021806287004702,0.0164566415331017,0.00478071326594529,0.00502466291682729,0.00498452835772211,0.00491085722073887,0.00519780090036651,0.00246359817882473,0.00197973066056946,0.00166614682884278,"AGID_1022","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.85617,117.389,2009-08-27,5.5,52,0.45,NA,"Nechad_Matchups_North_Sea_2009_08"
"32","AGID_1023",0.00521201541915999,0.00607710079081276,0.010148040297303,0.016558662552568,0.020278008771851,0.0312545560779297,0.0325927638381072,0.0312254403127056,0.0308635450981649,0.0307281320201883,0.0238454925005542,0.00833193520627851,0.00891271466826544,0.00883490251842641,0.00860942122828428,0.00888891002199352,0.00451228644594819,0.00373827057481163,0.00330407938834332,"AGID_1023","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.82894,117.376,2009-08-27,6,8,0.25,NA,"Nechad_Matchups_North_Sea_2009_08"
"33","AGID_1024",0.00479975565378826,0.00569050929700918,0.0101262094201628,0.0162500779988192,0.0203465921861847,0.0328392061688879,0.038597094923258,0.0400025688326667,0.0402299050994682,0.0403993083858192,0.0341706295662378,0.0129997417536004,0.0136777624793816,0.0135702229516902,0.013358717980079,0.0140887410530462,0.00784319907344686,0.0065314176483661,0.00569688759311686,"AGID_1024","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.77864,117.346,2009-08-27,4.8,8,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"34","AGID_1025",0.00571550669429502,0.00666624434044937,0.0112686930675238,0.0174292219973864,0.0215592864571219,0.0341000973132226,0.0404350468163293,0.0422232679690229,0.042531097273318,0.0427415492520353,0.0369572439165746,0.0161723908262388,0.0170506306767416,0.0169263433410302,0.0166573791487798,0.0174190428610988,0.0101767664159508,0.00859804898700789,0.00778075739555813,"AGID_1025","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.72175,117.323,2009-08-27,7.6,28,0.15,NA,"Nechad_Matchups_North_Sea_2009_08"
"35","AGID_1026",0.00748041304095454,0.00854063404878332,0.013932411550214,0.0209626225912921,0.0259459471807895,0.0409696136844635,0.0486098125128792,0.0507697382219909,0.0511766524444179,0.0514065559339918,0.0443936873525803,0.0188836528952746,0.0199522234955607,0.019766589700456,0.0193606857711983,0.0200923310771556,0.01310669651602,0.011316728785091,0.0103607427538241,"AGID_1026","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.66717,117.305,2009-08-27,5,87,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"36","AGID_1027",0.00485936354792092,0.00564797999099945,0.00953454966602512,0.014853798686132,0.0184421212165714,0.0291713670984475,0.0345457745940596,0.0364286244613159,0.0367989642025873,0.0370180841180692,0.0319746838557636,0.0139281338374358,0.0147067904716412,0.0146346521615682,0.0144218211789197,0.0151015358447861,0.00863398019291939,0.00728311140735557,0.00643730366837152,"AGID_1027","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.609,117.294,2009-08-27,11.5,92,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"37","AGID_1028",0.00446673137351367,0.00519710150932034,0.00874356090555357,0.0137326575027123,0.0169461422060447,0.0265293549848179,0.031253866562316,0.0329233219888818,0.0332541343253365,0.0334563309885247,0.0284337473259651,0.0117215235416727,0.0123741913802891,0.012296672611541,0.0121111925722233,0.0127366729776186,0.00686390584956695,0.00574594429792448,0.0051736517277084,"AGID_1028","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.58217,117.273,2009-08-27,8.5,58,0.15,NA,"Nechad_Matchups_North_Sea_2009_08"
"38","AGID_1029",0.00444314070154624,0.00515930326836348,0.00858245078462235,0.0133963264970909,0.0164574187057997,0.0255799769931377,0.0297577798617037,0.0311617808490148,0.0314457328532381,0.0316061569476304,0.0266913133797951,0.0108392779644013,0.0115175532576419,0.0114353790753625,0.0112408871827241,0.0117920083907617,0.00618901864476424,0.0051222370569964,0.00458322204616615,"AGID_1029","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.57342,117.226,2009-08-27,6.9,20,0.15,NA,"Nechad_Matchups_North_Sea_2009_08"
"40","AGID_1030",0.00434544226443094,0.00503694949951063,0.00833759179973674,0.0129056474769368,0.015819790604489,0.0244477751151675,0.0283194495394352,0.0295676692941895,0.0298263741059934,0.0299867446554199,0.0254293047973829,0.0104210940194396,0.0110821583155164,0.0110019466581134,0.0107860544210794,0.0113419756548721,0.00594621749800587,0.00492936856564559,0.00444671480667459,"AGID_1030","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.55775,117.184,2009-08-27,7.9,58,0.15,NA,"Nechad_Matchups_North_Sea_2009_08"
"1043","AGID_1934",0.00658570379462501,0.00586493113259159,0.0052974653231909,0.00980945805308451,0.0140864005691713,0.0284428998081989,0.0106792494729796,0.0100273273842232,0.00797382058328643,0.00837126347546799,0.0223704122764554,0.00823329707530041,0.0082958236504629,0.00818402497232285,0.00813183375032864,0.00842399291166755,0.00425113872141171,0.00347387765001137,0.00301117227182102,"AGID_1934","NAN","South Africa","South_Africa",-25.7552,27.8358,NA,327.1,29.3,0.38,0.177331,"South_Africa_NA_NA"
"1044","AGID_1935",0.00859146541269739,0.00796393415946037,0.00782933669480121,0.0126206360563137,0.0165318174161506,0.0281857122758658,0.0109873560258695,0.0101893966299394,0.00835462815784593,0.00854798635870207,0.0189203633429802,0.00683860285908057,0.00678449444538445,0.00675335526115381,0.00675007132061556,0.00693186161076648,0.00363190319734633,0.00303854476769596,0.00266306349539048,"AGID_1935","NAN","South Africa","South_Africa",-25.7552,27.8358,NA,69.6,14.8,1.2,1.12847,"South_Africa_NA_NA"
"1045","AGID_1936",0.00730556741205644,0.0061282837489806,0.00494341924759645,0.00871486415505603,0.0123070142555533,0.0241218980827518,0.00817575344805246,0.00827316119422092,0.00635187164004328,0.00665601783303088,0.0326272101574189,0.0230936258999743,0.0229316220067872,0.0227963821380051,0.0227661191838108,0.0231546393899689,0.0155055411316038,0.0139243937474048,0.0130097512780222,"AGID_1936","NAN","South Africa","South_Africa",-25.7552,27.8358,NA,1503.3,2533.3,0.61,2.047367,"South_Africa_NA_NA"
"1046","AGID_1937",0.00932396619023642,0.00848880752357078,0.00763145545009672,0.0110836423684844,0.0143704783458244,0.0248923285119087,0.0101063127477506,0.0104183120562309,0.00862580789144974,0.00895904731285297,0.0318548576536855,0.0190712218751935,0.0187571131186188,0.0187315992508244,0.0188053146359546,0.0193241681690902,0.0112125195456679,0.00933024620305157,0.00808340193236678,"AGID_1937","NAN","South Africa","South_Africa",-25.7552,27.8358,NA,362.5,37.7,0.73,1.28968,"South_Africa_NA_NA"
"1047","AGID_1938",0.00561078837495979,0.00466875124065398,0.00374369728362214,0.0074503853116951,0.0109259920287648,0.0225190365299715,0.00735935914164136,0.00793188582698083,0.00605123859677866,0.00643983924660278,0.0355020424434542,0.0240452954364682,0.0241973714870909,0.0240533127383125,0.0239303871687299,0.024646133381591,0.0141969432431427,0.0118196497376765,0.0105685225337775,"AGID_1938","NAN","South Africa","South_Africa",-25.7552,27.8358,NA,1842.7,10,0.36,1.416345,"South_Africa_NA_NA"
"1048","AGID_1939",0.0108686959977741,0.00807128067723858,0.0053579091792783,0.0111676842783331,0.0168247286605941,0.0352408443538618,0.0116822700489217,0.0121912862527105,0.00913080287555058,0.00965514202254579,0.077712917441665,0.172183225322252,0.173830290811197,0.173855949426164,0.173479750674936,0.17325092976134,0.159680617428005,0.155984896584505,0.153175160717105,"AGID_1939","NAN","South Africa","South_Africa",-25.7552,27.8358,NA,13296.7,1033.3,0.21,3.145898,"South_Africa_NA_NA"
"1050","AGID_1940",0.00788084641169356,0.00635761596504776,0.00475906729976238,0.00901228583380324,0.0132628630854891,0.0278398792504211,0.00904688991332081,0.00955626218825547,0.00720213337370488,0.00762806972982519,0.0515129254607849,0.0553269617002388,0.0554791451333514,0.0552328404046017,0.0551374302885048,0.0560320779151249,0.0399478939785024,0.0359254910989301,0.0335858061243884,"AGID_1940","NAN","South Africa","South_Africa",-25.7552,27.8358,NA,597.7,300,0.26,1.361073,"South_Africa_NA_NA"
"1051","AGID_1941",0.00885759691209772,0.00737200996942205,0.00573768663587414,0.0103197605391991,0.0150752162766784,0.032490709868291,0.0111768941499288,0.0113210223123159,0.00874633833112869,0.00931557819272376,0.0449554203909788,0.0277415498465499,0.0277000263315935,0.0274918115605846,0.0274401301789464,0.0282790939655762,0.0159161111480565,0.0131100284955944,0.0116244278701447,"AGID_1941","NAN","South Africa","South_Africa",-25.7479,27.8635,NA,74.7,8.3,1.06,0.57575,"South_Africa_NA_NA"
"1052","AGID_1942",0.0166397756394235,0.0128094138377108,0.00899586896340752,0.0167624180768932,0.0244470607781511,0.048405299592306,0.0168007802233281,0.016814963819994,0.0126327500757801,0.0132771253694546,0.0977905054119215,0.183470911636895,0.18363128211227,0.183789533897647,0.183675129382919,0.183299874541837,0.164871510640793,0.160315424712001,0.156641022681294,"AGID_1942","NAN","South Africa","South_Africa",-25.7479,27.8635,NA,5197.7,1466.7,0.16,1.47392,"South_Africa_NA_NA"
"1053","AGID_1943",0.0115752644530713,0.00896890486800856,0.00635594790718235,0.0130512645964501,0.0193621896626068,0.0392876063193891,0.0132578181886562,0.0133715819184164,0.00997124155823428,0.0105404659146689,0.0773841473226287,0.130950625290768,0.131011083454063,0.130556562790413,0.130237645452072,0.129455102892953,0.118446050785742,0.115826038081479,0.113841669326319,"AGID_1943","NAN","South Africa","South_Africa",-25.7479,27.8635,NA,9616.3,1566.7,0.01,2.263849,"South_Africa_NA_NA"
"1054","AGID_1944",0.00514223761579189,0.00454077175198151,0.00414030942734376,0.00758498879247557,0.010362705455029,0.0185157069831609,0.00680098678194126,0.00682763049619575,0.00542819441346214,0.00561838471163979,0.0178240400829034,0.0106199611962954,0.0106668152889588,0.010561221299436,0.0104603771569136,0.0105658043424193,0.00735594826782903,0.00668867728520909,0.00633095367751599,"AGID_1944","NAN","South Africa","South_Africa",-25.7479,27.8635,NA,146.4,16.7,1.19,1.476223,"South_Africa_NA_NA"
"1055","AGID_1945",0.00734970960276234,0.00601728874301456,0.0046241376709056,0.00868229745877126,0.0124018379796262,0.0244130622102881,0.00851529692390798,0.00888055903913376,0.00679311338651892,0.00717570815992132,0.0370905317276323,0.0313778437673448,0.0311700315883815,0.0310280901735003,0.031011706099115,0.0313988886797843,0.0223565748786368,0.0201752997590878,0.0189064030395097,"AGID_1945","NAN","South Africa","South_Africa",-25.7479,27.8635,NA,1599.3,5,0.21,1.280468,"South_Africa_NA_NA"
"1056","AGID_1946",0.00603654302622562,0.00527266894239858,0.00471805367214374,0.00898498191852376,0.0125799966057108,0.0237036300858798,0.00870678235612627,0.00865229542171451,0.00681046209402323,0.00710600163205737,0.0229941899127603,0.0137930971598475,0.0138756362220174,0.0137400716752781,0.0136131871350067,0.0137845449437274,0.0093024471807214,0.00829285256804249,0.00774731374201812,"AGID_1946","NAN","South Africa","South_Africa",-25.7479,27.8635,NA,3443,500,0.74,1.308104,"South_Africa_NA_NA"
"1057","AGID_1947",0.0128816775490332,0.0099131375098514,0.00690020377384447,0.0136886741371715,0.0201823222534866,0.0416308135755771,0.0143616712430866,0.0144961208813893,0.0107801411060224,0.0113004275704088,0.0814484829911714,0.143267928999014,0.143867692168398,0.143715706857352,0.142981806933499,0.141740284277173,0.131938012479886,0.129415101932103,0.127585090303001,"AGID_1947","NAN","South Africa","South_Africa",-25.7479,27.8635,NA,11050.3,1833.3,0.02,2.383605,"South_Africa_NA_NA"
"1058","AGID_1948",0.0080782713814286,0.00659150769443193,0.00499489604497387,0.00955028726124516,0.0140917060803598,0.0299706768957717,0.0100922037627877,0.0100584643253088,0.00751916210654791,0.00789086824073258,0.0438267692369042,0.0342210353691369,0.0342365845554721,0.034044253475073,0.0339791049970048,0.0347561436536951,0.0218201236301478,0.0186966158130629,0.0169427822372354,"AGID_1948","NAN","South Africa","South_Africa",-25.7479,27.8635,NA,147.4,25,0.81,1.133076,"South_Africa_NA_NA"
"1059","AGID_1949",0.00345691953167177,0.00357523576204618,0.00412881432253336,0.00532191616886944,0.00609092516991276,0.00891917452440459,0.00544150716493945,0.00351606720847397,0.00332329581770993,0.00337974201908306,0.00279188418082887,0.000850444035434709,0.000887830110687519,0.000852808845894168,0.000818673470854092,0.000808547635385098,0.000440694043549807,0.000376992391406403,0.000342566425131009,"AGID_1949","NAN","South Africa","South_Africa",-25.453,29.288,NA,16.77,4.13,2.145,0.538902,"South_Africa_NA_NA"
"1061","AGID_1950",0.00290336032094442,0.00309294303368158,0.00387929331992359,0.00555154706354853,0.0064229981747777,0.0093983503136227,0.00537492670710215,0.00348295015157663,0.00328609533352805,0.00328019979777613,0.00239488655009033,0.000682801412007978,0.000702745808713522,0.000673712363568408,0.00065745811648469,0.000654651177319207,0.000350202339619217,0.00029976525565502,0.000272253958937646,"AGID_1950","NAN","South Africa","South_Africa",-25.453,29.288,NA,16.17,2.76,2.23,0.637931,"South_Africa_NA_NA"
"1062","AGID_1951",0.00257124319970197,0.00264514098473525,0.00299475267762478,0.00395933521668209,0.00453724810766511,0.00657210200691532,0.00336199569140227,0.00214047619160126,0.00205278444974064,0.00210006061825288,0.00158293418868846,0.000490108752926324,0.000520378273595984,0.000489748324989405,0.00046431275172768,0.000462136135900688,0.000240636328665434,0.000202754720526781,0.000160768949876002,"AGID_1951","NAN","South Africa","South_Africa",-25.453,29.288,NA,8.7,2.84,3.75,0.601083,"South_Africa_NA_NA"
"1063","AGID_1952",0.00280406581130868,0.00287759181398515,0.00324771032083838,0.00418812501170996,0.00471758977269322,0.00667593873740916,0.00352939673768127,0.00229377389188192,0.00221077313188602,0.00224793814605113,0.00172415447395494,0.000610718050473751,0.00061136397208124,0.000596620248370055,0.000582628220220615,0.00057663597065468,0.000333838006855134,0.000283057771920164,0.000241407935864874,"AGID_1952","NAN","South Africa","South_Africa",-25.453,29.288,NA,12.5,2.29,3.25,0.548114,"South_Africa_NA_NA"
