"","V1","station_id","B1","B2","B3","B4","B5","id","organization","region","local","lat","long","date","chla","tss","secchi","acdom440","local_year_month"
"38",4060,"Curape_08_2019_Ponto_03",0.0203695300754517,0.0242440839297639,0.0395544764842221,0.0407833943854124,0.011230120913517,"61","LabISA-INPE","AMZ","Curape",-4.715,-66.76,2019-08-18,NA,NA,0.69,NA,"Curape_2019_08"
"39",4061,"Curuai_02_2013_Ponto_P01",0.0200324360258026,0.0238875779239657,0.0355873484810608,0.0378867606133004,0.0141932704272212,"38","LabISA-INPE","AMZ","Curuai",-2.141860472,-55.62480377,2013-02-02,13,33.15,0.28,NA,"Curuai_2013_02"
"40",4062,"Curuai_02_2013_Ponto_P02",0.0212411155257287,0.0254229196550075,0.0372136369806867,0.0395125456240236,0.0149241262316618,"38","LabISA-INPE","AMZ","Curuai",-2.111805078,-55.62047044,2013-02-02,11.19,25.9,0.29,NA,"Curuai_2013_02"
"41",4063,"Curuai_02_2013_Ponto_P03",0.0231592610640921,0.027612669162677,0.0404444511470793,0.0444416740175781,0.0185409692072579,"38","LabISA-INPE","AMZ","Curuai",-2.130721672,-55.65649797,2013-02-02,NA,37.35,0.21,NA,"Curuai_2013_02"
"42",4064,"Curuai_02_2013_Ponto_P04",0.0163541553217725,0.0188656729255007,0.0269919373072236,0.0306209015760294,0.0136924348623896,"38","LabISA-INPE","AMZ","Curuai",-2.115999547,-55.69194222,2013-02-02,13.85,31.75,0.27,NA,"Curuai_2013_02"
"43",4066,"Curuai_02_2013_Ponto_P07",0.013768168375097,0.0172580543807375,0.0293513567673887,0.0355183895434325,0.0109931521678178,"38","LabISA-INPE","AMZ","Curuai",-2.1767,-55.80535817,2013-02-03,12.9,31.65,0.25,NA,"Curuai_2013_02"
"44",4067,"Curuai_02_2013_Ponto_P08",0.0179667739781422,0.0216928832285466,0.0327596025304073,0.0393758018294737,0.0163466034239721,"38","LabISA-INPE","AMZ","Curuai",-2.199582403,-55.79516382,2013-02-03,7.17,38.35,0.25,NA,"Curuai_2013_02"
"45",4068,"Curuai_02_2013_Ponto_P09",0.0219100988898134,0.0260070338017919,0.0387442094725655,0.0464063516082129,0.0214737677597422,"38","LabISA-INPE","AMZ","Curuai",-2.161777056,-55.7640251,2013-02-03,8.09,51,0.18,NA,"Curuai_2013_02"
"46",4069,"Curuai_02_2013_Ponto_P11",0.0225729832878771,0.0260414253358317,0.0354404174365055,0.0384746683767169,0.0222459457283969,"38","LabISA-INPE","AMZ","Curuai",-2.173082528,-55.59713729,2012-02-04,8.85,30.2,0.25,NA,"Curuai_2012_02"
"47",4070,"Curuai_02_2013_Ponto_P12",0.0206628920775458,0.0236972549165523,0.0321947690408672,0.03399064317159,0.0199771449026969,"38","LabISA-INPE","AMZ","Curuai",-2.150360408,-55.56480414,2013-02-04,16.79,28.4,0.35,NA,"Curuai_2013_02"
"48",4071,"Curuai_02_2013_Ponto_P13",0.027005177963649,0.0308225879463348,0.0405034442577062,0.0432447637760247,0.0304217396001738,"38","LabISA-INPE","AMZ","Curuai",-2.126082783,-55.53816546,2013-02-04,7.24,23.4,0.3,NA,"Curuai_2013_02"
"49",4072,"Curuai_02_2013_Ponto_P14",0.0171870056611539,0.0201788300576606,0.0294294880246772,0.0290442194895268,0.0119991110978311,"38","LabISA-INPE","AMZ","Curuai",-2.105110683,-55.41477737,2013-02-05,29.05,17.25,0.38,NA,"Curuai_2013_02"
"50",4073,"Curuai_02_2013_Ponto_P15",0.0194468046964904,0.0218535367652889,0.0275002026805885,0.0279121971908842,0.0234319417365391,"38","LabISA-INPE","AMZ","Curuai",-2.104582897,-55.48358245,2013-02-04,23.83,8.1,0.6,NA,"Curuai_2013_02"
"51",4074,"Curuai_02_2013_Ponto_P16",0.0256972357399609,0.0297337529534687,0.0401198057147858,0.0442746800684871,0.0318160131986301,"38","LabISA-INPE","AMZ","Curuai",-2.115193892,-55.44574938,2013-02-04,16.65,NA,0.3,NA,"Curuai_2013_02"
"52",4075,"Curuai_02_2013_Ponto_P17",0.0179683537321519,0.0221174994059844,0.0348385352253294,0.0335547486208328,0.0137802743633752,"38","LabISA-INPE","AMZ","Curuai",-2.068222006,-55.48527694,2013-02-05,55.43,21,0.32,NA,"Curuai_2013_02"
"53",4076,"Curuai_02_2013_Ponto_P18",0.0129127770132961,0.0154503328919118,0.0229631641345786,0.01861663726641,0.0104385674460058,"38","LabISA-INPE","AMZ","Curuai",-2.078221986,-55.52580443,2013-02-05,68.53,17.85,0.4,NA,"Curuai_2013_02"
"54",4077,"Curuai_02_2013_Ponto_P19",0.0189840914195933,0.0233688433125276,0.0367304442237869,0.0391498184507403,0.0131241962351166,"38","LabISA-INPE","AMZ","Curuai",-2.134221603,-55.39519417,2013-02-05,16.85,26.7,0.27,NA,"Curuai_2013_02"
"55",4078,"Curuai_02_2013_Ponto_P20",0.0192726899376567,0.0239914398565653,0.0387558218041163,0.0424784828765597,0.0129042508468837,"38","LabISA-INPE","AMZ","Curuai",-2.17805465,-55.35591665,2013-02-05,18.1,32.25,0.28,NA,"Curuai_2013_02"
"56",4079,"Curuai_02_2013_Ponto_P21",0.0210052412763698,0.0270690389478132,0.0467469812421648,0.0575024370203152,0.0197020206739321,"38","LabISA-INPE","AMZ","Curuai",-2.238220917,-55.33819447,2013-02-05,8.7,65.2,0.2,NA,"Curuai_2013_02"
"57",4080,"Curuai_02_2013_Ponto_P22",0.0152255844631649,0.0175174850497542,0.0234935252569565,0.0265568819679358,0.0132209710402395,"38","LabISA-INPE","AMZ","Curuai",-2.258387578,-55.62288705,2012-02-06,6.15,12.85,0.37,NA,"Curuai_2012_02"
"58",4081,"Curuai_02_2013_Ponto_P23",0.0261923006916236,0.0296452203957829,0.0378617161319173,0.0419042355381103,0.0283011173734746,"38","LabISA-INPE","AMZ","Curuai",-2.239721014,-55.58105401,2013-02-06,7.16,13.65,0.38,NA,"Curuai_2013_02"
"59",4082,"Curuai_02_2013_Ponto_P24",0.0149181233747427,0.0176723264118237,0.0260455376922234,0.028367433162565,0.00995335384586826,"38","LabISA-INPE","AMZ","Curuai",-2.251443103,-55.54308205,2013-02-06,9.78,12.7,0.42,NA,"Curuai_2013_02"
"60",4083,"Curuai_02_2013_Ponto_P25",0.0193416919317706,0.0223093712038686,0.0305348298404667,0.0310763573956784,0.016190602631013,"38","LabISA-INPE","AMZ","Curuai",-2.229582128,-55.492999,2013-02-06,14.74,12.85,0.45,NA,"Curuai_2013_02"
"61",4084,"Curuai_02_2013_Ponto_P26",0.0215932569006923,0.0256475924857898,0.0371235488529996,0.0392631172125951,0.0166376885614284,"38","LabISA-INPE","AMZ","Curuai",-2.2613319,-55.4552215,2013-02-06,21.63,38.9,0.25,NA,"Curuai_2013_02"
"62",4085,"Curuai_02_2013_Ponto_P27",0.0199569668841179,0.0243992223403921,0.0390592907094641,0.0439246585491354,0.0152518472156121,"38","LabISA-INPE","AMZ","Curuai",-2.256081908,-55.39788856,2013-02-06,9.9,50.4,0.22,NA,"Curuai_2013_02"
"63",4086,"Curuai_02_2013_Ponto_P28",0.0154710596987004,0.0188611659963872,0.0301754325368785,0.0346405838829928,0.0115999090404249,"38","LabISA-INPE","AMZ","Curuai",-2.295415,-55.37749979,2013-02-06,9.49,32.8,0.27,NA,"Curuai_2013_02"
"64",4087,"Curuai_02_2013_Ponto_P29",0.0285455395345013,0.0344636457690271,0.0533634732336109,0.0653576701204543,0.0295986272813659,"38","LabISA-INPE","AMZ","Curuai",-2.220998789,-55.26922276,2013-02-07,6.93,99.8,0.19,NA,"Curuai_2013_02"
"65",4088,"Curuai_02_2013_Ponto_P30",0.0217260071766969,0.0267982625242035,0.0428642491321603,0.0504870428646671,0.0178361090229735,"38","LabISA-INPE","AMZ","Curuai",-2.244665272,-55.23972292,2013-02-07,7.81,51.6,0.2,NA,"Curuai_2013_02"
"66",4089,"Curuai_02_2013_Ponto_P31",0.0201446737816833,0.0242933010368049,0.0383646419495955,0.0440680841014823,0.0155589261135956,"38","LabISA-INPE","AMZ","Curuai",-2.222276494,-55.19805651,2013-02-07,6.09,24,0.3,NA,"Curuai_2013_02"
"67",4090,"Curuai_02_2013_Ponto_P32",0.0263402564745842,0.0319842767047449,0.0503131676176738,0.0629278119629693,0.0314917603586754,"38","LabISA-INPE","AMZ","Curuai",-2.250192989,-55.14433464,2013-02-07,2.26,150.8,0.15,NA,"Curuai_2013_02"
"68",4091,"Curuai_03_2016_Ponto_01",0.0197368989868944,0.0251166232174368,0.0411842101998713,0.0448688171863918,0.0121361171468182,"14","LabISA-INPE","AMZ","Curuai",-2.11651,-55.4125,2016-03-15,35.885,39.75,0.28,1.03951,"Curuai_2016_03"
"69",4092,"Curuai_03_2016_Ponto_02",0.0162441031125028,0.0202505582264605,0.03300224328694,0.0366119906831318,0.00927329152076957,"14","LabISA-INPE","AMZ","Curuai",-2.11405,-55.4461,2016-03-15,34.44,51,0.28,0.931135,"Curuai_2016_03"
"70",4093,"Curuai_03_2016_Ponto_03",0.0220412350249411,0.0262777097026199,0.0387518789583385,0.04324487141597,0.0172242636065606,"14","LabISA-INPE","AMZ","Curuai",-2.25617,-55.53,2016-03-14,34.785,48.665,0.18,0.88101,"Curuai_2016_03"
"71",4094,"Curuai_03_2016_Ponto_04",0.0165793871642141,0.0202472714816422,0.0321686377932585,0.0346065549667581,0.00898599690619066,"14","LabISA-INPE","AMZ","Curuai",-2.15449,-55.5734,2016-03-15,24.335,35.25,0.26,0.988032,"Curuai_2016_03"
"72",4095,"Curuai_03_2016_Ponto_05",0.0155470635762113,0.0188460449429525,0.029236371215037,0.0311676901081581,0.00878697718614863,"14","LabISA-INPE","AMZ","Curuai",-2.25617,-55.53,2016-03-14,42.32,37,0.28,1.01242,"Curuai_2016_03"
"73",4096,"Curuai_03_2016_Ponto_06",0.0220091444098161,0.0260131746206134,0.0380223506244904,0.0433388812831113,0.0194344773693652,"14","LabISA-INPE","AMZ","Curuai",-2.25617,-55.53,2016-03-14,35.235,73.665,0.18,0.727477,"Curuai_2016_03"
"74",4097,"Curuai_03_2016_Ponto_07",0.0220697377088127,0.0262011139102388,0.0390797098697218,0.0440095307983048,0.017357934043453,"14","LabISA-INPE","AMZ","Curuai",-2.25617,-55.53,2016-03-14,24.045,60,0.19,0.871979,"Curuai_2016_03"
"75",4098,"Curuai_03_2016_Ponto_08",0.0160290739516651,0.0194963478408699,0.0308148174842338,0.0323958273241454,0.00698656819521543,"14","LabISA-INPE","AMZ","Curuai",-2.12949,-55.5436,2016-03-15,15.695,29,0.28,0.849852,"Curuai_2016_03"
"76",4099,"Curuai_03_2016_Ponto_09",0.0177590544203548,0.0220118643251586,0.0337891321803604,0.03299143268646,0.0109006904719097,"14","LabISA-INPE","AMZ","Curuai",-2.25617,-55.53,2016-03-13,18.385,20.5,0.4,1.2391,"Curuai_2016_03"
"77",4100,"Curuai_03_2016_Ponto_10",0.0177945057719757,0.0215242985639358,0.0326352274847113,0.0335195527758335,0.00995410963232953,"14","LabISA-INPE","AMZ","Curuai",-2.25617,-55.53,2016-03-13,18.225,24.25,0.33,1.01874,"Curuai_2016_03"
"78",4101,"Curuai_03_2016_Ponto_11",0.0196238908687717,0.0242792222876286,0.0390309592196717,0.0444691529645511,0.0160243005586796,"14","LabISA-INPE","AMZ","Curuai",-2.25617,-55.53,2016-03-13,19.815,79.5,0.17,1.20456,"Curuai_2016_03"
"79",4102,"Curuai_03_2016_Ponto_12",0.0260647665834787,0.0316636902445294,0.0499846951010259,0.0582208722781945,0.0224299770830575,"14","LabISA-INPE","AMZ","Curuai",-2.25515,-55.3005,2016-03-16,9.315,92.5,0.17,1.02235,"Curuai_2016_03"
"80",4103,"Curuai_03_2016_Ponto_13",0.0212347608314446,0.0259612064117475,0.0408116389127327,0.0469312738784455,0.0181856867093366,"14","LabISA-INPE","AMZ","Curuai",-2.25617,-55.53,2016-03-13,15.535,88.75,0.15,1.08444,"Curuai_2016_03"
"81",4104,"Curuai_03_2016_Ponto_14",0.0261859317226215,0.0311748628176311,0.048540602172158,0.0574411668933062,0.0229610531788988,"14","LabISA-INPE","AMZ","Curuai",-2.24187,-55.2438,2016-03-16,14.945,131.5,0.12,1.18988,"Curuai_2016_03"
"82",4105,"Curuai_03_2016_Ponto_15",0.0293561005438636,0.0363804001333655,0.0603736088718774,0.0706683321924561,0.0220434334672446,"14","LabISA-INPE","AMZ","Curuai",-2.21632,-55.2121,2016-03-16,6.28,94,0.18,1.17453,"Curuai_2016_03"
"83",4106,"Curuai_03_2016_Ponto_16n",0.0270763507604187,0.0345862722705314,0.0593135890132068,0.0748083573625174,0.0370375693494176,"14","LabISA-INPE","AMZ","Curuai",-2.26257,-55.1258,2016-03-17,0.665,235.5,0.1,1.43497,"Curuai_2016_03"
"84",4107,"Curuai_03_2016_Ponto_17",0.0260003087151176,0.0316065866492575,0.0506442704121619,0.0600921829721156,0.0233930344145456,"14","LabISA-INPE","AMZ","Curuai",-2.21864,-55.2783,2016-03-16,3.87,102.5,0.15,1.37029,"Curuai_2016_03"
"85",4145,"Curuai_04_2014_Ponto_01",0.0116378227441902,0.0130737367882483,0.0180174150760446,0.0185525899604176,0.00853616555751434,"39","LabISA-INPE","AMZ","Curuai",-2.1992,-55.7991,2014-04-10,8.86,3.2,0.9,2.15,"Curuai_2014_04"
"86",4146,"Curuai_04_2014_Ponto_02",0.0123517597601841,0.0141875362127973,0.0208308905520922,0.0226321973359957,0.00881827644245503,"39","LabISA-INPE","AMZ","Curuai",-2.1657,-55.826,2014-04-10,1.94,6.75,0.7,2.12,"Curuai_2014_04"
"87",4147,"Curuai_04_2014_Ponto_03",0.00958176186274826,0.0118174428274063,0.0200586112209268,0.0233386786165599,0.00499179070894351,"39","LabISA-INPE","AMZ","Curuai",-2.1583,-55.7662,2014-04-10,6.07,18.5,0.45,2.26,"Curuai_2014_04"
"88",4148,"Curuai_04_2014_Ponto_04",0.0115525185408484,0.0137099450038523,0.0214859835396821,0.0236659731292724,0.00671603063370604,"39","LabISA-INPE","AMZ","Curuai",-2.1785,-55.6333,2014-04-10,10.43,9,0.5,2.13,"Curuai_2014_04"
"89",4149,"Curuai_04_2014_Ponto_05",0.0132073902048644,0.0151055123983617,0.0224276006030093,0.0235244589626499,0.00763920264345585,"39","LabISA-INPE","AMZ","Curuai",-2.1742,-55.5976,2014-04-10,17.14,8.25,0.6,2.06,"Curuai_2014_04"
"90",4150,"Curuai_04_2014_Ponto_06",0.0103264666382735,0.0121312948695046,0.0186882703103573,0.0207539112935996,0.00571649780696216,"39","LabISA-INPE","AMZ","Curuai",-2.1511,-55.715,2014-04-09,11.36,13.333,0.4,2.3,"Curuai_2014_04"
"91",4151,"Curuai_04_2014_Ponto_07",0.0122955415796246,0.0145534201739088,0.0233016120053054,0.0258752785853046,0.00712097681383484,"39","LabISA-INPE","AMZ","Curuai",-2.1328,-55.6535,2014-04-09,15.58,13,0.5,1.84,"Curuai_2014_04"
"92",4152,"Curuai_04_2014_Ponto_08",0.0117757974030349,0.0139624064327193,0.0227155540300059,0.024464601003331,0.00537523647477853,"39","LabISA-INPE","AMZ","Curuai",-2.1265,-55.5952,2014-04-09,10.76,18.4,0.5,2.16,"Curuai_2014_04"
"93",4153,"Curuai_04_2014_Ponto_09",0.0156300609560849,0.0186335507445538,0.0295995188056569,0.0343786571316031,0.0109383354665399,"39","LabISA-INPE","AMZ","Curuai",-2.1168,-55.6928,2014-04-09,9.94,22.25,0.3,2.3,"Curuai_2014_04"
"94",4154,"Curuai_04_2014_Ponto_10",0.011016834969864,0.0135384502469059,0.0219168991227025,0.0246507863157803,0.00676575272736508,"39","LabISA-INPE","AMZ","Curuai",-2.1511,-55.5662,2014-04-11,6.28,11.6,0.5,2.44,"Curuai_2014_04"
"95",4155,"Curuai_04_2014_Ponto_11",0.0109676060535244,0.0135815367354923,0.0223866311769681,0.0252884396483459,0.00587798182808526,"39","LabISA-INPE","AMZ","Curuai",-2.127,-55.5398,2014-04-11,3.53,10,0.5,2.14,"Curuai_2014_04"
"96",4156,"Curuai_04_2014_Ponto_13",0.00588558169456986,0.00748052937092943,0.0131270777475477,0.0145704191304581,0.00168271971491993,"39","LabISA-INPE","AMZ","Curuai",-2.1043,-55.4135,2014-04-13,5.81,10.125,0.65,2.2,"Curuai_2014_04"
"97",4157,"Curuai_04_2014_Ponto_16",0.00930263165856416,0.0114341037801732,0.0190090322762619,0.0204369119993285,0.00353259712327722,"39","LabISA-INPE","AMZ","Curuai",-2.1769,-55.3635,2014-04-13,9.16,11.75,0.65,2.2,"Curuai_2014_04"
"98",4158,"Curuai_04_2014_Ponto_17",0.0124521500148797,0.0149902319074926,0.0231162950181005,0.0242784058823215,0.00660386055356913,"39","LabISA-INPE","AMZ","Curuai",-2.2351,-55.3371,2014-04-13,5.92,18,0.65,2.48,"Curuai_2014_04"
"99",4159,"Curuai_04_2014_Ponto_18",0.00866819007979077,0.00995350811883759,0.0139433627243404,0.014535428266435,0.00562343350454405,"39","LabISA-INPE","AMZ","Curuai",-2.2592,-55.624,2014-04-14,3.84,7.222,1,1.84,"Curuai_2014_04"
"100",4160,"Curuai_04_2014_Ponto_19",0.00930158199096435,0.0112235988045967,0.0179648905455481,0.0198095250737591,0.00414189113653697,"39","LabISA-INPE","AMZ","Curuai",-2.2523,-55.5438,2014-04-14,4.24,10.833,0.65,2.08,"Curuai_2014_04"
