"","V1","station_id","B1","B2","B3","B4","id","organization","region","local","lat","long","date","chla","tss","secchi","acdom440","local_year_month"
"34",4056,"Concordia_08_2019_Ponto_03",0.00240554653093566,0.00343049030989032,0.00242025637416452,0.000769144705620878,"62","LabISA-INPE","AMZ","Concordia",-4.575,-66.63,2019-08-19,NA,NA,0.88,NA,"Concordia_2019_08"
"35",4057,"Concordia_08_2019_Ponto_04",0.00346688751429974,0.00601872180421908,0.00470261502352088,0.0016660917265805,"62","LabISA-INPE","AMZ","Concordia",-4.579,-66.63,2019-08-19,NA,NA,1.01,NA,"Concordia_2019_08"
"36",4058,"Curape_08_2019_Ponto_01",0.0257843217178293,0.0434840735811119,0.0474006598407195,0.0180885772168197,"61","LabISA-INPE","AMZ","Curape",-4.715,-66.79,2019-08-18,NA,NA,1.55,NA,"Curape_2019_08"
"37",4059,"Curape_08_2019_Ponto_02",0.0254106561686953,0.0428457594401873,0.0475558974861899,0.0178788635765985,"61","LabISA-INPE","AMZ","Curape",-4.712,-66.78,2019-08-18,NA,NA,0.48,NA,"Curape_2019_08"
"38",4060,"Curape_08_2019_Ponto_03",0.0239138244919945,0.0388952300893262,0.041965955085865,0.0153935493654333,"61","LabISA-INPE","AMZ","Curape",-4.715,-66.76,2019-08-18,NA,NA,0.69,NA,"Curape_2019_08"
"39",4061,"Curuai_02_2013_Ponto_P01",0.0235425584386346,0.0351070993898028,0.0380566425450879,0.0176667040371345,"38","LabISA-INPE","AMZ","Curuai",-2.141860472,-55.62480377,2013-02-02,13,33.15,0.28,NA,"Curuai_2013_02"
"40",4062,"Curuai_02_2013_Ponto_P02",0.0250429931045771,0.0367654435371229,0.0396292049571992,0.018792426695566,"38","LabISA-INPE","AMZ","Curuai",-2.111805078,-55.62047044,2013-02-02,11.19,25.9,0.29,NA,"Curuai_2013_02"
"41",4063,"Curuai_02_2013_Ponto_P03",0.0272074325392834,0.0399949114103104,0.0442793396126511,0.0231032062145848,"38","LabISA-INPE","AMZ","Curuai",-2.130721672,-55.65649797,2013-02-02,NA,37.35,0.21,NA,"Curuai_2013_02"
"42",4064,"Curuai_02_2013_Ponto_P04",0.0186422367024284,0.0267621787785759,0.0303923824996626,0.0168059886640247,"38","LabISA-INPE","AMZ","Curuai",-2.115999547,-55.69194222,2013-02-02,13.85,31.75,0.27,NA,"Curuai_2013_02"
"43",4066,"Curuai_02_2013_Ponto_P07",0.0169448957027855,0.0289861344810636,0.0348961177172828,0.0152001518880347,"38","LabISA-INPE","AMZ","Curuai",-2.1767,-55.80535817,2013-02-03,12.9,31.65,0.25,NA,"Curuai_2013_02"
"44",4067,"Curuai_02_2013_Ponto_P08",0.0213533742891792,0.0324594927383435,0.0384023479818532,0.0213817685870965,"38","LabISA-INPE","AMZ","Curuai",-2.199582403,-55.79516382,2013-02-03,7.17,38.35,0.25,NA,"Curuai_2013_02"
"45",4068,"Curuai_02_2013_Ponto_P09",0.0256414693196834,0.0384275391620845,0.0453351478852368,0.0276000812469015,"38","LabISA-INPE","AMZ","Curuai",-2.161777056,-55.7640251,2013-02-03,8.09,51,0.18,NA,"Curuai_2013_02"
"46",4069,"Curuai_02_2013_Ponto_P11",0.0257244625937444,0.0351349573419287,0.0383261954583115,0.0249812560451648,"38","LabISA-INPE","AMZ","Curuai",-2.173082528,-55.59713729,2012-02-04,8.85,30.2,0.25,NA,"Curuai_2012_02"
"47",4070,"Curuai_02_2013_Ponto_P12",0.0234209888156955,0.0318616020989137,0.0340050452771098,0.0221078640930915,"38","LabISA-INPE","AMZ","Curuai",-2.150360408,-55.56480414,2013-02-04,16.79,28.4,0.35,NA,"Curuai_2013_02"
"48",4071,"Curuai_02_2013_Ponto_P13",0.0304707624270877,0.0401641936559293,0.0431107959487256,0.0321056952652301,"38","LabISA-INPE","AMZ","Curuai",-2.126082783,-55.53816546,2013-02-04,7.24,23.4,0.3,NA,"Curuai_2013_02"
"49",4072,"Curuai_02_2013_Ponto_P14",0.0199103428331647,0.0289635500833457,0.0294730298439773,0.0146026901560905,"38","LabISA-INPE","AMZ","Curuai",-2.105110683,-55.41477737,2013-02-05,29.05,17.25,0.38,NA,"Curuai_2013_02"
"50",4073,"Curuai_02_2013_Ponto_P15",0.0216287151424022,0.0272804219395009,0.0280359218418943,0.0241762126614965,"38","LabISA-INPE","AMZ","Curuai",-2.104582897,-55.48358245,2013-02-04,23.83,8.1,0.6,NA,"Curuai_2013_02"
"51",4074,"Curuai_02_2013_Ponto_P16",0.0293599283963752,0.0397598648817078,0.0438451689995417,0.0346660081496349,"38","LabISA-INPE","AMZ","Curuai",-2.115193892,-55.44574938,2013-02-04,16.65,NA,0.3,NA,"Curuai_2013_02"
"52",4075,"Curuai_02_2013_Ponto_P17",0.0217358695598476,0.0340705702006494,0.0339702674759584,0.0174094218738778,"38","LabISA-INPE","AMZ","Curuai",-2.068222006,-55.48527694,2013-02-05,55.43,21,0.32,NA,"Curuai_2013_02"
"53",4076,"Curuai_02_2013_Ponto_P18",0.0152144277569788,0.022202090701659,0.018896678653369,0.0125576869351338,"38","LabISA-INPE","AMZ","Curuai",-2.078221986,-55.52580443,2013-02-05,68.53,17.85,0.4,NA,"Curuai_2013_02"
"54",4077,"Curuai_02_2013_Ponto_P19",0.0229739644753289,0.0362328166575368,0.0396038530815441,0.0171310823290252,"38","LabISA-INPE","AMZ","Curuai",-2.134221603,-55.39519417,2013-02-05,16.85,26.7,0.27,NA,"Curuai_2013_02"
"55",4078,"Curuai_02_2013_Ponto_P20",0.0235640255690138,0.0382354996482201,0.0427212941453746,0.0175254253458786,"38","LabISA-INPE","AMZ","Curuai",-2.17805465,-55.35591665,2013-02-05,18.1,32.25,0.28,NA,"Curuai_2013_02"
"56",4079,"Curuai_02_2013_Ponto_P21",0.0265232137703113,0.0462723529156987,0.0565853640785529,0.0276118274006849,"38","LabISA-INPE","AMZ","Curuai",-2.238220917,-55.33819447,2013-02-05,8.7,65.2,0.2,NA,"Curuai_2013_02"
"57",4080,"Curuai_02_2013_Ponto_P22",0.0173046920061306,0.023359479581934,0.0261195801683872,0.015732197793424,"38","LabISA-INPE","AMZ","Curuai",-2.258387578,-55.62288705,2012-02-06,6.15,12.85,0.37,NA,"Curuai_2012_02"
"58",4081,"Curuai_02_2013_Ponto_P23",0.029322772547021,0.037668136898455,0.0413822660663884,0.0310413963650779,"38","LabISA-INPE","AMZ","Curuai",-2.239721014,-55.58105401,2013-02-06,7.16,13.65,0.38,NA,"Curuai_2013_02"
"59",4082,"Curuai_02_2013_Ponto_P24",0.0174273311612404,0.0257580504224037,0.0284107113452479,0.0127650072377073,"38","LabISA-INPE","AMZ","Curuai",-2.251443103,-55.54308205,2013-02-06,9.78,12.7,0.42,NA,"Curuai_2013_02"
"60",4083,"Curuai_02_2013_Ponto_P25",0.0220395025273793,0.0302150581688104,0.0314989841906166,0.0183583088866,"38","LabISA-INPE","AMZ","Curuai",-2.229582128,-55.492999,2013-02-06,14.74,12.85,0.45,NA,"Curuai_2013_02"
"61",4084,"Curuai_02_2013_Ponto_P26",0.0252759903251295,0.0366913261563455,0.0395485890933753,0.0204640986323326,"38","LabISA-INPE","AMZ","Curuai",-2.2613319,-55.4552215,2013-02-06,21.63,38.9,0.25,NA,"Curuai_2013_02"
"62",4085,"Curuai_02_2013_Ponto_P27",0.0240002930084519,0.03858159744116,0.0440292773977387,0.0196242898133117,"38","LabISA-INPE","AMZ","Curuai",-2.256081908,-55.39788856,2013-02-06,9.9,50.4,0.22,NA,"Curuai_2013_02"
"63",4086,"Curuai_02_2013_Ponto_P28",0.0185591645213083,0.0298244857925113,0.0345250867761975,0.0153700550522276,"38","LabISA-INPE","AMZ","Curuai",-2.295415,-55.37749979,2013-02-06,9.49,32.8,0.27,NA,"Curuai_2013_02"
"64",4087,"Curuai_02_2013_Ponto_P29",0.0339288680606809,0.0529629692488182,0.0640238870715625,0.0377913347856986,"38","LabISA-INPE","AMZ","Curuai",-2.220998789,-55.26922276,2013-02-07,6.93,99.8,0.19,NA,"Curuai_2013_02"
"65",4088,"Curuai_02_2013_Ponto_P30",0.0263387894952681,0.0424022033480729,0.0499487923931479,0.0235378204387754,"38","LabISA-INPE","AMZ","Curuai",-2.244665272,-55.23972292,2013-02-07,7.81,51.6,0.2,NA,"Curuai_2013_02"
"66",4089,"Curuai_02_2013_Ponto_P31",0.0239203079816678,0.0379057191259524,0.0437684614239841,0.0192595988327322,"38","LabISA-INPE","AMZ","Curuai",-2.222276494,-55.19805651,2013-02-07,6.09,24,0.3,NA,"Curuai_2013_02"
"67",4090,"Curuai_02_2013_Ponto_P32",0.0314772787371287,0.0499510429239849,0.0613365845365394,0.0397090786369284,"38","LabISA-INPE","AMZ","Curuai",-2.250192989,-55.14433464,2013-02-07,2.26,150.8,0.15,NA,"Curuai_2013_02"
"68",4091,"Curuai_03_2016_Ponto_01",0.0246311696286977,0.0405550279179941,0.0450216394901925,0.0175025273273817,"14","LabISA-INPE","AMZ","Curuai",-2.11651,-55.4125,2016-03-15,35.885,39.75,0.28,1.03951,"Curuai_2016_03"
"69",4092,"Curuai_03_2016_Ponto_02",0.0198957763122284,0.0325307657928816,0.0366062294023629,0.0143871846743363,"14","LabISA-INPE","AMZ","Curuai",-2.11405,-55.4461,2016-03-15,34.44,51,0.28,0.931135,"Curuai_2016_03"
"70",4093,"Curuai_03_2016_Ponto_03",0.0259007211135647,0.038297845389101,0.0428441668347539,0.0231296159581967,"14","LabISA-INPE","AMZ","Curuai",-2.25617,-55.53,2016-03-14,34.785,48.665,0.18,0.88101,"Curuai_2016_03"
"71",4094,"Curuai_03_2016_Ponto_04",0.0199254202391376,0.0316636586954607,0.034796783620693,0.0129061224299267,"14","LabISA-INPE","AMZ","Curuai",-2.15449,-55.5734,2016-03-15,24.335,35.25,0.26,0.988032,"Curuai_2016_03"
"72",4095,"Curuai_03_2016_Ponto_05",0.0185566118979823,0.0287956576705801,0.0314058277950609,0.0125282789479232,"14","LabISA-INPE","AMZ","Curuai",-2.25617,-55.53,2016-03-14,42.32,37,0.28,1.01242,"Curuai_2016_03"
"73",4096,"Curuai_03_2016_Ponto_06",0.0256587928672549,0.037598620002761,0.0427267921571042,0.025475787522377,"14","LabISA-INPE","AMZ","Curuai",-2.25617,-55.53,2016-03-14,35.235,73.665,0.18,0.727477,"Curuai_2016_03"
"74",4097,"Curuai_03_2016_Ponto_07",0.0258390222762187,0.0386073107281357,0.0435672065308671,0.023092596832926,"14","LabISA-INPE","AMZ","Curuai",-2.25617,-55.53,2016-03-14,24.045,60,0.19,0.871979,"Curuai_2016_03"
"75",4098,"Curuai_03_2016_Ponto_08",0.0191928501686209,0.0303220114123648,0.0327538624030695,0.0108657258620203,"14","LabISA-INPE","AMZ","Curuai",-2.12949,-55.5436,2016-03-15,15.695,29,0.28,0.849852,"Curuai_2016_03"
"76",4099,"Curuai_03_2016_Ponto_09",0.0216244193492054,0.0331849015882214,0.0336487855305238,0.0140433190494691,"14","LabISA-INPE","AMZ","Curuai",-2.25617,-55.53,2016-03-13,18.385,20.5,0.4,1.2391,"Curuai_2016_03"
"77",4100,"Curuai_03_2016_Ponto_10",0.0211875301295607,0.0320829265772568,0.0338083034948834,0.0135025864627594,"14","LabISA-INPE","AMZ","Curuai",-2.25617,-55.53,2016-03-13,18.225,24.25,0.33,1.01874,"Curuai_2016_03"
"78",4101,"Curuai_03_2016_Ponto_11",0.0238658037579162,0.03851101047602,0.0441346898988044,0.0228380725908565,"14","LabISA-INPE","AMZ","Curuai",-2.25617,-55.53,2016-03-13,19.815,79.5,0.17,1.20456,"Curuai_2016_03"
"79",4102,"Curuai_03_2016_Ponto_12",0.031170992122329,0.049423806809892,0.0577548733334383,0.0295806295171491,"14","LabISA-INPE","AMZ","Curuai",-2.25515,-55.3005,2016-03-16,9.315,92.5,0.17,1.02235,"Curuai_2016_03"
"80",4103,"Curuai_03_2016_Ponto_13",0.0255434525618564,0.0403348812352019,0.0465272720288,0.0248367667385531,"14","LabISA-INPE","AMZ","Curuai",-2.25617,-55.53,2016-03-13,15.535,88.75,0.15,1.08444,"Curuai_2016_03"
"81",4104,"Curuai_03_2016_Ponto_14",0.0307528909753735,0.0481020685559642,0.0568957312881396,0.0311149235696915,"14","LabISA-INPE","AMZ","Curuai",-2.24187,-55.2438,2016-03-16,14.945,131.5,0.12,1.18988,"Curuai_2016_03"
"82",4105,"Curuai_03_2016_Ponto_15",0.035765647553717,0.0596529383950651,0.0702244798734755,0.0316406139305388,"14","LabISA-INPE","AMZ","Curuai",-2.21632,-55.2121,2016-03-16,6.28,94,0.18,1.17453,"Curuai_2016_03"
"83",4106,"Curuai_03_2016_Ponto_16n",0.0339253508548152,0.0587857977442199,0.0731500298130994,0.0480528142680839,"14","LabISA-INPE","AMZ","Curuai",-2.26257,-55.1258,2016-03-17,0.665,235.5,0.1,1.43497,"Curuai_2016_03"
"84",4107,"Curuai_03_2016_Ponto_17",0.0311154535486876,0.0500633308299727,0.0593242196432124,0.0309442887369071,"14","LabISA-INPE","AMZ","Curuai",-2.21864,-55.2783,2016-03-16,3.87,102.5,0.15,1.37029,"Curuai_2016_03"
"85",4145,"Curuai_04_2014_Ponto_01",0.0129457575916761,0.017774069851886,0.0187693561643129,0.00918833733100918,"39","LabISA-INPE","AMZ","Curuai",-2.1992,-55.7991,2014-04-10,8.86,3.2,0.9,2.15,"Curuai_2014_04"
"86",4146,"Curuai_04_2014_Ponto_02",0.0140251186570442,0.0205242997958194,0.022608988215084,0.00986212249406798,"39","LabISA-INPE","AMZ","Curuai",-2.1657,-55.826,2014-04-10,1.94,6.75,0.7,2.12,"Curuai_2014_04"
"87",4147,"Curuai_04_2014_Ponto_03",0.01162066499256,0.0197604604118441,0.0232182879271994,0.00688546342391263,"39","LabISA-INPE","AMZ","Curuai",-2.1583,-55.7662,2014-04-10,6.07,18.5,0.45,2.26,"Curuai_2014_04"
"88",4148,"Curuai_04_2014_Ponto_04",0.0135204978699929,0.0211749328282177,0.0237834904716775,0.0083436145352185,"39","LabISA-INPE","AMZ","Curuai",-2.1785,-55.6333,2014-04-10,10.43,9,0.5,2.13,"Curuai_2014_04"
"89",4149,"Curuai_04_2014_Ponto_05",0.014940552229778,0.0221173680811492,0.0240302208979812,0.00913775139403965,"39","LabISA-INPE","AMZ","Curuai",-2.1742,-55.5976,2014-04-10,17.14,8.25,0.6,2.06,"Curuai_2014_04"
"90",4150,"Curuai_04_2014_Ponto_06",0.0119740489340218,0.0184392343408815,0.0208494784546638,0.00735121399214283,"39","LabISA-INPE","AMZ","Curuai",-2.1511,-55.715,2014-04-09,11.36,13.333,0.4,2.3,"Curuai_2014_04"
"91",4151,"Curuai_04_2014_Ponto_07",0.0143582131525951,0.0229830812491666,0.0261395699843861,0.00918291271337036,"39","LabISA-INPE","AMZ","Curuai",-2.1328,-55.6535,2014-04-09,15.58,13,0.5,1.84,"Curuai_2014_04"
"92",4152,"Curuai_04_2014_Ponto_08",0.0137738095448485,0.0223401373656762,0.0247097072731422,0.00737690409211649,"39","LabISA-INPE","AMZ","Curuai",-2.1265,-55.5952,2014-04-09,10.76,18.4,0.5,2.16,"Curuai_2014_04"
"93",4153,"Curuai_04_2014_Ponto_09",0.0183704427472323,0.0292273478299639,0.034147268339324,0.013961710702097,"39","LabISA-INPE","AMZ","Curuai",-2.1168,-55.6928,2014-04-09,9.94,22.25,0.3,2.3,"Curuai_2014_04"
"94",4154,"Curuai_04_2014_Ponto_10",0.0133109181519106,0.0215772172059573,0.0245502516948751,0.00863971317104686,"39","LabISA-INPE","AMZ","Curuai",-2.1511,-55.5662,2014-04-11,6.28,11.6,0.5,2.44,"Curuai_2014_04"
"95",4155,"Curuai_04_2014_Ponto_11",0.0133453174365663,0.0220377927535032,0.025152170975226,0.00792577748224454,"39","LabISA-INPE","AMZ","Curuai",-2.127,-55.5398,2014-04-11,3.53,10,0.5,2.14,"Curuai_2014_04"
"96",4156,"Curuai_04_2014_Ponto_13",0.00733858273528361,0.0128931507917782,0.0146112390317194,0.00289768643589346,"39","LabISA-INPE","AMZ","Curuai",-2.1043,-55.4135,2014-04-13,5.81,10.125,0.65,2.2,"Curuai_2014_04"
"97",4157,"Curuai_04_2014_Ponto_16",0.011247118715627,0.0186766126886765,0.0205873481868456,0.00523290467211381,"39","LabISA-INPE","AMZ","Curuai",-2.1769,-55.3635,2014-04-13,9.16,11.75,0.65,2.2,"Curuai_2014_04"
"98",4158,"Curuai_04_2014_Ponto_17",0.0147616418932653,0.0227267174840896,0.0244169035926813,0.0082730535504093,"39","LabISA-INPE","AMZ","Curuai",-2.2351,-55.3371,2014-04-13,5.92,18,0.65,2.48,"Curuai_2014_04"
"99",4159,"Curuai_04_2014_Ponto_18",0.00983712949385453,0.0137465463399123,0.0146375762387699,0.00617802694138313,"39","LabISA-INPE","AMZ","Curuai",-2.2592,-55.624,2014-04-14,3.84,7.222,1,1.84,"Curuai_2014_04"
"100",4160,"Curuai_04_2014_Ponto_19",0.0110549152577525,0.0176748338902562,0.0197957721675623,0.00570688367406878,"39","LabISA-INPE","AMZ","Curuai",-2.2523,-55.5438,2014-04-14,4.24,10.833,0.65,2.08,"Curuai_2014_04"
"101",4161,"Curuai_04_2014_Ponto_20",0.0100395453287156,0.0171525072385335,0.0195741532555753,0.00573285055844623,"39","LabISA-INPE","AMZ","Curuai",-2.2579,-55.4518,2014-04-14,8.4,18.167,0.6,2.66,"Curuai_2014_04"
"102",4162,"Curuai_04_2014_Ponto_21",0.0109370140512767,0.0182283487844758,0.0198189771811833,0.00466601142087165,"39","LabISA-INPE","AMZ","Curuai",-2.2217,-55.2701,2014-04-13,10,13.833,0.65,2.01,"Curuai_2014_04"
"103",4163,"Curuai_04_2014_Ponto_22",0.0131960848838164,0.0215117700599908,0.0223763565251364,0.00619658217507526,"39","LabISA-INPE","AMZ","Curuai",-2.2453,-55.2404,2014-04-13,13.84,11.5,0.6,1.77,"Curuai_2014_04"
"104",4164,"Curuai_04_2014_Ponto_25",0.00885519556176716,0.0153082027125329,0.0169665815961507,0.00399071719185572,"39","LabISA-INPE","AMZ","Curuai",-2.2812,-55.3732,2014-04-14,6.24,6.167,0.8,1.91,"Curuai_2014_04"
"105",4165,"Curuai_06_2004_PCJ01",0.00622242988689049,0.010181727101055,0.0122646629981984,0.00327848915163179,"41","LabISA-INPE","AMZ","Curuai",-2.158,-55.867802,2004-06-07,8.574,18.876,0.45,NA,"Curuai_2004_06"
"106",4166,"Curuai_06_2004_PCJ02",0.00532318749167168,0.00690397468554093,0.00817937264508354,0.00252286251860759,"41","LabISA-INPE","AMZ","Curuai",-2.19828,-55.852001,2004-06-07,13.167,9.801,0.8,NA,"Curuai_2004_06"
"107",4167,"Curuai_06_2004_PCJ03",0.00646658302779347,0.00916964403591609,0.0104465661228039,0.00368716495004249,"41","LabISA-INPE","AMZ","Curuai",-2.17639,-55.812801,2004-06-08,5.72,18.374,0.4,NA,"Curuai_2004_06"
