"","station_id","B1","B2","B3","B4","B5","B6","B7","B8","B8A","id","organization","region","local","lat","long","date","chla","tss","secchi","acdom440","local_year_month"
"29","AGID_1020",0.00842879468964393,0.0142859889659949,0.0253607640202556,0.0268899296315529,0.0233321123540004,0.00716242008350611,0.00747616972195517,0.00611717624415495,0.00376224844262806,"AGID_1020","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.89322,117.403,2009-08-27,4.1,40,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"30","AGID_1021",0.00827992831008924,0.0143389335077271,0.0255679752088352,0.0266193876228168,0.0231545737243856,0.00744714402287826,0.00777559971429388,0.00622076247120289,0.00369680554145058,"AGID_1021","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.87383,117.397,2009-08-27,3.4,76,0.2,NA,"Nechad_Matchups_North_Sea_2009_08"
"31","AGID_1022",0.00785383592264055,0.0136450299350874,0.0241851086269996,0.0226981580787002,0.0180925625182662,0.00523338660930283,0.00538115337879742,0.00420219350107779,0.00246731110177199,"AGID_1022","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.85617,117.389,2009-08-27,5.5,52,0.45,NA,"Nechad_Matchups_North_Sea_2009_08"
"32","AGID_1023",0.0102596461416825,0.0173011559897273,0.0311061412074704,0.031693081161216,0.0259499294710682,0.00904131810386151,0.00916784428014307,0.00725907431711166,0.00451903828551516,"AGID_1023","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.82894,117.376,2009-08-27,6,8,0.25,NA,"Nechad_Matchups_North_Sea_2009_08"
"33","AGID_1024",0.0102279153641559,0.0171870023175292,0.032694491613711,0.0403257934369435,0.036257930554359,0.0141102404970989,0.0145663812929638,0.011924808969153,0.00785357780581347,"AGID_1024","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.77864,117.346,2009-08-27,4.8,8,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"34","AGID_1025",0.0113699149143498,0.0183823709243554,0.0339705442944642,0.0425298491742663,0.0389265614104617,0.0172472476680783,0.0179374280412429,0.0148319180872864,0.0101909939980551,"AGID_1025","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.72175,117.323,2009-08-27,7.6,28,0.15,NA,"Nechad_Matchups_North_Sea_2009_08"
"35","AGID_1026",0.0140440292280517,0.0221476477802077,0.0408146989891186,0.0511213109675374,0.0467398174319121,0.0205210459050651,0.0207102249635498,0.0177971612680495,0.0131169857163727,"AGID_1026","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.66717,117.305,2009-08-27,5,87,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"36","AGID_1027",0.00962150523755295,0.01567722941483,0.0290651431396652,0.0366823677224625,0.0336934545106495,0.0148462669090802,0.0155674194450424,0.0127834895716744,0.00864401975696021,"AGID_1027","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.609,117.294,2009-08-27,11.5,92,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"37","AGID_1028",0.00882653732221952,0.0144431094713908,0.0264306513017588,0.0331710733958057,0.0301025199773409,0.0124896187307993,0.0131451389516377,0.0106199025866764,0.00687167929835988,"AGID_1028","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.58217,117.273,2009-08-27,8.5,58,0.15,NA,"Nechad_Matchups_North_Sea_2009_08"
"38","AGID_1029",0.0086634744543266,0.0140678160602028,0.0254848830054232,0.0314097799871353,0.0283109751436576,0.0115656843082698,0.0121767853645591,0.00974555543308638,0.00619765449689485,"AGID_1029","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.57342,117.226,2009-08-27,6.9,20,0.15,NA,"Nechad_Matchups_North_Sea_2009_08"
"40","AGID_1030",0.00841441059060504,0.0135488296870966,0.0243544965105313,0.0298003273434067,0.0269388267998625,0.011079356337844,0.0117114005673798,0.00936774315295724,0.00595505269272398,"AGID_1030","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.55775,117.184,2009-08-27,7.9,58,0.15,NA,"Nechad_Matchups_North_Sea_2009_08"
"1043","AGID_1934",0.00556132125113252,0.011488532336815,0.0272944667991698,0.0102659645434365,0.0223426764167415,0.00883424787375786,0.00863899587920829,0.00690013810013848,0.00425718458334495,"AGID_1934","NAN","South Africa","South_Africa",-25.7552,27.8358,NA,327.1,29.3,0.38,0.177331,"South_Africa_NA_NA"
"1044","AGID_1935",0.00809541854771221,0.0140836170776326,0.0271981014696729,0.0104156503071034,0.0191733997081435,0.00732366889623226,0.00708075140143666,0.00564811360225414,0.00363855695320801,"AGID_1935","NAN","South Africa","South_Africa",-25.7552,27.8358,NA,69.6,14.8,1.2,1.12847,"South_Africa_NA_NA"
"1045","AGID_1936",0.00520928294021898,0.0102487810088201,0.0232003019542289,0.00846628334582816,0.0293356642388343,0.0239319444269609,0.0234465682971124,0.0200666868145116,0.0155201244104278,"AGID_1936","NAN","South Africa","South_Africa",-25.7552,27.8358,NA,1503.3,2533.3,0.61,2.047367,"South_Africa_NA_NA"
"1046","AGID_1937",0.00786743845671725,0.0124740207644455,0.0240870060785072,0.0105862860152423,0.0292476705317401,0.0200174458511412,0.019686206015667,0.0161830093722234,0.0112261931539694,"AGID_1937","NAN","South Africa","South_Africa",-25.7552,27.8358,NA,362.5,37.7,0.73,1.28968,"South_Africa_NA_NA"
"1047","AGID_1938",0.00399493266760575,0.00891592962950415,0.0216355322829523,0.00811353383002129,0.0313614450048946,0.0251131088957949,0.0251692821906428,0.0207862927175788,0.0142177477178013,"AGID_1938","NAN","South Africa","South_Africa",-25.7552,27.8358,NA,1842.7,10,0.36,1.416345,"South_Africa_NA_NA"
"1048","AGID_1939",0.00577628124446704,0.0136017792080366,0.033880364017261,0.0125309803061885,0.0622561071824445,0.164262310014273,0.173291837542143,0.166726541588487,0.159710878412681,"AGID_1939","NAN","South Africa","South_Africa",-25.7552,27.8358,NA,13296.7,1033.3,0.21,3.145898,"South_Africa_NA_NA"
"1050","AGID_1940",0.00506823212889198,0.0108676460809048,0.0267403795365339,0.00979934216482043,0.0435326757604976,0.0559998569815085,0.0566631915363432,0.0495974644712889,0.0399804520752394,"AGID_1940","NAN","South Africa","South_Africa",-25.7552,27.8358,NA,597.7,300,0.26,1.361073,"South_Africa_NA_NA"
"1051","AGID_1941",0.00605635709344022,0.01236257415127,0.0311227583560981,0.0115832511351505,0.04041494092888,0.0291538455721915,0.0288644925077885,0.0235863490680727,0.0159391661683934,"AGID_1941","NAN","South Africa","South_Africa",-25.7479,27.8635,NA,74.7,8.3,1.06,0.57575,"South_Africa_NA_NA"
"1052","AGID_1942",0.00961032828988101,0.0201288652495088,0.0466189902876603,0.0172465015825047,0.0798289103074002,0.178113878026629,0.183329196652913,0.174268416685692,0.164900962724517,"AGID_1942","NAN","South Africa","South_Africa",-25.7479,27.8635,NA,5197.7,1466.7,0.16,1.47392,"South_Africa_NA_NA"
"1053","AGID_1943",0.00685411402382998,0.0157765575699255,0.0377966266792907,0.0137077292349378,0.0639266666757308,0.128533547098352,0.129249737007564,0.123512355345977,0.118467877678649,"AGID_1943","NAN","South Africa","South_Africa",-25.7479,27.8635,NA,9616.3,1566.7,0.01,2.263849,"South_Africa_NA_NA"
"1054","AGID_1944",0.00434819054447175,0.00866771460079382,0.0178815145967748,0.00696652652728823,0.0170712228579251,0.0110866663131191,0.0106841955769359,0.00927377876699211,0.00736210422551489,"AGID_1944","NAN","South Africa","South_Africa",-25.7479,27.8635,NA,146.4,16.7,1.19,1.476223,"South_Africa_NA_NA"
"1055","AGID_1945",0.00492097580952565,0.0102635203791989,0.0234927587227946,0.00906973247754968,0.0329008149221962,0.0322565639414949,0.0317175795164108,0.0277106702021468,0.0223748496556277,"AGID_1945","NAN","South Africa","South_Africa",-25.7479,27.8635,NA,1599.3,5,0.21,1.280468,"South_Africa_NA_NA"
"1056","AGID_1946",0.00497821323112211,0.0103871698268933,0.0228265564522587,0.0088348731642886,0.0219960776236898,0.0143696448773903,0.013954224616114,0.0119881497080305,0.0093112193386539,"AGID_1946","NAN","South Africa","South_Africa",-25.7479,27.8635,NA,3443,500,0.74,1.308104,"South_Africa_NA_NA"
"1057","AGID_1947",0.00742272169057839,0.0165106897425014,0.0400007950449233,0.014877722532838,0.0671086517845935,0.140167810964166,0.141441953656599,0.136238806635887,0.131960213516657,"AGID_1947","NAN","South Africa","South_Africa",-25.7479,27.8635,NA,11050.3,1833.3,0.02,2.383605,"South_Africa_NA_NA"
"1058","AGID_1948",0.00531900825906916,0.0114985473072394,0.028722418959757,0.0103166081393981,0.0387619780066346,0.0353884487910679,0.0352925999563864,0.0296445827570485,0.0218453076399382,"AGID_1948","NAN","South Africa","South_Africa",-25.7479,27.8635,NA,147.4,25,0.81,1.133076,"South_Africa_NA_NA"
"1059","AGID_1949",0.00414760581398148,0.00550083905998032,0.00872437711059472,0.00373029619369936,0.00314113232340767,0.000936856319887451,0.000815979403903964,0.000651306940565813,0.000441131090591585,"AGID_1949","NAN","South Africa","South_Africa",-25.453,29.288,NA,16.77,4.13,2.145,0.538902,"South_Africa_NA_NA"
"1061","AGID_1950",0.00390872594585437,0.00570413254518228,0.00920966962752252,0.003672627174406,0.00273306311819274,0.00075362111664779,0.000662256598516902,0.000525164672017619,0.00035062641181368,"AGID_1950","NAN","South Africa","South_Africa",-25.453,29.288,NA,16.17,2.76,2.23,0.637931,"South_Africa_NA_NA"
"1062","AGID_1951",0.00301210561717851,0.00407951531256037,0.00640895676210323,0.00227283495027059,0.0017964238149311,0.000540467224587016,0.000465781696609265,0.000365315664025,0.000241142531860605,"AGID_1951","NAN","South Africa","South_Africa",-25.453,29.288,NA,8.7,2.84,3.75,0.601083,"South_Africa_NA_NA"
"1063","AGID_1952",0.00326413054242332,0.00429242224186487,0.00651461290393419,0.0024242446268079,0.00194030446866768,0.000663994193851819,0.00057850243113686,0.000463035987373651,0.00033433074735606,"AGID_1952","NAN","South Africa","South_Africa",-25.453,29.288,NA,12.5,2.29,3.25,0.548114,"South_Africa_NA_NA"
"1064","AGID_1953",0.00253924285173344,0.00350208218573043,0.00689950526253348,0.00234853538151048,0.00262214447593981,0.000759135583337781,0.000657190167223705,0.000523310355707132,0.000345861127047807,"AGID_1953","NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,4,2.41,0.495145,"South_Africa_NA_NA"
"1065","AGID_1954",0.00232748580630481,0.00342057549580598,0.0062392168726136,0.00210721645295078,0.00196377949336085,0.000615848771078426,0.000537037998276114,0.000436389629428504,0.000302550797005238,"AGID_1954","NAN","South Africa","South_Africa",-25.453,29.288,NA,20.5,3.27,3.4,0.663264,"South_Africa_NA_NA"
"1066","AGID_1955",0.00260731274021964,0.00379060253871439,0.0064060380082958,0.00214028028958842,0.00178805066749738,0.000499721385275416,0.000432684304169352,0.000341951355995146,0.000218347464744498,"AGID_1955","NAN","South Africa","South_Africa",-25.453,29.288,NA,23.2,3.55,3.75,0.455994,"South_Africa_NA_NA"
"1067","AGID_1956",0.00331918766971757,0.00497789160835047,0.00872283171178067,0.00391173351458381,0.00334666387016159,0.000899949520987584,0.000793597798325873,0.000623392238284832,0.000387612227352597,"AGID_1956","NAN","South Africa","South_Africa",-25.453,29.288,NA,10.3,3.91,2.05,0.665567,"South_Africa_NA_NA"
"1068","AGID_1957",0.00499432205394537,0.0073398658187545,0.011498952960934,0.00698924846213465,0.0050671954855002,0.00122581831850812,0.00098790511466539,0.00059554157783177,7.63309573335783e-05,"AGID_1957","NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,6.58,1.18,0.741566,"South_Africa_NA_NA"
"1069","AGID_1958",0.00389651045088747,0.00437907882266108,0.00782953238445422,0.00403406206773823,0.00854600291859635,0.00309680246856944,0.00278230467833445,0.00224019492876204,0.00141267936267259,"AGID_1958","NAN","South Africa","South_Africa",-25.453,29.288,NA,141.87,18.4,0.675,0.683991,"South_Africa_NA_NA"
"1070","AGID_1959",0.00173456807702656,0.00208000507780392,0.00570945846478101,0.0019071204122576,0.00974080309198648,0.00307200193647699,0.00245867173105718,0.00155334999211647,8.56308100566715e-05,"AGID_1959","NAN","South Africa","South_Africa",-25.453,29.288,NA,354.59,19.89,0.61,0.879746,"South_Africa_NA_NA"
"1072","AGID_1960",0.0019495587538024,0.00240306596935998,0.00599329835093718,0.00253412447336518,0.0116803221726562,0.00391325674766552,0.00341267771149849,0.00272616139085604,0.00148792716586523,"AGID_1960","NAN","South Africa","South_Africa",-25.453,29.288,NA,250.9,21.2,0.515,0.688597,"South_Africa_NA_NA"
"1073","AGID_1961",0.00246838850575352,0.0029618661271178,0.0063987578816288,0.00293744084369586,0.00996413278859158,0.00355237369495048,0.00318023836638107,0.00255932193273231,0.0015134027681965,"AGID_1961","NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,22.3,0.54,1.034047,"South_Africa_NA_NA"
"1074","AGID_1962",0.0012095426183461,0.00168616790134314,0.00481787773211179,0.0019549691545978,0.00939809913880354,0.00314507750132506,0.00275307392884223,0.00220493585406134,0.00123106165338712,"AGID_1962","NAN","South Africa","South_Africa",-25.453,29.288,NA,350.4,20.1,0.55,0.709324,"South_Africa_NA_NA"
"1075","AGID_1963",0.00150964972491636,0.00179728230904002,0.00474332898658155,0.00191086678375887,0.0101433295074227,0.00344155826356814,0.00308182191944285,0.00245021617799741,0.00135399272900431,"AGID_1963","NAN","South Africa","South_Africa",-25.453,29.288,NA,265.6,26.9,0.65,0.960351,"South_Africa_NA_NA"
"1076","AGID_1964",0.00153869617532096,0.00190804869066883,0.00504576984357499,0.00207030360471313,0.0107066111572597,0.00402560600755822,0.00358365290193729,0.00284469264912339,0.00154614594683868,"AGID_1964","NAN","South Africa","South_Africa",-25.453,29.288,NA,277.84,20.9,0.375,0.610295,"South_Africa_NA_NA"
"1077","AGID_1965",0.001979802505915,0.0026498606538945,0.00549816490044282,0.00274787612765656,0.00553087158037567,0.00185904421646905,0.00164393200136652,0.00134097755846364,0.000856792925625665,"AGID_1965","NAN","South Africa","South_Africa",-25.453,29.288,NA,109.1,15.6,0.75,0.686294,"South_Africa_NA_NA"
"1078","AGID_1966",0.00210887961171985,0.00257470338557638,0.00593803910805906,0.00264370391712255,0.00896253965640461,0.00327123729459551,0.00288669608563613,0.00233932357234012,0.00143157805036493,"AGID_1966","NAN","South Africa","South_Africa",-25.453,29.288,NA,160,22.7,0.73,0.891261,"South_Africa_NA_NA"
"1079","AGID_1967",0.00217817612719228,0.00300950149026538,0.00635911901183995,0.00334296819458352,0.00707117485185286,0.00247763018612445,0.00217649677326249,0.00174429560424915,0.00105604654931096,"AGID_1967","NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,16.9,0.68,0.62181,"South_Africa_NA_NA"
"1080","AGID_1968",0.00245023809037472,0.00369541295370628,0.00586028090562151,0.00194817266236398,0.00142710744649552,0.000413584090097642,0.000355934787517996,0.000278123551613601,0.000179515385235438,"AGID_1968","NAN","South Africa","South_Africa",-25.453,29.288,NA,4.9,2.37,4.475,0.4606,"South_Africa_NA_NA"
"1081","AGID_1969",0.00346341022045074,0.00469270190826834,0.00639221488277629,0.00230067406229887,0.00153615735619322,0.000526515143577124,0.000455311306862164,0.000358223352693819,0.000249518177526495,"AGID_1969","NAN","South Africa","South_Africa",-25.453,29.288,NA,4.4,1.49,0.44,0.670173,"South_Africa_NA_NA"
"1083","AGID_1970",0.00218332583315252,0.00325179216957065,0.00477119534208516,0.00149693427157514,0.00101268793284534,0.000295959523756043,0.000255351525637033,0.000194558469997009,0.000119033185695732,"AGID_1970","NAN","South Africa","South_Africa",-25.453,29.288,NA,6.4,1.49,4.75,0.488236,"South_Africa_NA_NA"
"1084","AGID_1971",0.00231211711897819,0.00367767573750817,0.00586397112903144,0.0017239048518385,0.00119421502519487,0.000321766029927702,0.000280549124885627,0.000213441158753744,0.000128301052952241,"AGID_1971","NAN","South Africa","South_Africa",-25.453,29.288,NA,7.09,1.622,4.6,0.398419,"South_Africa_NA_NA"
"1085","AGID_1972",0.00409148378168606,0.0067344123184538,0.0106522799889735,0.00470589081204919,0.00300278744122087,0.000878927253566941,0.000777320151739288,0.000621999419431895,0.000407928692140915,"AGID_1972","NAN","South Africa","South_Africa",-25.453,29.288,NA,2.7,2.7,2.25,0.442176,"South_Africa_NA_NA"
"1086","AGID_1973",0.00496644876444196,0.00738616315246043,0.0113275176172405,0.006177443466195,0.00419394198583495,0.0011703329159456,0.00105680696038423,0.000828419964559353,0.000514743988436498,"AGID_1973","NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,4.27,1.55,0.73696,"South_Africa_NA_NA"
"1087","AGID_1974",0.00263873984629383,0.00331843714538207,0.00418442480076099,0.00159737913346455,0.00103721479129214,0.000406350625675798,0.000349991134052798,0.000278887804137814,0.000207427696946132,"AGID_1974","NAN","South Africa","South_Africa",-25.453,29.288,NA,1.72,1.03,5.67,0.679385,"South_Africa_NA_NA"
"1088","AGID_1975",0.0024480272514882,0.00286059689626646,0.00340719615189233,0.00133619538106137,0.000861761774881424,0.000340142412608483,0.00028738045952175,0.000222065968628734,0.000161178003608637,"AGID_1975","NAN","South Africa","South_Africa",-25.453,29.288,NA,0.54,0.98,6.85,0.405328,"South_Africa_NA_NA"
"1089","AGID_1976",0.00179073029927099,0.0023751092830677,0.00292595817080756,0.000979932139251901,0.000612689608188377,0.000225936462708769,0.000182883198895159,0.000132386139305934,9.22772559246422e-05,"AGID_1976","NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,1.13,6.38,0.485933,"South_Africa_NA_NA"
"1090","AGID_1977",0.00181021601534283,0.00261332165817371,0.00336519707104708,0.00105903466868527,0.000648445085133624,0.000216581229667976,0.000186228568061156,0.000149522791487929,0.000107101480198136,"AGID_1977","NAN","South Africa","South_Africa",-25.453,29.288,NA,0.96,0.91,6.95,0.635628,"South_Africa_NA_NA"
"1091","AGID_1978",0.00144115615801738,0.00215019054599021,0.002774297908017,0.000828519115196905,0.000500447792635782,0.000159895444064949,0.000140512897923637,0.000105643405651147,6.53634103268415e-05,"AGID_1978","NAN","South Africa","South_Africa",-25.453,29.288,NA,0.76,0.93,7.05,0.536599,"South_Africa_NA_NA"
"1092","AGID_1979",0.00149075150388733,0.00216527973301178,0.00276447259128659,0.000815302033733692,0.00051075055992451,0.000209554248958842,0.000188552650019952,0.00015256599769188,0.000115694074598274,"AGID_1979","NAN","South Africa","South_Africa",-25.453,29.288,NA,1.05,1.75,8.7,0.571144,"South_Africa_NA_NA"
"1094","AGID_1980",0.0015103879098047,0.00212630411655251,0.00317365869435921,0.00161464342425919,0.00102705841543793,0.000348670686181778,0.000315291013770478,0.000248151488190942,0.000171547025543641,"AGID_1980","NAN","South Africa","South_Africa",-25.453,29.288,NA,0.7,2.37,3.05,0.479024,"South_Africa_NA_NA"
"1095","AGID_1981",0.00142093413089896,0.00209935039771351,0.00308992665167748,0.001619702210027,0.00104212937482821,0.000297987102489155,0.000268888404573664,0.000213249212578137,0.000136941378320195,"AGID_1981","NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,1.533,3.45,0.810656,"South_Africa_NA_NA"
"1096","AGID_1982",0.00417408990626855,0.00602213425712343,0.00899433731832174,0.0041364507943442,0.0028080442819061,0.000460220597241631,0.000206695660510483,0.000424870396536289,0.000735857822829769,"AGID_1982","NAN","South Africa","South_Africa",-25.453,29.288,NA,5.22,5.1,1.34,0.527387,"South_Africa_NA_NA"
