"","station_id","B1","B2","B3","B4","B5","B6","B7","B8","B8A","id","organization","region","local","lat","long","date","chla","tss","secchi","acdom440","local_year_month"
"15","AGID_1008",0.00911926400891866,0.0151823068473369,0.028426383713961,0.0365459991017362,0.0348374046386357,0.0165987025591907,0.0168784139725874,0.0145219195011467,0.0101677136253169,"AGID_1008","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.67964,117.38,2009-08-25,11.5,58,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"16","AGID_1009",0.00846969882624266,0.0140909690421174,0.0262466093709912,0.0331772453040958,0.0312452899375122,0.0141319327244519,0.0142500855173714,0.0119283686505567,0.00797021577895501,"AGID_1009","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.63969,117.347,2009-08-25,9.6,66,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"18","AGID_1010",0.0184847767958507,0.0264549264886557,0.0451268293950352,0.0513501878616643,0.0464280460157568,0.022761831725307,0.0225974736952132,0.019019713825918,0.0136245557423443,"AGID_1010","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.468,117.493,2009-08-26,9.2,26,0.15,NA,"Nechad_Matchups_North_Sea_2009_08"
"19","AGID_1011",0.0117874940503771,0.020108920891252,0.0383595699872603,0.0456434635348818,0.039679603679417,0.0148213326243794,0.0145552735631351,0.0120086566050651,0.00787882953377984,"AGID_1011","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.51242,117.436,2009-08-26,5.2,26,0.15,NA,"Nechad_Matchups_North_Sea_2009_08"
"20","AGID_1012",0.01084882228007,0.0183880163819165,0.0351000073178658,0.0436073309809137,0.0404386456888387,0.0169584588858539,0.0167933209777989,0.0139436962592141,0.00926248588083201,"AGID_1012","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.44678,117.52,2009-08-26,11.9,82,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"21","AGID_1013",0.0116640048826298,0.0195478805332022,0.0371235439475767,0.0472938007996744,0.0453037332401941,0.0216370044284892,0.0216738970288166,0.0188825777853839,0.013718269084634,"AGID_1013","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.43431,117.538,2009-08-26,16.3,20,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"22","AGID_1014",0.0105285027530997,0.018092512447001,0.0352279142663344,0.0445106572289508,0.0415104074502541,0.0179393184242239,0.0178981073747494,0.015022147504763,0.0102520012300313,"AGID_1014","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.42094,117.554,2009-08-26,13,48,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"23","AGID_1015",0.0111299650172841,0.0185844773846194,0.0351505988613432,0.0441613702094463,0.0411186389119981,0.0183848559232236,0.0184127014827434,0.0156837279615229,0.0110389680983484,"AGID_1015","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.40728,117.568,2009-08-26,9.1,52,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"24","AGID_1016",0.0109341203378487,0.0183685725248172,0.0348010162273326,0.0418780032697195,0.0380368500356529,0.0155067910237654,0.0152108643141926,0.0126477338223572,0.00841429455358648,"AGID_1016","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.396,117.583,2009-08-26,11.5,41,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"25","AGID_1017",0.00946765419418944,0.0159784047353014,0.0298243092550885,0.0353209762671418,0.0318785443956189,0.0124039688813585,0.0122682966766148,0.0101078856096231,0.00649577034920506,"AGID_1017","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.38714,117.596,2009-08-26,8.4,38,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"26","AGID_1018",0.00909108729065279,0.0154811180790929,0.0288204167425751,0.0308229783128311,0.0260821493857676,0.00885767910065154,0.00862372971466254,0.00698231236882115,0.0043335750393991,"AGID_1018","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.37983,117.611,2009-08-26,10.7,42,0.15,NA,"Nechad_Matchups_North_Sea_2009_08"
"27","AGID_1019",0.00752644499969928,0.0124192257015361,0.0210154392832911,0.0196955819557483,0.0165652652441174,0.00520022637142665,0.0050840665107231,0.00415806032004856,0.00258246856132859,"AGID_1019","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.37758,117.634,2009-08-26,6.7,54,0.2,NA,"Nechad_Matchups_North_Sea_2009_08"
"29","AGID_1020",0.00836009263946876,0.0142478325576591,0.0252301290589873,0.0268509197389434,0.0234240855414395,0.0074112518568088,0.00724853498688957,0.00608374508365771,0.00378287505914602,"AGID_1020","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.89322,117.403,2009-08-27,4.1,40,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"30","AGID_1021",0.00822097656661283,0.0142995144818674,0.0254317424757274,0.0265690891722363,0.0232474595042553,0.00767730465600813,0.00756649418004137,0.00618524262156955,0.00371775397712076,"AGID_1021","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.87383,117.397,2009-08-27,3.4,76,0.2,NA,"Nechad_Matchups_North_Sea_2009_08"
"31","AGID_1022",0.00780066760135996,0.0136074599097069,0.0240601363212306,0.0226452441637697,0.0181851872228567,0.0053884003430424,0.00525156224245154,0.00417897919739976,0.00248205227462823,"AGID_1022","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.85617,117.389,2009-08-27,5.5,52,0.45,NA,"Nechad_Matchups_North_Sea_2009_08"
"32","AGID_1023",0.0101924014365639,0.0172554400415589,0.0309285730305788,0.0316322299548994,0.0260690013679892,0.00927488499436096,0.00897807397795215,0.00722128460446507,0.00454360203129842,"AGID_1023","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.82894,117.376,2009-08-27,6,8,0.25,NA,"Nechad_Matchups_North_Sea_2009_08"
"33","AGID_1024",0.0101558397319296,0.0171415597413603,0.0324816918329325,0.0402974595699007,0.0363728726584721,0.0144782198619826,0.0142290905569167,0.0118689732875943,0.00789324066644132,"AGID_1024","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.77864,117.346,2009-08-27,4.8,8,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"34","AGID_1025",0.0112959197943764,0.0183368559689145,0.0337562574246601,0.0425055997041867,0.0390350632708532,0.0176207339131629,0.0175730215427666,0.014768364506152,0.0102441648140282,"AGID_1025","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.72175,117.323,2009-08-27,7.6,28,0.15,NA,"Nechad_Matchups_North_Sea_2009_08"
"35","AGID_1026",0.0139570263924502,0.0220941883838759,0.04055714994346,0.0510948045093452,0.0468696847795648,0.0210279241810694,0.0202860863539557,0.0177303740681004,0.0131723689136304,"AGID_1026","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.66717,117.305,2009-08-27,5,87,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"36","AGID_1027",0.00955916469101548,0.0156375532195486,0.0288829045113891,0.0366655011512475,0.0337880876632179,0.0151672362585314,0.0152409215995451,0.0127270024422901,0.00868419317996948,"AGID_1027","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.609,117.294,2009-08-27,11.5,92,0.1,NA,"Nechad_Matchups_North_Sea_2009_08"
"37","AGID_1028",0.00876943857509316,0.0144066372588456,0.0262691996399227,0.0331536676997208,0.0301948577267329,0.0127685603928074,0.0128565261920973,0.0105695898120265,0.00690887054129537,"AGID_1028","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.58217,117.273,2009-08-27,8.5,58,0.15,NA,"Nechad_Matchups_North_Sea_2009_08"
"38","AGID_1029",0.00860841423030031,0.0140327347291564,0.0253315184633088,0.0313908465449111,0.0284008385537519,0.0118287235377477,0.0119083510264007,0.00969768258010143,0.00623079155518858,"AGID_1029","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.57342,117.226,2009-08-27,6.9,20,0.15,NA,"Nechad_Matchups_North_Sea_2009_08"
"40","AGID_1030",0.00836150374672972,0.0135156342215755,0.0242120247316017,0.0297822497451607,0.0270224350629531,0.0113220033823418,0.0114517492380421,0.00932093422080335,0.00598643229172875,"AGID_1030","NAN","Indonesia","Nechad_Matchups_North_Sea",-0.55775,117.184,2009-08-27,7.9,58,0.15,NA,"Nechad_Matchups_North_Sea_2009_08"
"1043","AGID_1934",0.00553031426142575,0.0114539125723152,0.0274271715663322,0.0101952519454379,0.0222933313741374,0.00903374613162055,0.00849061829367713,0.00686339339479214,0.00428196524735679,"AGID_1934","NAN","South Africa","South_Africa",-25.7552,27.8358,NA,327.1,29.3,0.38,0.177331,"South_Africa_NA_NA"
"1044","AGID_1935",0.00806047061290775,0.0140500127649482,0.0273433862810849,0.0103498610859815,0.0191486416807161,0.0074811093049438,0.00697724095394991,0.00562010994583828,0.00365869736618181,"AGID_1935","NAN","South Africa","South_Africa",-25.7552,27.8358,NA,69.6,14.8,1.2,1.12847,"South_Africa_NA_NA"
"1045","AGID_1936",0.0051845606130155,0.0102219105641113,0.0233927405764927,0.0084038809561395,0.0290802784821579,0.0241966513047584,0.0232466030791037,0.0200050222209042,0.0155721595500456,"AGID_1936","NAN","South Africa","South_Africa",-25.7552,27.8358,NA,1503.3,2533.3,0.61,2.047367,"South_Africa_NA_NA"
"1046","AGID_1937",0.00784473826807543,0.0124489858234307,0.0242675808326577,0.0105299467967767,0.0290350518948851,0.0203282035553702,0.0194371948602645,0.0161162123077734,0.0112840620358438,"AGID_1937","NAN","South Africa","South_Africa",-25.7552,27.8358,NA,362.5,37.7,0.73,1.28968,"South_Africa_NA_NA"
"1047","AGID_1938",0.00397023572082941,0.00888946870451366,0.0218201287411968,0.00805433690777753,0.0310529426763296,0.0254949544443346,0.0248076385583312,0.0206958769533174,0.0142946638671297,"AGID_1938","NAN","South Africa","South_Africa",-25.7552,27.8358,NA,1842.7,10,0.36,1.416345,"South_Africa_NA_NA"
"1048","AGID_1939",0.0057396347289483,0.0135604151979147,0.0341892880215388,0.0124290426888448,0.0612930380063133,0.162773428151355,0.173269931981635,0.1666537695151,0.1598133774951,"AGID_1939","NAN","South Africa","South_Africa",-25.7552,27.8358,NA,13296.7,1033.3,0.21,3.145898,"South_Africa_NA_NA"
"1050","AGID_1940",0.00504091743189526,0.0108367478509534,0.0269802671064609,0.00972311290682512,0.0429921100156507,0.0563187808502938,0.0562267343341402,0.0494717231877133,0.0401040235474862,"AGID_1940","NAN","South Africa","South_Africa",-25.7552,27.8358,NA,597.7,300,0.26,1.361073,"South_Africa_NA_NA"
"1051","AGID_1941",0.00602858792788389,0.0123269441254841,0.0313426063931435,0.0115004459316798,0.040063852307035,0.0296298941325841,0.0284576852522054,0.0234810235903573,0.0160272752521304,"AGID_1941","NAN","South Africa","South_Africa",-25.7479,27.8635,NA,74.7,8.3,1.06,0.57575,"South_Africa_NA_NA"
"1052","AGID_1942",0.00956109518174993,0.0200748535905474,0.0470227888799004,0.0171097526948453,0.0786872645688212,0.177060069753677,0.183323964539378,0.174172511535518,0.165019359448418,"AGID_1942","NAN","South Africa","South_Africa",-25.7479,27.8635,NA,5197.7,1466.7,0.16,1.47392,"South_Africa_NA_NA"
"1053","AGID_1943",0.00680979011421599,0.0157307832015425,0.0381319604486646,0.0135982041052341,0.0630528378179563,0.127967252480805,0.129412867769494,0.123464458502063,0.118542715172639,"AGID_1943","NAN","South Africa","South_Africa",-25.7479,27.8635,NA,9616.3,1566.7,0.01,2.263849,"South_Africa_NA_NA"
"1054","AGID_1944",0.00432458491645078,0.00864451973404414,0.0180057789564706,0.00692083894055713,0.0169909615744758,0.0112200512278165,0.0106049606372133,0.00924803275102999,0.00738349586799203,"AGID_1944","NAN","South Africa","South_Africa",-25.7479,27.8635,NA,146.4,16.7,1.19,1.476223,"South_Africa_NA_NA"
"1055","AGID_1945",0.00489486332618616,0.0102357640491818,0.0236847714480367,0.00900474066701127,0.0325898867703096,0.0325279277535714,0.0314992256666135,0.0276407531841416,0.0224437938976424,"AGID_1945","NAN","South Africa","South_Africa",-25.7479,27.8635,NA,1599.3,5,0.21,1.280468,"South_Africa_NA_NA"
"1056","AGID_1946",0.00494919550524398,0.0103572692361561,0.0229689742943388,0.00877496445146589,0.0218918965071738,0.0145464312194169,0.0138397225229495,0.0119524511232537,0.0093433774095926,"AGID_1946","NAN","South Africa","South_Africa",-25.7479,27.8635,NA,3443,500,0.74,1.308104,"South_Africa_NA_NA"
"1057","AGID_1947",0.00737944415487039,0.0164645436285414,0.0403306176193141,0.0147561711271291,0.0661822184551391,0.139456024671491,0.14167836009378,0.136200624616489,0.132038071707881,"AGID_1947","NAN","South Africa","South_Africa",-25.7479,27.8635,NA,11050.3,1833.3,0.02,2.383605,"South_Africa_NA_NA"
"1058","AGID_1948",0.00529034893547323,0.0114650980822349,0.0289418927999293,0.0102336231373575,0.0383860615747003,0.035796508119718,0.0349205088716237,0.0295418147236693,0.0219428174469416,"AGID_1948","NAN","South Africa","South_Africa",-25.7479,27.8635,NA,147.4,25,0.81,1.133076,"South_Africa_NA_NA"
"1059","AGID_1949",0.00413796145674596,0.00549117014700269,0.00869035576922446,0.00370252694853122,0.00315986892516262,0.000958002321863424,0.000811855287421386,0.00064840927794061,0.000444229866818886,"AGID_1949","NAN","South Africa","South_Africa",-25.453,29.288,NA,16.77,4.13,2.145,0.538902,"South_Africa_NA_NA"
"1061","AGID_1950",0.0038953449822313,0.0056918970803876,0.00917968508867673,0.00364687595554476,0.00275197458778664,0.00077109682060976,0.000657344513301908,0.00052289001638069,0.0003519627820057,"AGID_1950","NAN","South Africa","South_Africa",-25.453,29.288,NA,16.17,2.76,2.23,0.637931,"South_Africa_NA_NA"
"1062","AGID_1951",0.00300583794964454,0.00407175524031045,0.00639077180087576,0.00225657158362124,0.00180852641206064,0.000552761077463817,0.000463353468358478,0.000363830127061344,0.00024271022806968,"AGID_1951","NAN","South Africa","South_Africa",-25.453,29.288,NA,8.7,2.84,3.75,0.601083,"South_Africa_NA_NA"
"1063","AGID_1952",0.00325778699846488,0.00428507646448201,0.00649624775236725,0.00240821904492774,0.0019523789201655,0.000675452571101164,0.000577816981997976,0.000461374057118556,0.000335901505722538,"AGID_1952","NAN","South Africa","South_Africa",-25.453,29.288,NA,12.5,2.29,3.25,0.548114,"South_Africa_NA_NA"
"1064","AGID_1953",0.00253396401989957,0.00349482650159275,0.00685643506557408,0.00232421486856455,0.00263484786084409,0.000776396207839208,0.000652895661183695,0.000520970606789657,0.000347522987895896,"AGID_1953","NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,4,2.41,0.495145,"South_Africa_NA_NA"
"1065","AGID_1954",0.00231990043114042,0.00341289976764025,0.00621028352604172,0.00208931230234864,0.00197482566859492,0.000628385203602607,0.000533733122403371,0.000434620876306536,0.000304098191182864,"AGID_1954","NAN","South Africa","South_Africa",-25.453,29.288,NA,20.5,3.27,3.4,0.663264,"South_Africa_NA_NA"
"1066","AGID_1955",0.0025990778989094,0.00378220064064272,0.00638348454830561,0.00212334013242436,0.00179950081020251,0.000511413719288172,0.000427195486666751,0.000340346732788195,0.000219155163268252,"AGID_1955","NAN","South Africa","South_Africa",-25.453,29.288,NA,23.2,3.55,3.75,0.455994,"South_Africa_NA_NA"
"1067","AGID_1956",0.00330642005804249,0.00496647567088492,0.00868012056314452,0.00388227865562684,0.00336688707617331,0.000924064627989569,0.000784137415906618,0.000620233191293676,0.000390264219459005,"AGID_1956","NAN","South Africa","South_Africa",-25.453,29.288,NA,10.3,3.91,2.05,0.665567,"South_Africa_NA_NA"
"1068","AGID_1957",0.00497124767156466,0.00732445312561723,0.011453779456074,0.00695950903758885,0.00509948350554034,0.00126438988576861,0.000980117947812442,0.000588408054180566,6.89482885183413e-05,"AGID_1957","NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,6.58,1.18,0.741566,"South_Africa_NA_NA"
"1069","AGID_1958",0.0038953631138989,0.00437436546916398,0.00776564531476937,0.00399073647362599,0.0085231288389372,0.00317130599740375,0.00274545127106221,0.0022284817740178,0.0014222178857209,"AGID_1958","NAN","South Africa","South_Africa",-25.453,29.288,NA,141.87,18.4,0.675,0.683991,"South_Africa_NA_NA"
"1070","AGID_1959",0.00173255562963346,0.00207619615699357,0.00563747556329598,0.00187031520198191,0.00966198890142091,0.00317484447639147,0.00242126345123704,0.00153294280728787,8.00172383660522e-05,"AGID_1959","NAN","South Africa","South_Africa",-25.453,29.288,NA,354.59,19.89,0.61,0.879746,"South_Africa_NA_NA"
"1072","AGID_1960",0.00194840655836793,0.00239887142869036,0.00592005802470398,0.00249790044346524,0.0115676466126728,0.00404221969628693,0.0033434017504006,0.00270767667540475,0.00149935182102923,"AGID_1960","NAN","South Africa","South_Africa",-25.453,29.288,NA,250.9,21.2,0.515,0.688597,"South_Africa_NA_NA"
"1073","AGID_1961",0.00246677048042694,0.00295727340285396,0.0063322792723447,0.00289951281970232,0.0098940065923172,0.00365166227041188,0.00312718964682553,0.00254407401533743,0.00152414262525732,"AGID_1961","NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,22.3,0.54,1.034047,"South_Africa_NA_NA"
"1074","AGID_1962",0.00120742091157878,0.00168206124434811,0.00475471207472164,0.00192498614605221,0.00931316246680194,0.00324467446326043,0.00269944017004666,0.00219042956544223,0.00123992879995133,"AGID_1962","NAN","South Africa","South_Africa",-25.453,29.288,NA,350.4,20.1,0.55,0.709324,"South_Africa_NA_NA"
"1075","AGID_1963",0.0015098635378488,0.00179436515006381,0.00468206365864042,0.00188183679135794,0.0100398483605202,0.00354718695334833,0.00301928500884654,0.00243357227367633,0.00136451120090242,"AGID_1963","NAN","South Africa","South_Africa",-25.453,29.288,NA,265.6,26.9,0.65,0.960351,"South_Africa_NA_NA"
"1076","AGID_1964",0.0015384372746255,0.00190449456004507,0.00498056150000487,0.00203845132352259,0.0105995509293557,0.00414817123401377,0.00351398782884737,0.00282542831413989,0.00155930479700748,"AGID_1964","NAN","South Africa","South_Africa",-25.453,29.288,NA,277.84,20.9,0.375,0.610295,"South_Africa_NA_NA"
"1077","AGID_1965",0.00197603123272536,0.00264455978737848,0.00544894224785151,0.00271726662724301,0.00552462048368855,0.00190645562415176,0.00162286749350081,0.00133425386078078,0.000862369154903809,"AGID_1965","NAN","South Africa","South_Africa",-25.453,29.288,NA,109.1,15.6,0.75,0.686294,"South_Africa_NA_NA"
"1078","AGID_1966",0.00210818348491359,0.00257013503184764,0.00587281041924824,0.00260618948544022,0.00891155131322238,0.00335646252176632,0.00284171258602974,0.00232649919703491,0.00144181191462101,"AGID_1966","NAN","South Africa","South_Africa",-25.453,29.288,NA,160,22.7,0.73,0.891261,"South_Africa_NA_NA"
"1079","AGID_1967",0.00217270026122127,0.00300303206177105,0.00630125065444569,0.00330553979712635,0.00705703012598166,0.00254107703266082,0.00214587869467664,0.00173477342152774,0.00106378250627408,"AGID_1967","NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,16.9,0.68,0.62181,"South_Africa_NA_NA"
"1080","AGID_1968",0.00244212538159379,0.00368665425520391,0.00584921464763848,0.00193477528300092,0.00143729495830729,0.000423352316179814,0.000353809046981899,0.000276794139695471,0.000180866067249651,"AGID_1968","NAN","South Africa","South_Africa",-25.453,29.288,NA,4.9,2.37,4.475,0.4606,"South_Africa_NA_NA"
"1081","AGID_1969",0.0034554318357554,0.00468428594229257,0.00638973419994739,0.00228829462693105,0.00154673843012126,0.000535038050763077,0.000453745676259078,0.000356916174128426,0.000250187129120188,"AGID_1969","NAN","South Africa","South_Africa",-25.453,29.288,NA,4.4,1.49,0.44,0.670173,"South_Africa_NA_NA"
"1083","AGID_1970",0.00217603452847243,0.00324443680555763,0.00476803772044924,0.00148760532312907,0.001020206867533,0.000302569774479104,0.00025257034229148,0.000193597686357507,0.000120095380132784,"AGID_1970","NAN","South Africa","South_Africa",-25.453,29.288,NA,6.4,1.49,4.75,0.488236,"South_Africa_NA_NA"
"1084","AGID_1971",0.00230262497036176,0.00366840776133528,0.00585530800232686,0.00171212185384241,0.0012032491162509,0.000329301658332784,0.000278101858375469,0.000212391847948918,0.000129140889108764,"AGID_1971","NAN","South Africa","South_Africa",-25.453,29.288,NA,7.09,1.622,4.6,0.398419,"South_Africa_NA_NA"
"1085","AGID_1972",0.00407074780782036,0.00671692592194731,0.0106229633539224,0.00468283133540508,0.00302484307939065,0.000897500323240803,0.000771622057267614,0.000619096897790105,0.000410878269179717,"AGID_1972","NAN","South Africa","South_Africa",-25.453,29.288,NA,2.7,2.7,2.25,0.442176,"South_Africa_NA_NA"
"1086","AGID_1973",0.00494502942846834,0.00737032993777683,0.0112892761116195,0.00615054159041206,0.00422255049706631,0.00119935147339501,0.00104449350647489,0.000824270481439364,0.000518114503599133,"AGID_1973","NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,4.27,1.55,0.73696,"South_Africa_NA_NA"
"1087","AGID_1974",0.00263551900840963,0.00331361583017367,0.00418466731883391,0.00158995894945335,0.00104425331312744,0.000412355443557243,0.00035068547616556,0.000278264013347948,0.000208266800054908,"AGID_1974","NAN","South Africa","South_Africa",-25.453,29.288,NA,1.72,1.03,5.67,0.679385,"South_Africa_NA_NA"
"1088","AGID_1975",0.00244675795912517,0.00285753877637812,0.003408273807439,0.0013302553879081,0.00086767947857298,0.000345052593842794,0.000287495027897913,0.000221375311572889,0.00016202789621921,"AGID_1975","NAN","South Africa","South_Africa",-25.453,29.288,NA,0.54,0.98,6.85,0.405328,"South_Africa_NA_NA"
"1089","AGID_1976",0.00178743146485109,0.0023711269940797,0.00292917762550939,0.000975340217551772,0.000616823594404293,0.000229008829384618,0.000184697512492531,0.000131859927825986,9.26415239126924e-05,"AGID_1976","NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,1.13,6.38,0.485933,"South_Africa_NA_NA"
"1090","AGID_1977",0.00180542271001161,0.00260792935177893,0.00336874978849792,0.00105383810514057,0.000653341406848915,0.000220608898177436,0.000185988855130746,0.000148924972134192,0.00010781887184594,"AGID_1977","NAN","South Africa","South_Africa",-25.453,29.288,NA,0.96,0.91,6.95,0.635628,"South_Africa_NA_NA"
"1091","AGID_1978",0.00143660059472843,0.00214548702162824,0.00277831418261797,0.000824063285150456,0.00050431624445101,0.00016277304156736,0.000140195882462708,0.000105090093485277,6.59281329462338e-05,"AGID_1978","NAN","South Africa","South_Africa",-25.453,29.288,NA,0.76,0.93,7.05,0.536599,"South_Africa_NA_NA"
"1092","AGID_1979",0.00148664671566156,0.00216085643943551,0.00276870393167525,0.000811263035386704,0.000514340083396229,0.000212586469610571,0.000188443498269078,0.000152252936413188,0.000116504469688568,"AGID_1979","NAN","South Africa","South_Africa",-25.453,29.288,NA,1.05,1.75,8.7,0.571144,"South_Africa_NA_NA"
"1094","AGID_1980",0.00150625125979057,0.00212220639017325,0.00316349686013439,0.0016086742741282,0.0010341719205924,0.000355069116886423,0.000312436818769959,0.00024710688282975,0.000172795375699979,"AGID_1980","NAN","South Africa","South_Africa",-25.453,29.288,NA,0.7,2.37,3.05,0.479024,"South_Africa_NA_NA"
"1095","AGID_1981",0.00141621767996536,0.00209486808301094,0.00308153989349349,0.00161394277921117,0.00104959561667564,0.000305168029200532,0.000265883749583109,0.00021221036226904,0.000138548539581964,"AGID_1981","NAN","South Africa","South_Africa",-25.453,29.288,NA,NA,1.533,3.45,0.810656,"South_Africa_NA_NA"
"1096","AGID_1982",0.00415542959986172,0.00600988098727886,0.0089777308848568,0.00411636476650403,0.00282900571251286,0.000482632749111113,0.000212586140070716,0.000425826079289345,0.000724197654134601,"AGID_1982","NAN","South Africa","South_Africa",-25.453,29.288,NA,5.22,5.1,1.34,0.527387,"South_Africa_NA_NA"
