"","station_id","B1","B2","B3","B4","B5","B6","B7","B8","B8A","id","organization","region","local","lat","long","date","chla","tss","secchi","acdom440","local_year_month"
"16","BuaBua_07_2016_Ponto_01",0.00317212350471021,0.00477001985102091,0.00432216282703998,0.00359965010474948,0.00162229992603494,0.0014063610372085,0.00110687766206654,0.000772930274371307,0.000772930274371307,"92","LabISA-INPE","AMZ","BuaBua",-2.88453,-64.9766,"2016-08-01",6.41,6.7145,1.6,2.99,"BuaBua_2016_08"
"17","BuaBua_07_2016_Ponto_01_R",0.00157336015201531,0.00269107481177684,0.00212638261859496,0.00202945891315004,0.000687986577510004,0.000615734163069364,0.000479224161969598,0.000319980545817183,0.000319980545817183,"92","LabISA-INPE","AMZ","BuaBua",-2.88467,-64.9762,"2016-08-13",19.325,5,1.6,2.39,"BuaBua_2016_08"
"18","BuaBua_07_2016_Ponto_02",0.00232605653118492,0.00357241997500029,0.00302900687471279,0.00236163831028748,0.000872885227256919,0.000658713370825948,0.000418048137025001,0.000124158795001853,0.000124158795001853,"92","LabISA-INPE","AMZ","BuaBua",-2.90015,-64.986,"2016-08-01",2.66,5.5715,1.9,2.83,"BuaBua_2016_08"
"19","BuaBua_07_2016_Ponto_02_R",0.00204767067774699,0.00298060837990987,0.00261804789579553,0.00220555652183311,0.000943358311538829,0.000886037354462047,0.00070070615467167,0.000515853068314942,0.000515853068314942,"92","LabISA-INPE","AMZ","BuaBua",-2.89962,-64.986,"2016-08-13",12.87,3.4285,1.5,2.34,"BuaBua_2016_08"
"20","BuaBua_07_2016_Ponto_03",0.00197026937753998,0.00380988842718644,0.0034874397973364,0.00267650606983992,0.000772082938361852,0.00070544429321902,0.000543143409650106,0.000324833147545548,0.000324833147545548,"92","LabISA-INPE","AMZ","BuaBua",-2.90153,-64.9751,"2016-07-30",4.745,12.713,1.7,3.2,"BuaBua_2016_07"
"21","BuaBua_07_2016_Ponto_03_R",0.00153595309709049,0.00244572395403932,0.00204542706724349,0.00175484050783706,0.000616619507836253,0.000557192910861477,0.000439430716224468,0.000301373651682456,0.000301373651682456,"92","LabISA-INPE","AMZ","BuaBua",-2.90046,-64.9744,"2016-08-13",8.09,3.714,1.7,2.31,"BuaBua_2016_08"
"22","BuaBua_07_2016_Ponto_04",0.00271207076032842,0.00407900475235071,0.00331514158737059,0.00249492058105145,0.000849964164099378,0.000658619531674488,0.00031464883373407,5.7018695689547e-05,5.7018695689547e-05,"92","LabISA-INPE","AMZ","BuaBua",-2.89226,-64.9801,"2016-08-01",3.625,5.714,2,3.06,"BuaBua_2016_08"
"23","BuaBua_07_2016_Ponto_04_R",0.00204352106652245,0.00325527658577215,0.00270045792556011,0.00226955872570584,0.000787055222080797,0.000745246188146381,0.000588668343874521,0.000409381663486257,0.000409381663486257,"92","LabISA-INPE","AMZ","BuaBua",-2.8924,-64.9806,"2016-08-17",10.63,4,1.8,2.93,"BuaBua_2016_08"
"24","BuaBua_07_2016_Ponto_05",0.00194913838315371,0.00319008033636194,0.00277425894839266,0.00204372136161168,0.000608958784548292,0.000551683630100372,0.000428268816195029,0.000269257432769107,0.000269257432769107,"92","LabISA-INPE","AMZ","BuaBua",-2.89609,-64.9777,"2016-07-30",2.35,4.857,1.8,2.8,"BuaBua_2016_07"
"25","BuaBua_07_2016_Ponto_05_R",0.00172664572563435,0.00286617356182662,0.00233280842400628,0.00192398285699604,0.000659526768104318,0.000616774412570865,0.000485091877300262,0.000336956023240199,0.000336956023240199,"92","LabISA-INPE","AMZ","BuaBua",-2.8959,-64.9779,"2016-08-17",5.51,4.5555,2,2.77,"BuaBua_2016_08"
"26","BuaBua_07_2016_Ponto_06",0.00228244740626178,0.00358641259999068,0.00306421912146121,0.00246940970357493,0.000686765012823675,0.000489807893685161,0.000215654438527608,-6.14851558496484e-05,-6.14851558496484e-05,"92","LabISA-INPE","AMZ","BuaBua",-2.88943,-64.976,"2016-07-30",8.995,5.143,1.6,3.16,"BuaBua_2016_07"
"27","BuaBua_07_2016_Ponto_06_R",0.00171950383449132,0.0027666403465068,0.00232347215611727,0.0019519777768716,0.000680285494248818,0.000636086673888179,0.000496958869302053,0.000332250009591719,0.000332250009591719,"92","LabISA-INPE","AMZ","BuaBua",-2.8899,-64.9756,"2016-08-17",11.825,4.3335,1.9,NA,"BuaBua_2016_08"
"28","Cerrado_08_2019_Ponto_01",0.00867883097268952,0.0181954855869127,0.0165056215471419,0.0153897436161256,0.00632225795954507,0.00653203095065362,0.00564051262386702,0.00462402956453051,0.00462402956453051,"64","LabISA-INPE","AMZ","Cerrado",-4.729,-66.7,"2019-08-17",NA,NA,0.23,NA,"Cerrado_2019_08"
"29","Cerrado_08_2019_Ponto_02",0.00726336043092481,0.0129525189080135,0.0113383636768165,0.0104931585457967,0.00490788517125559,0.00510514715573036,0.00456716451843555,0.00386059723102813,0.00386059723102813,"64","LabISA-INPE","AMZ","Cerrado",-4.739,-66.7,"2019-08-17",NA,NA,0.28,NA,"Cerrado_2019_08"
"30","Cerrado_08_2019_Ponto_03",0.0107154547983686,0.0187835321796696,0.0172937293491624,0.0157815375993467,0.00532004555832177,0.0052963455351225,0.00431354227206979,0.00272675516684729,0.00272675516684729,"64","LabISA-INPE","AMZ","Cerrado",-4.748,-66.7,"2019-08-17",NA,NA,1.88,NA,"Cerrado_2019_08"
"31","Cerrado_08_2019_Ponto_04",0.00624941963418631,0.0086775513683499,0.00786672034051899,0.00739473357978474,0.00580912407856588,0.00635275454327224,0.00597400563130524,0.00623094253636173,0.00623094253636173,"64","LabISA-INPE","AMZ","Cerrado",-4.752,-66.71,"2019-08-17",NA,NA,1.8,NA,"Cerrado_2019_08"
"32","Concordia_08_2019_Ponto_01",0.0064581697707908,0.0131914419853522,0.00955434189617003,0.0102222814273664,0.00492315733916544,0.00501069532524079,0.00458119833862709,0.0041143946073307,0.0041143946073307,"62","LabISA-INPE","AMZ","Concordia",-4.567,-66.63,"2019-08-19",NA,NA,0.87,NA,"Concordia_2019_08"
"33","Concordia_08_2019_Ponto_02",0.00515227631404264,0.00881047222323994,0.00554337230923343,0.00596284372563533,0.00283828007267546,0.00292707012558537,0.00249432697078923,0.00219721867261184,0.00219721867261184,"62","LabISA-INPE","AMZ","Concordia",-4.571,-66.63,"2019-08-19",NA,NA,0.82,NA,"Concordia_2019_08"
"34","Concordia_08_2019_Ponto_03",0.00221936239583788,0.00373959578376034,0.00213075004296564,0.00234448824089695,0.000998918225543043,0.000972680044064172,0.000734675891251063,0.000556820281587483,0.000556820281587483,"62","LabISA-INPE","AMZ","Concordia",-4.575,-66.63,"2019-08-19",NA,NA,0.88,NA,"Concordia_2019_08"
"35","Concordia_08_2019_Ponto_04",0.00286222762693688,0.00653002173665894,0.00415136668518543,0.00488317964050723,0.00188638687512777,0.0019355556353479,0.00162862591720891,0.00132322081745587,0.00132322081745587,"62","LabISA-INPE","AMZ","Concordia",-4.579,-66.63,"2019-08-19",NA,NA,1.01,NA,"Concordia_2019_08"
"36","Curape_08_2019_Ponto_01",0.0208745189138401,0.0442779883625952,0.044658813321472,0.0447657019471486,0.020575847192563,0.0211509826198982,0.0176738804966862,0.0132022605089928,0.0132022605089928,"61","LabISA-INPE","AMZ","Curape",-4.715,-66.79,"2019-08-18",NA,NA,1.55,NA,"Curape_2019_08"
"37","Curape_08_2019_Ponto_02",0.020963130098213,0.0435994019017309,0.0451950153685311,0.043533810736736,0.020324249254676,0.0210888933552416,0.0174386334685304,0.0130152329900635,0.0130152329900635,"61","LabISA-INPE","AMZ","Curape",-4.712,-66.78,"2019-08-18",NA,NA,0.48,NA,"Curape_2019_08"
"38","Curape_08_2019_Ponto_03",0.0203335443950348,0.039611964135673,0.0390739279201529,0.0389889772984379,0.0178727406234947,0.0183522770337802,0.0149586193176681,0.0112644644383718,0.0112644644383718,"61","LabISA-INPE","AMZ","Curape",-4.715,-66.76,"2019-08-18",NA,NA,0.69,NA,"Curape_2019_08"
"39","Curuai_02_2013_Ponto_P01",0.0199946807683542,0.0355724983943772,0.0373357670438114,0.035353931635536,0.0195294704617625,0.0194784951304212,0.0174164627456593,0.0141836348912513,0.0141836348912513,"38","LabISA-INPE","AMZ","Curuai",-2.141860472,-55.62480377,"2013-02-02",13,33.15,0.28,NA,"Curuai_2013_02"
"40","Curuai_02_2013_Ponto_P02",0.0212062012635272,0.0371770960914563,0.0389677939503195,0.0372202856443563,0.0208668551699301,0.0208166947262786,0.0185043026757324,0.0149132124190464,0.0149132124190464,"38","LabISA-INPE","AMZ","Curuai",-2.111805078,-55.62047044,"2013-02-02",11.19,25.9,0.29,NA,"Curuai_2013_02"
"41","Curuai_02_2013_Ponto_P03",0.0231216046271644,0.0403916224977361,0.0440563167831682,0.0427605775822045,0.0253274067890852,0.0255171121030505,0.0227647138725581,0.0185335648066405,0.0185335648066405,"38","LabISA-INPE","AMZ","Curuai",-2.130721672,-55.65649797,"2013-02-02",NA,37.35,0.21,NA,"Curuai_2013_02"
"42","Curuai_02_2013_Ponto_P04",0.0163337830278523,0.0269052622591467,0.0303790683858452,0.0298789097350116,0.0184000762826375,0.0183414498500597,0.0165881845968073,0.0136773312676939,0.0136773312676939,"38","LabISA-INPE","AMZ","Curuai",-2.115999547,-55.69194222,"2013-02-02",13.85,31.75,0.27,NA,"Curuai_2013_02"
"43","Curuai_02_2013_Ponto_P07",0.0137419669614385,0.0292345651634321,0.0353663823927868,0.0345295233951237,0.0173702359471519,0.0175775417633552,0.0148603697054432,0.0109953833249871,0.0109953833249871,"38","LabISA-INPE","AMZ","Curuai",-2.1767,-55.80535817,"2013-02-03",12.9,31.65,0.25,NA,"Curuai_2013_02"
"44","Curuai_02_2013_Ponto_P08",0.0179348506669247,0.0326623028476007,0.0395791207145493,0.0395106233017281,0.0236842715313063,0.0241955085060558,0.0209753746916359,0.0163445326107438,0.0163445326107438,"38","LabISA-INPE","AMZ","Curuai",-2.199582403,-55.79516382,"2013-02-03",7.17,38.35,0.25,NA,"Curuai_2013_02"
"45","Curuai_02_2013_Ponto_P09",0.0218691498073907,0.0385958247735301,0.046641667879913,0.0470853588201135,0.0303865445133278,0.0307459965222646,0.027119917608475,0.0214668677523761,0.0214668677523761,"38","LabISA-INPE","AMZ","Curuai",-2.161777056,-55.7640251,"2013-02-03",8.09,51,0.18,NA,"Curuai_2013_02"
"46","Curuai_02_2013_Ponto_P11",0.0225431284530897,0.0354074722575458,0.0382367245785329,0.0372345979305551,0.0261409417574218,0.026421991287381,0.02478297557687,0.0222346420121349,0.0222346420121349,"38","LabISA-INPE","AMZ","Curuai",-2.173082528,-55.59713729,"2012-02-04",8.85,30.2,0.25,NA,"Curuai_2012_02"
"47","Curuai_02_2013_Ponto_P12",0.0206403481420112,0.0322108798169725,0.0336309108444422,0.0329672984157898,0.0231601862723813,0.0232715447402959,0.0219311803063573,0.0199653860533671,0.0199653860533671,"38","LabISA-INPE","AMZ","Curuai",-2.150360408,-55.56480414,"2013-02-04",16.79,28.4,0.35,NA,"Curuai_2013_02"
"48","Curuai_02_2013_Ponto_P13",0.0269710704025192,0.0405011191286153,0.0430242255542358,0.0419673305856509,0.0325013251939358,0.0329013063583182,0.0320431604739942,0.0304058388160485,0.0304058388160485,"38","LabISA-INPE","AMZ","Curuai",-2.126082783,-55.53816546,"2013-02-04",7.24,23.4,0.3,NA,"Curuai_2013_02"
"49","Curuai_02_2013_Ponto_P14",0.0171705978568998,0.0295007687711964,0.0283286008251483,0.0284231522827873,0.0161071339195536,0.0158802622084299,0.0144202923942214,0.0119977046517723,0.0119977046517723,"38","LabISA-INPE","AMZ","Curuai",-2.105110683,-55.41477737,"2013-02-05",29.05,17.25,0.38,NA,"Curuai_2013_02"
"50","Curuai_02_2013_Ponto_P15",0.0194335194413746,0.0275231850257611,0.0276148392006592,0.0284182729045167,0.0239665789745716,0.0242784786923779,0.0242185944368246,0.0234166523333812,0.0234166523333812,"38","LabISA-INPE","AMZ","Curuai",-2.104582897,-55.48358245,"2013-02-04",23.83,8.1,0.6,NA,"Curuai_2013_02"
"51","Curuai_02_2013_Ponto_P16",0.0256637016973779,0.0401184258171557,0.044112586291563,0.0454764079166774,0.0348682036469151,0.0359957746624763,0.0346215108362927,0.0318136885987665,0.0318136885987665,"38","LabISA-INPE","AMZ","Curuai",-2.115193892,-55.44574938,"2013-02-04",16.65,NA,0.3,NA,"Curuai_2013_02"
"52","Curuai_02_2013_Ponto_P17",0.0179523002438294,0.0350696264393076,0.0328263932883402,0.0354210118477678,0.0195281492993121,0.0193169424346541,0.0171221408366474,0.0137717862333809,0.0137717862333809,"38","LabISA-INPE","AMZ","Curuai",-2.068222006,-55.48527694,"2013-02-05",55.43,21,0.32,NA,"Curuai_2013_02"
"53","Curuai_02_2013_Ponto_P18",0.0129241873045697,0.0234444568279856,0.0181938821253297,0.0230667542646483,0.0137644212350407,0.0136605436702825,0.0123979292757493,0.010434312639122,0.010434312639122,"38","LabISA-INPE","AMZ","Curuai",-2.078221986,-55.52580443,"2013-02-05",68.53,17.85,0.4,NA,"Curuai_2013_02"
"54","Curuai_02_2013_Ponto_P19",0.0189494736911156,0.0366795359683015,0.038216943420373,0.0370884707135966,0.0193364343791294,0.0193331530206674,0.0168235969410792,0.0131148413297903,0.0131148413297903,"38","LabISA-INPE","AMZ","Curuai",-2.134221603,-55.39519417,"2013-02-05",16.85,26.7,0.27,NA,"Curuai_2013_02"
"55","Curuai_02_2013_Ponto_P20",0.0192366474402562,0.0386540268179645,0.0416834272685174,0.0398834942013099,0.0201075063544704,0.0200367903381135,0.0171510872430487,0.0128998399787025,0.0128998399787025,"38","LabISA-INPE","AMZ","Curuai",-2.17805465,-55.35591665,"2013-02-05",18.1,32.25,0.28,NA,"Curuai_2013_02"
"56","Curuai_02_2013_Ponto_P21",0.0209482356722255,0.0464530281402313,0.0574738549108328,0.0556962465368067,0.0310733078745387,0.0319035884098451,0.0269821763368734,0.0197147489342885,0.0197147489342885,"38","LabISA-INPE","AMZ","Curuai",-2.238220917,-55.33819447,"2013-02-05",8.7,65.2,0.2,NA,"Curuai_2013_02"
"57","Curuai_02_2013_Ponto_P22",0.0152139375294812,0.023413332746687,0.0265878175683741,0.0261200522089102,0.0172191818811351,0.0171606427455122,0.015459029387491,0.0132153276275028,0.0132153276275028,"38","LabISA-INPE","AMZ","Curuai",-2.258387578,-55.62288705,"2012-02-06",6.15,12.85,0.37,NA,"Curuai_2012_02"
"58","Curuai_02_2013_Ponto_P23",0.0261649313530396,0.0377801569508627,0.0419249427598385,0.0416864722823768,0.0322606035278203,0.03240950609244,0.0308122644767685,0.0282885663651165,0.0282885663651165,"38","LabISA-INPE","AMZ","Curuai",-2.239721014,-55.58105401,"2013-02-06",7.16,13.65,0.38,NA,"Curuai_2013_02"
"59","Curuai_02_2013_Ponto_P24",0.0148971646094104,0.0260060281755099,0.0279971488317188,0.0263689322991105,0.01467199075476,0.014495609720723,0.0124443609794037,0.00995118665151452,0.00995118665151452,"38","LabISA-INPE","AMZ","Curuai",-2.251443103,-55.54308205,"2013-02-06",9.78,12.7,0.42,NA,"Curuai_2013_02"
"60","Curuai_02_2013_Ponto_P25",0.0193234220859721,0.0305225015131116,0.0304572387208027,0.0293322215457526,0.0198913754882482,0.0196265349935925,0.0180868831854246,0.0161854794048673,0.0161854794048673,"38","LabISA-INPE","AMZ","Curuai",-2.229582128,-55.492999,"2013-02-06",14.74,12.85,0.45,NA,"Curuai_2013_02"
"61","Curuai_02_2013_Ponto_P26",0.021563656402918,0.0370855891636763,0.0386470454948228,0.0379218166005923,0.0227055089943757,0.022751779341556,0.0200859686048493,0.0166355737062578,0.0166355737062578,"38","LabISA-INPE","AMZ","Curuai",-2.2613319,-55.4552215,"2013-02-06",21.63,38.9,0.25,NA,"Curuai_2013_02"
"62","Curuai_02_2013_Ponto_P27",0.0199209900104366,0.0389296378847057,0.0432934668809659,0.0411138545726617,0.0218653641302143,0.0221437875156571,0.0192638874268392,0.0152536405788158,0.0152536405788158,"38","LabISA-INPE","AMZ","Curuai",-2.256081908,-55.39788856,"2013-02-06",9.9,50.4,0.22,NA,"Curuai_2013_02"
"63","Curuai_02_2013_Ponto_P28",0.0154431474836967,0.0300723177259087,0.0342833655255653,0.0326854635236887,0.0174044065088831,0.0176096963153543,0.015046727254797,0.0116058178462555,0.0116058178462555,"38","LabISA-INPE","AMZ","Curuai",-2.295415,-55.37749979,"2013-02-06",9.49,32.8,0.27,NA,"Curuai_2013_02"
"64","Curuai_02_2013_Ponto_P29",0.028487692371454,0.0530375064727064,0.0656962421073725,0.0642395308815366,0.0412552677381067,0.0420601316511151,0.0371443962887307,0.0295941988570313,0.0295941988570313,"38","LabISA-INPE","AMZ","Curuai",-2.220998789,-55.26922276,"2013-02-07",6.93,99.8,0.19,NA,"Curuai_2013_02"
"65","Curuai_02_2013_Ponto_P30",0.021679299451003,0.0426824345337743,0.0503158493238422,0.0475269773448557,0.0263618522958594,0.0267259060477718,0.0230681633730664,0.0178401534090548,0.0178401534090548,"38","LabISA-INPE","AMZ","Curuai",-2.244665272,-55.23972292,"2013-02-07",7.81,51.6,0.2,NA,"Curuai_2013_02"
"66","Curuai_02_2013_Ponto_P31",0.0201091966868867,0.0382063499139713,0.0437938278143128,0.0395170210836125,0.0211747554616661,0.0212006493534533,0.0189995132831503,0.0155454212238592,0.0155454212238592,"38","LabISA-INPE","AMZ","Curuai",-2.222276494,-55.19805651,"2013-02-07",6.09,24,0.3,NA,"Curuai_2013_02"
"67","Curuai_02_2013_Ponto_P32",0.026282052535516,0.049976543317526,0.0635350288498719,0.062840974416468,0.0428766303740773,0.0440323745213984,0.0390386366981581,0.0314990342283693,0.0314990342283693,"38","LabISA-INPE","AMZ","Curuai",-2.250192989,-55.14433464,"2013-02-07",2.26,150.8,0.15,NA,"Curuai_2013_02"
"68","Curuai_03_2016_Ponto_01",0.0196908642812057,0.0411885002690754,0.0441683898326729,0.0426123279185905,0.020390653995063,0.0208364661238827,0.0170046944726514,0.0121465802433129,0.0121465802433129,"14","LabISA-INPE","AMZ","Curuai",-2.11651,-55.4125,"2016-03-15",35.885,39.75,0.28,1.03951,"Curuai_2016_03"
"69","Curuai_03_2016_Ponto_02",0.0162054962405425,0.032988625132619,0.0361672927791414,0.0351439433414488,0.017029572018555,0.0174076493084069,0.0139324233274431,0.00927735419519627,0.00927735419519627,"14","LabISA-INPE","AMZ","Curuai",-2.11405,-55.4461,"2016-03-15",34.44,51,0.28,0.931135,"Curuai_2016_03"
"70","Curuai_03_2016_Ponto_03",0.0220004593696634,0.0387687547488812,0.0431064160383147,0.0430247271135782,0.0260484410209184,0.0269589123502452,0.0224927012436182,0.0172457757941566,0.0172457757941566,"14","LabISA-INPE","AMZ","Curuai",-2.25617,-55.53,"2016-03-14",34.785,48.665,0.18,0.88101,"Curuai_2016_03"
"71","Curuai_03_2016_Ponto_04",0.0165433409993376,0.0322113923621722,0.034040919426213,0.0322288255715075,0.015203775723015,0.0155341094757422,0.0124881717801287,0.00900222856239133,0.00900222856239133,"14","LabISA-INPE","AMZ","Curuai",-2.15449,-55.5734,"2016-03-15",24.335,35.25,0.26,0.988032,"Curuai_2016_03"
"72","Curuai_03_2016_Ponto_05",0.0155103962365226,0.0293004384327867,0.0306354714564091,0.0300410127407234,0.0147377415977338,0.0155750715289739,0.0120109129528139,0.00882028256274391,0.00882028256274391,"14","LabISA-INPE","AMZ","Curuai",-2.25617,-55.53,"2016-03-14",42.32,37,0.28,1.01242,"Curuai_2016_03"
"73","Curuai_03_2016_Ponto_06",0.0219648975132184,0.0380451734868616,0.0434096963614559,0.0438992444657324,0.0282498377330033,0.0298364322125067,0.0247278553710765,0.0194753232465884,0.0194753232465884,"14","LabISA-INPE","AMZ","Curuai",-2.25617,-55.53,"2016-03-14",35.235,73.665,0.18,0.727477,"Curuai_2016_03"
"74","Curuai_03_2016_Ponto_07",0.0220239013762181,0.0391014809029523,0.0439385128232988,0.0433812236952965,0.0260141860023707,0.0269300978670355,0.0224606370663196,0.0173800282944841,0.0173800282944841,"14","LabISA-INPE","AMZ","Curuai",-2.25617,-55.53,"2016-03-14",24.045,60,0.19,0.871979,"Curuai_2016_03"
"75","Curuai_03_2016_Ponto_08",0.015997219076095,0.0308689451009147,0.0316783898735835,0.0300179788429089,0.01317260623772,0.0132676219486442,0.0104943515964598,0.00699218929511374,0.00699218929511374,"14","LabISA-INPE","AMZ","Curuai",-2.12949,-55.5436,"2016-03-15",15.695,29,0.28,0.849852,"Curuai_2016_03"
"76","Curuai_03_2016_Ponto_09",0.0177304692066527,0.0339306113493318,0.0319672467736368,0.0317220717990838,0.0159317927866111,0.0160622867135333,0.0137252398207689,0.0109004248475068,0.0109004248475068,"14","LabISA-INPE","AMZ","Curuai",-2.25617,-55.53,"2016-03-13",18.385,20.5,0.4,1.2391,"Curuai_2016_03"
"77","Curuai_03_2016_Ponto_10",0.017763552415874,0.032755967551428,0.0329530198368291,0.0319941050028281,0.0159565612753706,0.0161520668097797,0.013010340437188,0.00996769585154448,0.00996769585154448,"14","LabISA-INPE","AMZ","Curuai",-2.25617,-55.53,"2016-03-13",18.225,24.25,0.33,1.01874,"Curuai_2016_03"
"78","Curuai_03_2016_Ponto_11",0.0195765317120362,0.0390175469788582,0.0443050138017948,0.0447393500760483,0.0260982035507371,0.0272642866159242,0.0220669540186786,0.0160521310956983,0.0160521310956983,"14","LabISA-INPE","AMZ","Curuai",-2.25617,-55.53,"2016-03-13",19.815,79.5,0.17,1.20456,"Curuai_2016_03"
"79","Curuai_03_2016_Ponto_12",0.0259899139654617,0.0498586682144616,0.0581419544733779,0.0556955516014183,0.0333111054733754,0.0344930954289021,0.0287358889452614,0.0224642840703049,0.0224642840703049,"14","LabISA-INPE","AMZ","Curuai",-2.25515,-55.3005,"2016-03-16",9.315,92.5,0.17,1.02235,"Curuai_2016_03"
"80","Curuai_03_2016_Ponto_13",0.0211790899369075,0.0407569208490253,0.0468278600652766,0.0465140677240049,0.0278160622562937,0.029114995974262,0.0241218808268557,0.0182094256825856,0.0182094256825856,"14","LabISA-INPE","AMZ","Curuai",-2.25617,-55.53,"2016-03-13",15.535,88.75,0.15,1.08444,"Curuai_2016_03"
"81","Curuai_03_2016_Ponto_14",0.0261167997083379,0.0483306213915285,0.0574951905797926,0.0558778441766511,0.0347803063164216,0.0361316538666688,0.0302950989529687,0.0229768489778607,0.0229768489778607,"14","LabISA-INPE","AMZ","Curuai",-2.24187,-55.2438,"2016-03-16",14.945,131.5,0.12,1.18988,"Curuai_2016_03"
