station_id,coastal (sr-1),blue (sr-1),green (sr-1),red (sr-1),nir (sr-1),id,organization,region,local,lat,long,date,chla (mgm-3),tss (mgL-1),secchi (m),acdom440 (m-1),local_year_month
AGID_1962,0.001210462,0.001512405,0.004600612,0.002276505,0.001231463,AGID_1962,NAN,South Africa,South_Africa,-25.453,29.288,NA,350.4,20.1,0.55,0.709324,South_Africa_NA_NA
AGID_1963,0.001508861,0.001660298,0.004526355,0.002210269,0.001355957,AGID_1963,NAN,South Africa,South_Africa,-25.453,29.288,NA,265.6,26.9,0.65,0.960351,South_Africa_NA_NA
AGID_1964,0.001537536,0.001748859,0.004822407,0.002407277,0.001550359,AGID_1964,NAN,South Africa,South_Africa,-25.453,29.288,NA,277.84,20.9,0.375,0.610295,South_Africa_NA_NA
AGID_1965,0.001981667,0.002437656,0.005328081,0.003136963,0.000859864,AGID_1965,NAN,South Africa,South_Africa,-25.453,29.288,NA,109.1,15.6,0.75,0.686294,South_Africa_NA_NA
AGID_1966,0.002107763,0.002379023,0.005712073,0.003077478,0.001433579,AGID_1966,NAN,South Africa,South_Africa,-25.453,29.288,NA,160,22.7,0.73,0.891261,South_Africa_NA_NA
AGID_1967,0.002181536,0.002756365,0.006179275,0.003814103,0.001057008,AGID_1967,NAN,South Africa,South_Africa,-25.453,29.288,NA,NA,16.9,0.68,0.62181,South_Africa_NA_NA
AGID_1968,0.002453661,0.003396737,0.005638576,0.002172556,0.000179905,AGID_1968,NAN,South Africa,South_Africa,-25.453,29.288,NA,4.9,2.37,4.475,0.4606,South_Africa_NA_NA
AGID_1969,0.003466925,0.00441286,0.006182348,0.002528103,0.000249681,AGID_1969,NAN,South Africa,South_Africa,-25.453,29.288,NA,4.4,1.49,0.44,0.670173,South_Africa_NA_NA
AGID_1970,0.002187169,0.003012483,0.004582906,0.001668805,0.000119995,AGID_1970,NAN,South Africa,South_Africa,-25.453,29.288,NA,6.4,1.49,4.75,0.488236,South_Africa_NA_NA
AGID_1971,0.00231703,0.003365788,0.005604391,0.00192705,0.000130866,AGID_1971,NAN,South Africa,South_Africa,-25.453,29.288,NA,7.09,1.622,4.6,0.398419,South_Africa_NA_NA
AGID_1972,0.004103617,0.006162684,0.010363479,0.005146206,0.000408083,AGID_1972,NAN,South Africa,South_Africa,-25.453,29.288,NA,2.7,2.7,2.25,0.442176,South_Africa_NA_NA
AGID_1973,0.004980951,0.006855573,0.011122053,0.006685782,0.000516367,AGID_1973,NAN,South Africa,South_Africa,-25.453,29.288,NA,NA,4.27,1.55,0.73696,South_Africa_NA_NA
AGID_1974,0.002638392,0.003161807,0.004065546,0.001733643,0.000208608,AGID_1974,NAN,South Africa,South_Africa,-25.453,29.288,NA,1.72,1.03,5.67,0.679385,South_Africa_NA_NA
AGID_1975,0.002446643,0.00276297,0.00331043,0.001449322,0.000161538,AGID_1975,NAN,South Africa,South_Africa,-25.453,29.288,NA,0.54,0.98,6.85,0.405328,South_Africa_NA_NA
AGID_1976,0.001791538,0.002252202,0.002827113,0.001068021,9.14E-05,AGID_1976,NAN,South Africa,South_Africa,-25.453,29.288,NA,NA,1.13,6.38,0.485933,South_Africa_NA_NA
AGID_1977,0.001812096,0.002447367,0.003245004,0.001157606,0.000107319,AGID_1977,NAN,South Africa,South_Africa,-25.453,29.288,NA,0.96,0.91,6.95,0.635628,South_Africa_NA_NA
AGID_1978,0.001442734,0.002007026,0.002669028,0.000912346,6.68E-05,AGID_1978,NAN,South Africa,South_Africa,-25.453,29.288,NA,0.76,0.93,7.05,0.536599,South_Africa_NA_NA
AGID_1979,0.001492223,0.002028383,0.002651702,0.000895682,0.000117291,AGID_1979,NAN,South Africa,South_Africa,-25.453,29.288,NA,1.05,1.75,8.7,0.571144,South_Africa_NA_NA
AGID_1980,0.001512115,0.00199039,0.003100938,0.001731248,0.000172059,AGID_1980,NAN,South Africa,South_Africa,-25.453,29.288,NA,0.7,2.37,3.05,0.479024,South_Africa_NA_NA
AGID_1981,0.001422977,0.001955298,0.003023774,0.001729794,0.000135371,AGID_1981,NAN,South Africa,South_Africa,-25.453,29.288,NA,NA,1.533,3.45,0.810656,South_Africa_NA_NA
AGID_1982,0.004189036,0.005594223,0.008773349,0.004539615,0.000742568,AGID_1982,NAN,South Africa,South_Africa,-25.453,29.288,NA,5.22,5.1,1.34,0.527387,South_Africa_NA_NA
AGID_1983,0.004588315,0.006076354,0.010359742,0.006393463,0.000741559,AGID_1983,NAN,South Africa,South_Africa,-25.453,29.288,NA,8.3,8.13,1.3,0.469812,South_Africa_NA_NA
AGID_1984,0.003638114,0.004864368,0.007189159,0.0036572,0.000305978,AGID_1984,NAN,South Africa,South_Africa,-25.453,29.288,NA,1.62,2.8,2.39,0.435267,South_Africa_NA_NA
AGID_1985,0.003081385,0.004308681,0.006550796,0.003243071,0.000292337,AGID_1985,NAN,South Africa,South_Africa,-25.453,29.288,NA,1.9,3.07,3.45,0.430661,South_Africa_NA_NA
AGID_1986,0.003511879,0.004813579,0.007238049,0.003547997,0.000327528,AGID_1986,NAN,South Africa,South_Africa,-25.453,29.288,NA,2.8,2.63,2.35,0.375389,South_Africa_NA_NA
AGID_1987,0.012037366,0.015132597,0.025514903,0.02150618,0.003208674,AGID_1987,NAN,South Africa,South_Africa,-34.029,19.209,NA,11.464,17.3,0.625,1.215984,South_Africa_NA_NA
AGID_1988,0.009905813,0.013400999,0.024178267,0.019062211,0.001839343,AGID_1988,NAN,South Africa,South_Africa,-34.029,19.209,NA,5.095111111,12.20444444,0.45,1.460102,South_Africa_NA_NA
AGID_1989,0.010017238,0.012928659,0.021541582,0.017265584,0.002447655,AGID_1989,NAN,South Africa,South_Africa,-34.029,19.209,NA,10.22206667,15.725,0.695,NA,South_Africa_NA_NA
AGID_1990,0.008538288,0.009973447,0.015647582,0.014863372,0.003135649,AGID_1990,NAN,South Africa,South_Africa,-34.029,19.209,NA,26.74933333,NA,0.795,NA,South_Africa_NA_NA
AGID_1991,0.007899008,0.009541714,0.0154031,0.012486147,0.002005334,AGID_1991,NAN,South Africa,South_Africa,-34.029,19.209,NA,17.93160667,14.11666667,0.52,1.858521,South_Africa_NA_NA
AGID_1992,0.008412789,0.010942456,0.019381202,0.019432586,0.003878659,AGID_1992,NAN,South Africa,South_Africa,-34.029,19.209,NA,22.68916667,29.12,0.6,1.741068,South_Africa_NA_NA
AGID_1993,0.008478278,0.011031172,0.019018129,0.012958293,0.001529338,AGID_1993,NAN,South Africa,South_Africa,-34.029,19.209,NA,8.279555556,9.788888889,0.49,1.324225,South_Africa_NA_NA
AGID_1994,0.009124743,0.012216797,0.021770434,0.016640574,0.002108004,AGID_1994,NAN,South Africa,South_Africa,-34.029,19.209,NA,10.3176,12.175,0.725,NA,South_Africa_NA_NA
AGID_1995,0.009265849,0.01062509,0.016032637,0.015560977,0.003221263,AGID_1995,NAN,South Africa,South_Africa,-34.029,19.209,NA,21.25616667,26.32,0.7,NA,South_Africa_NA_NA
AGID_1996,0.006565459,0.007864999,0.01324283,0.010921845,0.002498309,AGID_1996,NAN,South Africa,South_Africa,-34.029,19.209,NA,35.34733333,17.13333333,0.65,1.91149,South_Africa_NA_NA
AGID_2158,0.002016539,0.004846045,0.012927,0.007086672,0,AGID_2158,NAN,Vietnam,Vietnam2,20.968258,105.832333,01/04/17,91.2,NA,0.260276721,NA,Vietnam2_2017_04
AGID_2159,0.003501993,0.008505918,0.023422873,0.014714084,0,AGID_2159,NAN,Vietnam,Vietnam2,20.968258,105.832333,01/04/17,101.3,NA,0.258246023,NA,Vietnam2_2017_04
AGID_2160,0.002550037,0.004986038,0.011811675,0.006641145,0,AGID_2160,NAN,Vietnam,Vietnam2,20.968258,105.832333,01/04/17,30.3,NA,0.216914748,NA,Vietnam2_2017_04
AGID_2161,0.002356941,0.005155772,0.013150112,0.006715472,0,AGID_2161,NAN,Vietnam,Vietnam2,20.968258,105.832333,01/04/17,30.4,NA,0.252416974,NA,Vietnam2_2017_04
AGID_2162,0.001563497,0.003838123,0.009942568,0.005421589,0,AGID_2162,NAN,Vietnam,Vietnam2,20.968258,105.832333,01/04/17,30.9,NA,0.246,NA,Vietnam2_2017_04
AGID_2163,0.002464701,0.005778524,0.012030608,0.008605173,0,AGID_2163,NAN,Vietnam,Vietnam2,20.968258,105.832333,01/04/17,50.4,NA,0.53421632,NA,Vietnam2_2017_04
AGID_2164,0.001824947,0.004892598,0.010652015,0.007188448,0,AGID_2164,NAN,Vietnam,Vietnam2,20.968258,105.832333,01/04/17,51,NA,0.530094201,NA,Vietnam2_2017_04
AGID_2165,0.00417683,0.0091409,0.024201615,0.014913391,0,AGID_2165,NAN,Vietnam,Vietnam2,20.968258,105.832333,01/04/17,89.4,NA,0.28764,NA,Vietnam2_2017_04
AGID_2166,0.003730485,0.008719722,0.02004489,0.016600876,0,AGID_2166,NAN,Vietnam,Vietnam2,20.968258,105.832333,01/04/17,59.7,NA,0.43655004,NA,Vietnam2_2017_04
AGID_2167,0.003451667,0.007794388,0.01713129,0.012441477,0,AGID_2167,NAN,Vietnam,Vietnam2,20.968258,105.832333,01/04/17,64.9,NA,0.335985592,NA,Vietnam2_2017_04
AGID_2168,0.006659318,0.009621939,0.016433552,0.011201058,0,AGID_2168,NAN,Vietnam,Vietnam2,20.968258,105.832333,01/04/17,82.1,NA,0.283266003,NA,Vietnam2_2017_04
AGID_2169,0.002073621,0.004988223,0.0104687,0.007023173,0,AGID_2169,NAN,Vietnam,Vietnam2,20.968258,105.832333,01/04/17,51.7,NA,0.38264927,NA,Vietnam2_2017_04
AGID_2170,0.004506681,0.00693645,0.013860324,0.00858172,0,AGID_2170,NAN,Vietnam,Vietnam2,20.968258,105.832333,01/04/17,106.3,NA,0.286054745,NA,Vietnam2_2017_04
AGID_2171,0.008117204,0.011861141,0.023153989,0.014664004,0,AGID_2171,NAN,Vietnam,Vietnam2,20.968258,105.832333,21/03/19,93.8,NA,0.295479295,NA,Vietnam2_2019_03
AGID_2172,0.005520252,0.0094517,0.0205013,0.012637776,0,AGID_2172,NAN,Vietnam,Vietnam2,20.968258,105.832333,21/03/19,94.6,NA,0.277055523,NA,Vietnam2_2019_03
AGID_2173,0.004533093,0.007757464,0.018516038,0.012527071,0,AGID_2173,NAN,Vietnam,Vietnam2,20.968258,105.832333,21/03/19,97.58235223,NA,0.360110426,NA,Vietnam2_2019_03
AGID_2174,0.004308508,0.007546375,0.018361305,0.012491901,0,AGID_2174,NAN,Vietnam,Vietnam2,20.968258,105.832333,21/03/19,92.43221869,NA,0.273625326,NA,Vietnam2_2019_03
AGID_2175,0.005224806,0.008174018,0.018233551,0.012324079,0,AGID_2175,NAN,Vietnam,Vietnam2,20.968258,105.832333,21/03/19,106,NA,0.302991564,NA,Vietnam2_2019_03
AGID_2176,0.004435532,0.007482387,0.017122182,0.011712974,0,AGID_2176,NAN,Vietnam,Vietnam2,20.968258,105.832333,21/03/19,108.3,NA,0.29558921,NA,Vietnam2_2019_03
AGID_2177,0.002849988,0.005803738,0.015130764,0.010056179,0,AGID_2177,NAN,Vietnam,Vietnam2,20.968258,105.832333,21/03/19,115,NA,0.270142045,NA,Vietnam2_2019_03
AGID_2178,0.002215325,0.005146526,0.014487278,0.009532067,0,AGID_2178,NAN,Vietnam,Vietnam2,20.968258,105.832333,21/03/19,97,NA,0.320909546,NA,Vietnam2_2019_03
AGID_2179,0.002170127,0.006219405,0.019582725,0.017751186,0,AGID_2179,NAN,Vietnam,Vietnam2,20.968258,105.832333,21/03/19,91.2,NA,0.397,NA,Vietnam2_2019_03
AGID_2180,0.00160628,0.004566496,0.014423298,0.01419332,0,AGID_2180,NAN,Vietnam,Vietnam2,20.968258,105.832333,21/03/19,94,NA,0.405,NA,Vietnam2_2019_03
AGID_2181,0.002043762,0.00479074,0.013697192,0.01142964,0,AGID_2181,NAN,Vietnam,Vietnam2,20.968258,105.832333,21/03/19,80.3,NA,0.41,NA,Vietnam2_2019_03
AGID_2182,0.00143766,0.003975174,0.011533335,0.008269964,0,AGID_2182,NAN,Vietnam,Vietnam2,20.968258,105.832333,21/03/19,108.3,NA,0.294,NA,Vietnam2_2019_03
AGID_2183,0.005520252,0.0094517,0.0205013,0.012637776,0,AGID_2183,NAN,Vietnam,Vietnam2,20.968258,105.832333,21/03/19,96.7,NA,0.277055523,NA,Vietnam2_2019_03
AGID_2184,0.004506681,0.00693645,0.013860324,0.00858172,0,AGID_2184,NAN,Vietnam,Vietnam2,20.968258,105.832333,21/03/19,92.5,NA,0.286054745,NA,Vietnam2_2019_03
AGID_2185,0.002016539,0.004846045,0.012927,0.007086672,0,AGID_2185,NAN,Vietnam,Vietnam2,20.968258,105.832333,21/03/19,90,NA,0.260276721,NA,Vietnam2_2019_03
AGID_2186,0.003501993,0.008505918,0.023422873,0.014714084,0,AGID_2186,NAN,Vietnam,Vietnam2,20.968258,105.832333,21/03/19,65.9,NA,0.258246023,NA,Vietnam2_2019_03
AGID_2187,0.00417683,0.0091409,0.024201615,0.014913391,0,AGID_2187,NAN,Vietnam,Vietnam2,20.968258,105.832333,21/03/19,85.9,NA,0.28764,NA,Vietnam2_2019_03
AGID_2188,0.002550037,0.004986038,0.011811675,0.006641145,0,AGID_2188,NAN,Vietnam,Vietnam2,20.968258,105.832333,21/03/19,75.2,NA,0.216914748,NA,Vietnam2_2019_03
AGID_2189,0.002356941,0.005155772,0.013150112,0.006715472,0,AGID_2189,NAN,Vietnam,Vietnam2,20.968258,105.832333,21/03/19,80,NA,0.252416974,NA,Vietnam2_2019_03
AGID_2190,0.008163368,0.011343127,0.021001453,0.012966629,0,AGID_2190,NAN,Vietnam,Vietnam2,20.968258,105.832333,21/03/19,84.5,NA,0.371660899,NA,Vietnam2_2019_03
AGID_2191,0.008163368,0.011343127,0.021001453,0.012966629,0,AGID_2191,NAN,Vietnam,Vietnam2,20.968258,105.832333,21/03/19,78.4,NA,0.371660899,NA,Vietnam2_2019_03
AGID_2192,0.002890976,0.004031593,0.008811593,0.005122983,0,AGID_2192,NAN,Vietnam,Vietnam2,20.968258,105.832333,19/04/19,93,NA,0.31,NA,Vietnam2_2019_04
AGID_2193,0.006429832,0.008508909,0.016964882,0.010315848,0,AGID_2193,NAN,Vietnam,Vietnam2,20.968258,105.832333,19/04/19,97,NA,0.33,NA,Vietnam2_2019_04
AGID_2194,0.001180229,0.00307097,0.009488418,0.005639183,0,AGID_2194,NAN,Vietnam,Vietnam2,20.968258,105.832333,19/04/19,95,NA,0.356666667,NA,Vietnam2_2019_04
