"","V1","V1","index","uid","date","time","secchi","lat","lon","Provider","blue","green","red","pan","nir","swir16","swir22","Image_name","predicted","green_red","blue_green","blue_red","LH","RF","QAA_RGB","XGBOOTS","SVM"
"46",46,69,272,"Daniel_16138_CB3.1","29/08/11","09:16:00",0.3,39.2495,-76.2405,"CHESEAPEK_BAY",0.00919502,0.01602545,0.013721854,0.01222252,0.005342679,0.001841851,0.001722172,"LE07_L1TP_015033_20110830_20160913_01_T1",0.61023622751236,1.16787789754941,0.573776087410962,0.670100410629642,0.0050196964,0.516618266189516,1.16189386264811,0.487167626619339,0.66043462064959
"47",47,70,276,"Daniel_23549_XGF7832","24/10/19","09:00:00",1.2,38.9611,-76.4475,"CHESEAPEK_BAY",0.00440583,0.008190533,0.005344117,0.005550469,0.002522073,0.001077268,0.000463743,"LE07_L1TP_015033_20191023_20191118_01_T1",1.67524671554565,1.53262606338896,0.53791737363124,0.824426186776974,0.0034093882,1.45402052532258,1.67028666592434,1.60919296741486,1.52130383192441
"48",48,73,288,"Daniel_113845_TF2.4","12/09/16","10:21:00",0.7,38.5301,-77.2654,"EOTB",0.005582676,0.011446128,0.009468112,0.008971893,0.004846468,0.000463823,0.001024066,"LE07_L1TP_015033_20160912_20161008_01_T1",0.755171298980713,1.20891345603009,0.487734891659433,0.589629273502468,0.0043092776,0.599642139661828,0.957907484570917,0.608585298061371,0.669796433268802
"49",49,74,290,"Daniel_59532_CB6.2","24/06/13","14:30:00",1,37.4868,-76.15633,"CHESEAPEK_BAY",0.007576301,0.011973145,0.008397033,0.010032428,0.005968958,0.004932997,0.004207575,"LE07_L1TP_014034_20130625_20160907_01_T1",1.34412741661072,1.42587804525718,0.632774513296214,0.902259286107367,0.0040685512,1.14086505376344,1.53234643110386,1.00679564476013,1.23556743657398
"50",50,75,294,"Daniel_83361_LE5.1","03/06/14","10:30:00",0.3,37.20297,-76.64833,"CHESEAPEK_BAY",0.012243877,0.02184637,0.020405663,0.017458312,0.008234142,0.000190041,0.000117636,"LE07_L1TP_015034_20140603_20160908_01_T1",0.377996027469635,1.07060329282121,0.560453613117419,0.600023483677056,0.0063377786,0.562798655913979,0.811995393954973,0.561376631259918,0.613893667063135
"51",51,77,302,"Daniel_79454_EE3.4","16/11/01","13:50:00",1.5,37.90846,-75.79132,"CHESEAPEK_BAY",0.011727376,0.015238827,0.009707923,0.009749073,0.002131139,0.000559018,0.000875211,"LE07_L1TP_014034_20011115_20160929_01_T1",1.47174263000488,1.56973093008669,0.769572093705113,1.20802111842049,0.0043192322,1.22283420375376,1.7552883347134,0.959730446338654,1.25815242050786
"52",52,78,306,"Daniel_50828_RET2.1","12/02/08","10:03:00",0.2,38.4035,-77.2691,"CHESEAPEK_BAY",0.012168379,0.023063434,0.025520066,0.018018592,0.005394081,-0.000717757,-0.001218226,"LE07_L1TP_015033_20080211_20160923_01_T1",0.323555707931519,0.903737239551026,0.527604822421501,0.476816125789016,0.0055543802,0.384590536801075,0.541782473137274,0.324422568082809,0.613567399554864
"53",53,79,308,"Daniel_79060_EE3.5","12/12/11","15:13:00",1.2,37.79652,-75.84438,"CHESEAPEK_BAY",0.007942547,0.010736237,0.007810602,0.007960646,0.002767887,0.000683757,-0.000398034,"LE07_L1TP_014034_20111213_20160912_01_T1",2.39264154434204,1.37457228008801,0.739788717406294,1.01689306406856,0.002846468,1.33408602150538,1.71213296512292,1.50842082500458,1.37887972935859
"54",54,80,309,"Daniel_126188_PAN00028","19/12/07","11:00:00",1.5,9.1706565,-79.8295637,"BAFG",0.010610619,0.017101325,0.009055045,0.010691709,0.004858696,0.001369951,0.001124049,"LE07_L1TP_012054_20071220_20161231_01_T1",1.74208927154541,1.88859635705841,0.620455958821904,1.17179086354623,0.0071129356,1.64681832313118,1.49721249902775,1.61740243434906,1.5879736830467
"55",55,81,312,"Daniel_115166_EE2.2","12/05/09","13:15:00",1.5,38.52609,-76.30408,"EOTB",0.012543851,0.014287795,0.009292794,0.01122737,0.007350209,0.003407771,0.002484964,"LE07_L1TP_014033_20090513_20160917_01_T1",1.72348618507385,1.53751336788484,0.877941697791717,1.34984709657827,0.0030443668,1.15445621266102,2.13536570935563,0.8878133893013,1.2158364460112
"56",56,84,323,"Daniel_116549_CB2.2","11/11/20","09:43:00",1.2,39.34873,-76.17579,"EOTB",0.005905198,0.011148865,0.006578605,0.007564863,0.003106477,0.000693974,0.000988597,"LE07_L1TP_015033_20201110_20201206_01_T1",1.8171329498291,1.69471567300362,0.529668087289603,0.897636809019541,0.0049743042,1.40457661290323,1.53772928517888,1.51113569736481,1.42637764879634
"57",57,85,324,"Daniel_60393_CB5.5","19/09/13","10:28:00",1.8,37.6918,-76.18967,"CHESEAPEK_BAY",0.003089437,0.00602365,0.004082052,0.005329405,0.002017527,0.001715038,0.001348557,"LE07_L1TP_015034_20130920_20160907_01_T1",1.72957730293274,1.47564264247491,0.512884546744914,0.756834307843212,0.002537167,1.74119640934892,1.59369277167072,1.42885053157806,1.67609000298822
"58",58,86,328,"Daniel_78962_EE3.4","29/11/12","14:38:00",1.2,37.90846,-75.79132,"CHESEAPEK_BAY",0.00766707,0.013590675,0.00852147,0.008544189,0.002619349,0.000343149,0.000804366,"LE07_L1TP_014034_20121129_20160910_01_T1",1.0949592590332,1.59487447588268,0.564141957629036,0.899735608997039,0.005581845,1.07516498930914,1.52191768674585,0.957700431346893,1.22333760784974
"59",59,88,344,"Daniel_101271_LE1.3","05/02/09","09:43:00",1.4,38.3398,-76.4849,"EOTB",0.006208231,0.008980262,0.004815717,0.006361881,0.00199783,0.000691456,0.000246336,"LE07_L1TP_014033_20090206_20160917_01_T1",2.64417552947998,1.8647819213629,0.691319585107873,1.28916026419327,0.0033290366,2.61191101270511,2.42184238353664,2.67750000953674,2.31151908135473
"60",60,89,345,"Daniel_77870_XCI4078","21/10/09","10:29:00",1,38.23379,-75.86963,"CHESEAPEK_BAY",0.005273883,0.010797028,0.007827981,0.007925546,0.002220275,0.000152837,-0.000507402,"LE07_L1TP_014033_20091020_20160916_01_T1",0.7969731092453,1.37928643413928,0.488456916106914,0.673721998047773,0.0045015058,0.782310661035484,1.10700162517639,0.733394384384155,0.902863044546383
"61",61,90,349,"Daniel_48297_SMT07","12/06/00","09:45:00",1.32,38.11183,-76.44334,"CHESEAPEK_BAY",0.006156899,0.010377955,0.005792535,0.009040664,0.004511993,0.001163755,0.001510832,"LE07_L1TP_015033_20000612_20161001_01_T1",2.44309997558594,1.79160850991837,0.593267074293539,1.06290233895868,0.0043668016,2.14834352592097,1.75683220325768,2.01602602005005,1.8264130134752
"62",62,91,354,"Daniel_94269_CB5.1","01/11/99","12:00:00",1.8,38.3187,-76.29215,"EOTB",0.009367379,0.010101427,0.005902166,0.007842635,0.00277689,0.000405562,0.000169762,"LE07_L1TP_015033_19991101_20161003_01_T1",3.19932794570923,1.71147795571998,0.927332247216161,1.58710869873873,0.0021201332,2.48741027337876,3.07635620413136,1.99173748493195,2.03612372748398
"63",63,95,369,"Daniel_29142_CB5.2","07/08/00","11:12:00",1.8,38.13705,-76.22787,"CHESEAPEK_BAY",0.004282574,0.006818328,0.004679983,0.007702629,0.003682954,0.0027652,0.003009884,"LE07_L1TP_014034_20000808_20161002_01_T1",2.10193872451782,1.45691298451298,0.628097386925358,0.915083238550225,0.0023767904,1.78070686730699,1.89124238542862,1.66332507133484,1.81922208892795
"64",64,98,377,"Daniel_19219_CB4.2C","28/08/01","11:07:00",1.9,38.64618,-76.42127,"CHESEAPEK_BAY",0.017313968,0.015522157,0.010869632,0.012477987,0.007117215,0.00173119,0.000988812,"LE07_L1TP_014033_20010827_20161001_01_T1",1.86420154571533,1.42802967018571,1.11543569621155,1.59287526937434,0.0007859234,1.83236958062581,2.58055967797182,1.57852840423584,1.08002309299757
"65",65,99,382,"Daniel_97701_EE3.1","19/10/20","10:18:00",1,38.19685,-75.97321,"EOTB",0.005642648,0.011974629,0.007703086,0.008278818,0.002540727,0.00147677,0.000744468,"LE07_L1TP_014033_20201018_20201113_01_T1",0.809581637382507,1.55452360261848,0.471216937075879,0.732517850638043,0.0055078058,0.618232516573387,1.06969573725671,0.746909856796265,0.984780036976141
"66",66,100,384,"Daniel_27143_CB2.2","04/04/01","07:58:00",0.4,39.34873,-76.17579,"CHESEAPEK_BAY",0.011372541,0.023212958,0.023921518,0.017120345,0.004171832,0.000103451,7.43e-05,"LE07_L1TP_014033_20010405_20161001_01_T1",0.263600885868073,0.970379806164475,0.489922094375047,0.475410506975352,0.0068208262,0.420749748616667,0.490110941025505,0.366871356964111,0.645764175995858
"67",67,102,386,"Daniel_23282_CB4.3C","11/03/03","09:28:00",1.7,38.55505,-76.42794,"CHESEAPEK_BAY",0.004583612,0.006624549,0.003603287,0.004358919,0.001844193,0.000861138,0.000412782,"LE07_L1TP_014033_20030310_20160927_01_T1",2.91893219947815,1.83847387121814,0.691913064572396,1.27206409037082,0.002433067,2.58599827970215,2.6993432983196,3.04013323783875,2.62009720026232
"68",68,104,390,"Daniel_111843_RET2.2","21/07/08","09:32:00",0.6,38.3525,-77.2051,"EOTB",0.009858237,0.015802667,0.010432195,0.012395947,0.006967492,0.000687571,0.000385123,"LE07_L1TP_015033_20080720_20160918_01_T1",1.01871109008789,1.51479789248571,0.623833749075393,0.944982048360868,0.0057148468,0.93657168469086,1.38612497236928,0.854562938213348,1.10785141677191
